issues_title,issues_created_at,issues_thread_id,issues_comment_id,issues_comment_type,issues_comment_text,issues_comment_author,issues_time_to_close,issues_time_to_first_response,issues_no_of_comments,issues_commits,issues_checks,issues_files_changed,issues_lines_changed
Update Docker cross-build Image,2019-05-21T08:36:05Z,446260882,494295938.0,reply,"@JWhitleyAStuff thanks for the PR, I guess you haven't seen it but there is a [dependencies](https://github.com/autowarefoundation/autoware/blob/master/docker/generic/dependencies) file with the ROS dependencies for Autoware which is being used for the `generic` docker images and the CI. It might be good to use it also in the cross-build Docker file to keep just 1 copy of the dependencies",sgermanserrano,155148.0,907.0,6,6,0,7,124
Update Docker cross-build Image,2019-05-21T18:05:28Z,446260882,494497363.0,comment,@sgermanserrano - Thanks for pointing that out! I'll get something pushed here that integrates that file.,JWhitleyWork,155148.0,907.0,6,6,0,7,124
Update Docker cross-build Image,2019-05-21T23:06:37Z,446260882,494591152.0,comment,"@sgermanserrano - I moved the `dependencies` file up a level, to `autoware/docker`. This was necessary because that file has to be within the build context (where `docker build` is called) for all images. To make this the case, I had to modify the build scripts to `cd ..` up a level before calling `docker build` which was less disruptive than moving the scripts. I've run the cross-build for all three types, built Autoware in the `generic-aarch64` one, and done the same for the `generic` build with all options enabled. Everything seems to work correctly. You may want to verify locally as well.",JWhitleyWork,155148.0,907.0,6,6,0,7,124
Update Docker cross-build Image,2019-05-22T10:13:47Z,446260882,494741749.0,reply,"@JWhitleyAStuff can you have a look at [https://github.com/astuff/autoware/pull/14](https://github.com/astuff/autoware/pull/14), I have updated the date for the cross image and the path for the FindCUDA file",sgermanserrano,155148.0,907.0,6,6,0,7,124
Update Docker cross-build Image,2019-05-22T11:44:10Z,446260882,494767704.0,comment,@sgermanserrano Merged!,JWhitleyWork,155148.0,907.0,6,6,0,7,124
Updating citysim ref to pull in CMake fix.,2019-05-17T14:49:57Z,445477500,493481878.0,comment,@amc-nu / @gbiggs - This should fix the Melodic Gitlab build.,JWhitleyWork,25073.0,379.0,1,1,0,1,2
Fix gazebo not found in colcon_release_cross,2019-05-17T04:35:13Z,445260672,,,,kfunaoka,,,0,2,0,1,2
Adding work-around for CMake issue in #2082,2019-05-16T22:30:56Z,445177229,493253862.0,reply,Can we align this with #2265?,gbiggs,4021.0,2028.0,2,1,0,8,76
Adding work-around for CMake issue in #2082,2019-05-16T23:04:09Z,445177229,493260355.0,reply,"Integrating in #2265 
Thanks @JWhitleyAStuff ",amc-nu,4021.0,2028.0,2,1,0,8,76
Fix param type of deceleration_range,2019-05-16T10:28:08Z,444876897,,,,TakaHoribe,,,0,2,0,1,2
Melodic CPU/GPU compilation flag,2019-05-16T21:59:37Z,444802000,493246580.0,reply,@amc-nu - Please see autowarefoundation/autoware#2267 which fixes the CMake portion of this bug. The Eigen issue still exists but the version that is required is 3.3.6 instead of 3.3.7 (see https://github.com/autowarefoundation/autoware/pull/2032#issuecomment-490682096 and https://github.com/autowarefoundation/autoware/pull/2032#issuecomment-490720104 for details).,JWhitleyWork,76134.0,51401.0,2,42,0,12,146
Melodic CPU/GPU compilation flag,2019-05-16T23:46:39Z,444802000,493268281.0,comment,"> 
> 
> @amc-nu - Please see autowarefoundation/autoware#2267 which fixes the CMake portion of this bug. The Eigen issue still exists but the version that is required is 3.3.6 instead of 3.3.7 (see [#2032 (comment)](https://github.com/autowarefoundation/autoware/pull/2032#issuecomment-490682096) and [#2032 (comment)](https://github.com/autowarefoundation/autoware/pull/2032#issuecomment-490720104) for details).

@gbiggs @JWhitleyAStuff We'll need to set the Eigen version to 3.3.7.
3.3.6 had a regression, causing compilation issues on other packages.
http://eigen.tuxfamily.org/bz/show_bug.cgi?id=1651",amc-nu,76134.0,51401.0,2,42,0,12,146
Add tests around Openplanner utilities,2019-05-15T17:35:18Z,444560838,,,,sgvandijk,,,0,3,0,4,235
ndt_slam,2019-05-20T03:13:49Z,444408847,493825298.0,reply,Please fix the conflicts in `ros/src/util/packages/runtime_manager/scripts/computing.yaml`.,gbiggs,32814137.0,398920.0,13,15,0,37,3970
ndt_slam,2019-05-20T04:01:48Z,444408847,493831691.0,reply,"I cannot follow your test instructions.
- There is nothing about computing on the sensing tab in the runtime manager.
- There is nothing about ndt_slam on the computing tab.
- There is nothing about the points queue size in the options for any of the ndt-related nodes in the computing tab.",gbiggs,32814137.0,398920.0,13,15,0,37,3970
ndt_slam,2019-05-20T04:10:12Z,444408847,493832722.0,reply,@YamatoAndo ,amc-nu,32814137.0,398920.0,13,15,0,37,3970
ndt_slam,2019-05-20T05:42:32Z,444408847,493845868.0,reply,"> I cannot follow your test instructions.
> 
> * There is nothing about computing on the sensing tab in the runtime manager.
> * There is nothing about ndt_slam on the computing tab.
> * There is nothing about the points queue size in the options for any of the ndt-related nodes in the computing tab.

I found them",yukkysaito,32814137.0,398920.0,13,15,0,37,3970
ndt_slam,2019-05-21T00:06:10Z,444408847,494191921.0,comment,"> Please fix the conflicts in `ros/src/util/packages/runtime_manager/scripts/computing.yaml`.

done!",YamatoAndo,32814137.0,398920.0,13,15,0,37,3970
ndt_slam,2019-05-24T05:36:19Z,444408847,495478707.0,comment,"@yukkysaito @sgermanserrano @amc-nu
Thank you for your review.
I talked with @gbiggs, and we decided to modify the libray to be ROS friendly (use ROS_ERROR, geometry_msgs).
And add doxygen to the library.
I would like to write it for the next Autoware release.
",YamatoAndo,32814137.0,398920.0,13,15,0,37,3970
ndt_slam,2019-05-27T19:16:37Z,444408847,496289065.0,reply,"Hi, I have a question? Are you now locating the final output in the video as the result of efk or the result of ndt matching?",hunkyu,32814137.0,398920.0,13,15,0,37,3970
ndt_slam,2019-05-28T01:24:20Z,444408847,496332071.0,comment,"@hunkyu Hi.
It is the result of ndt matching.",YamatoAndo,32814137.0,398920.0,13,15,0,37,3970
ndt_slam,2019-05-28T14:24:51Z,444408847,496539441.0,reply,"@YamatoAndo Hi, I've been testing the ndt_slam but I can't get a valid map. 
There are some guide to correctly configure parameters?

 Now I have VLP16 without any tilt and with default values I get something like this (it is like the vehicle was stopped)
![Screenshot from 2019-05-28 15-51-15](https://user-images.githubusercontent.com/13346469/58485260-f98ca400-8163-11e9-8896-7408659bc160.png)

With some modifications I can get something like this, but it isn't well, I lose localization at the first turn
![Screenshot from 2019-05-28 15-43-38](https://user-images.githubusercontent.com/13346469/58484925-576cbc00-8163-11e9-85fc-4af9de328ff9.png)
![Screenshot from 2019-05-28 15-43-18](https://user-images.githubusercontent.com/13346469/58484932-5b004300-8163-11e9-8eeb-97609a9ea375.png)
![Screenshot from 2019-05-28 15-42-58](https://user-images.githubusercontent.com/13346469/58484960-681d3200-8163-11e9-8873-b74b62744a16.png)
![Screenshot from 2019-05-28 15-42-23](https://user-images.githubusercontent.com/13346469/58484974-6f444000-8163-11e9-8414-2a63a6861337.png)

What Lidar is used in this video? https://youtu.be/EEatuQnrxcg, I with voxel_grid = 2 have really few points and I lose localization before the first turn.

PD: dataset -> https://www.dropbox.com/s/8sfgjyj5i8zgckj/autoware-20190524071142.bag.tar.gz?dl=0
",javcursor,32814137.0,398920.0,13,15,0,37,3970
ndt_slam,2019-05-30T03:53:16Z,444408847,497192506.0,comment,"@javcursor Hi,

> There are some guide to correctly configure parameters?

The parameter description is written in readme (ros / src / computing / perception / localization / packages / lidar_localizer / nodes / ndt_slam / README.md).
But I do not write how to configure them.

> What Lidar is used in this video?

Velodyne HDL-32e.

Thank you for sending rosbag.
I tried several times, but the mapping  is quite difficult because there is a timing that only one pole is visible.

As a solution
・ (Recommended) Use VLP-32c etc.
VLP-32c can be seen up to 200m. So it can see the building even from the end of the circuit.
・Fusion Odometry, IMU, GNSS with EKF. We are developing this feature.

Also, this is a hack method, but you can temporarily stop the mapping and skip the locations where localization is lost, as shown below.
1. Mapping until just before localization is lost
1. pause the rosbag
1. kill ndt_slam and save the map
1. publish the map saved from Map tab of RuntimeManager
1. launch ndt_slam with `With Mapping` turned off
1. play rosbag until you can see buildings around.
1. Align self-position with 2D Pose Estimate.
1. After confirming that the self position is stable, set `With Mapping` to ON.

For your refarence, the best parameter I configured.(Note: Position estimation is lost on the way)
![Screenshot from 2019-05-30 12-10-49](https://user-images.githubusercontent.com/13819566/58606494-97a07b80-82d6-11e9-93bf-7fd7273d9d9d.png)

![Screenshot from 2019-05-30 12-12-54](https://user-images.githubusercontent.com/13819566/58606510-a8e98800-82d6-11e9-8e69-060b60839cfa.png)

![Screenshot from 2019-05-30 12-11-02](https://user-images.githubusercontent.com/13819566/58606504-9f602000-82d6-11e9-8eae-bd5c97daeaf1.png)

![Screenshot from 2019-05-30 12-14-55](https://user-images.githubusercontent.com/13819566/58606520-ae46d280-82d6-11e9-9835-9fea0a394dd0.png)
`Input Topics: [/points_no_ground,/filtered_points]`

![Screenshot from 2019-05-30 12-11-42](https://user-images.githubusercontent.com/13819566/58606521-b43cb380-82d6-11e9-8725-954af2f164fa.png)

",YamatoAndo,32814137.0,398920.0,13,15,0,37,3970
ndt_slam,2019-05-30T04:38:20Z,444408847,497199475.0,reply,"@YamatoAndo 
Thank you for your reply! Now efk localizer will use the matching score evaluation indicator for fusion?",hunkyu,32814137.0,398920.0,13,15,0,37,3970
ndt_slam,2019-05-30T08:20:32Z,444408847,497247997.0,comment,"@hunkyu 
ekf_localizer receives the geometry_msgs::PoseWithCovarianceStamped message and evaluates it using its covariance.
Now ndt_slam uses inverse of Hessian matrix for covariance.
However, I also think that the proposal is to change covariance by matching_score.

Fusion with ekf_localizer is still an experimental feature and may not work well yet.
We are still considering how to make covariance.",YamatoAndo,32814137.0,398920.0,13,15,0,37,3970
ndt_slam,2019-06-10T03:44:21Z,444408847,500282215.0,reply,"@YamatoAndo  You are right, but do you have a good way to solve the covariance matrix based on the current match score (0-1)? I think the Hessian matrix still needs to be used.",hunkyu,32814137.0,398920.0,13,15,0,37,3970
ndt_slam,2019-05-15T11:13:36Z,444347359,492611661.0,comment,"Since I have not sign-off, I will remake PR",YamatoAndo,4305.0,4305.0,1,66,0,39,4172
Modify mssion state for fms,2019-05-29T12:29:00Z,444239398,496915442.0,reply,I have confirmed that new feature works fine according to the test procedure. ,mitsudome-r,1309315.0,1235841.0,1,3,0,5,30
Add battery charging state,2019-05-29T12:28:52Z,444238644,496915384.0,reply,I have confirmed that new feature works fine according to the test procedure. ,mitsudome-r,1309520.0,1236023.0,1,3,0,5,18
Modify stop states,2019-05-16T22:37:46Z,444237502,493255319.0,reply,"Please provide detailed instructions on how to test, including what the reviewer should see in a successful test. A link to how to turn the feature on is not enough.",gbiggs,1624307.0,149716.0,4,20,0,17,344
Modify stop states,2019-05-17T08:08:35Z,444237502,493363434.0,comment,Updated the steps to test.,s-azumi,1624307.0,149716.0,4,20,0,17,344
Modify stop states,2019-05-29T10:54:55Z,444237502,496887666.0,reply,"I have confirmed that stopping functions works properly according to the testing procedure.
Please check the comments in the review. ",mitsudome-r,1624307.0,149716.0,4,20,0,17,344
Modify stop states,2019-05-31T07:53:05Z,444237502,497613563.0,reply,@s-azumi Please fix the conflicts so this can be merged.,gbiggs,1624307.0,149716.0,4,20,0,17,344
Predicting convex hull in naive_motion_predict,2019-05-20T04:05:59Z,444217459,493832192.0,reply,"@k0suke-murakami Can you please add the documentation for this class, in doxygen format. In a different PR?",amc-nu,604147.0,434697.0,1,5,0,2,49
Fix autoware launcher readme.,2019-05-18T04:00:59Z,443751324,493646104.0,reply,can you please explain which part of autowarefoundation/autoware_ai#623 fixes?,amc-nu,1530204.0,333429.0,7,16,0,16,195
Fix autoware launcher readme.,2019-05-20T03:47:44Z,443751324,493829920.0,reply,@isamu-takagi ?,amc-nu,1530204.0,333429.0,7,16,0,16,195
Fix autoware launcher readme.,2019-05-20T04:17:58Z,443751324,493833613.0,comment,"@amc-nu 
The following part of autowarefoundation/autoware_ai#623, I cant edit checkbox of autowarefoundation/autoware_ai#623 .
>Typo in line 22 of README. Switch for Swtich.
>Separate Demo steps into a different file.",isamu-takagi,1530204.0,333429.0,7,16,0,16,195
Fix autoware launcher readme.,2019-05-20T10:18:37Z,443751324,493926380.0,reply,@isamu-takagi you're missing a sign-off. Please amend your commit,amc-nu,1530204.0,333429.0,7,16,0,16,195
Fix autoware launcher readme.,2019-05-20T10:30:11Z,443751324,493930004.0,comment,"@amc-nu 
Thank you for the review. I applied your suggestions.",isamu-takagi,1530204.0,333429.0,7,16,0,16,195
Fix autoware launcher readme.,2019-05-31T10:21:14Z,443751324,497659237.0,reply,@isamu-takagi thanks. Waiting for CI to pass.,amc-nu,1530204.0,333429.0,7,16,0,16,195
Fix autoware launcher readme.,2019-05-31T10:33:38Z,443751324,497662449.0,comment,Thank you for the suggestions! I pushed the branch again because there was no sign-off.,isamu-takagi,1530204.0,333429.0,7,16,0,16,195
MPC waypoints follower,2019-05-14T06:45:41Z,443733498,492100855.0,comment,force push is for sign-off.,TakaHoribe,1790876.0,802.0,30,47,0,41,4286
MPC waypoints follower,2019-05-14T07:25:49Z,443733498,492111920.0,reply,Your video is not accessible.,gbiggs,1790876.0,802.0,30,47,0,41,4286
MPC waypoints follower,2019-05-14T07:29:23Z,443733498,492113022.0,reply,"In your screenshot, the white trajectory for the vehicle appears to be physically impossible The vehicle is not aligned with the start of the trajectory.",gbiggs,1790876.0,802.0,30,47,0,41,4286
MPC waypoints follower,2019-05-14T13:22:53Z,443733498,492235236.0,comment,"@gbiggs 

> Your video is not accessible.

Can you download the file and play in Chrome?

> In your screenshot, the white trajectory for the vehicle appears to be physically impossible The vehicle is not aligned with the start of the trajectory.

I checked this, and it was because I changed the vehicle position when gazebo simulation was stopped. I'll change figure and also post here for more info.

![mpc_pr_case2](https://user-images.githubusercontent.com/21360593/57701320-bb3cb280-7696-11e9-9405-5a9953809c62.png)

![mpc_pr_case3](https://user-images.githubusercontent.com/21360593/57701335-c099fd00-7696-11e9-8bd1-d5d2adddaa0a.png)


Also keep old figure for in case.
![image](https://user-images.githubusercontent.com/21360593/57701742-8bda7580-7697-11e9-890f-45d11a9ec95b.png)

",TakaHoribe,1790876.0,802.0,30,47,0,41,4286
MPC waypoints follower,2019-05-15T00:00:53Z,443733498,492453769.0,reply,"> Can you download the file and play in Chrome?

It's not a browser problem. You have provided a link to a video on Google Drive that is not accessible to anyone not logged in to Google Drive. You need to make the video viewable by anyone.",gbiggs,1790876.0,802.0,30,47,0,41,4286
MPC waypoints follower,2019-05-15T00:15:32Z,443733498,492456482.0,comment,Understood. I changed the access level.,TakaHoribe,1790876.0,802.0,30,47,0,41,4286
MPC waypoints follower,2019-05-17T03:53:03Z,443733498,493309983.0,comment,"Committed changes where @amc-nu mentioned for review.
 - add doxygen style document
 - launch document style
 - fix typo",TakaHoribe,1790876.0,802.0,30,47,0,41,4286
MPC waypoints follower,2019-05-20T02:55:51Z,443733498,493822908.0,reply,"@TakaHoribe Thanks for attending my comments. Can you please explain:
1. How is this better than `pure_pursuit`?
1. On which scenarios will MPC outperform pure_pursuit, and which will not?
1. Can you please explain how to test with a rosbag instead of gazebo?

Thanks!",amc-nu,1790876.0,802.0,30,47,0,41,4286
MPC waypoints follower,2019-05-20T05:04:52Z,443733498,493839953.0,comment,"@amc-nu Answers to your question are

1.  The `mpc_follower` can use more information to follow waypoints, which enables to follow waypoints accurately. The features of the two followers are
 - `pure_pursuit` plans to move towards the **one lookahead waypoint**, assuming that **the route has constant curvature** and **angular velocity can be realized ideally**.  
 -  `mpc_follower` plans considering with **all points on the path** and **vehicle dynamics (such as steering delay)** to follow the waypoints.
2. MPC performs better when you want to drive at **complex route with low tracking error** (where the assumption of ""route has constant curvature"" is not apprpriate). While, the drawbacks of MPC are
 -  the difficulty of parameter tuning (it requires knowledge of control theory and vehicle dynamics). 
 - computational cost
Thus, I think the default waypoint follower is fine with `pure_pursuit` for Autoware. 
3. ok, I'll add how to test with rosbag later. (I didn't write it because rosbag test can not check how the vehicle moves with the control command generated by MPC. The rosbag test can only check if the command is published properly)

",TakaHoribe,1790876.0,802.0,30,47,0,41,4286
MPC waypoints follower,2019-05-20T06:37:27Z,443733498,493856657.0,comment,@amc-nu I write how to test with rosbag at the top document of this PR. please check it.,TakaHoribe,1790876.0,802.0,30,47,0,41,4286
MPC waypoints follower,2019-05-20T13:59:22Z,443733498,493999335.0,comment,"@sgermanserrano Thank you for your review. 

About `amathusils`, there was a discussion in autowarefoundation/autoware#2045, and I'm not sure if it will be modified or removed. So I didn't make the code depend on the library. Actually, it is not widely used in Autiware (included by only `decision_maker`). But @amc-nu also suggested to use it. So if you still agree to use it, I'll change.

I agree to use `amathutil` if it will be maintained properly.

For the other parts, I'll change following your review.

",TakaHoribe,1790876.0,802.0,30,47,0,41,4286
MPC waypoints follower,2019-05-20T15:01:40Z,443733498,494025041.0,reply,"> @sgermanserrano Thank you for your review.
> 
> About `amathusils`, there was a discussion in autowarefoundation/autoware#2045, and I'm not sure if it will be modified or removed. So I didn't make the code depend on the library. Actually, it is not widely used in Autiware (included by only `decision_maker`). But @amc-nu also suggested to use it. So if you still agree to use it, I'll change.
> 
> I agree to use `amathutil` if it will be maintained properly.
> 
> For the other parts, I'll change following your review.

@TakaHoribe actually I think that is one big problem at the moment, there are loads of re-implementation of basic mathematical functions everywhere within the code base, which actually increases maintainability needs instead of having all central within a core library. I'd suggest adding `amathutils` as a dependency so we can keep track of all these common functions",sgermanserrano,1790876.0,802.0,30,47,0,41,4286
MPC waypoints follower,2019-05-20T15:57:48Z,443733498,494047825.0,comment,"> @TakaHoribe actually I think that is one big problem at the moment, there are loads of re-implementation of basic mathematical functions everywhere within the code base, which actually increases maintainability needs instead of having all central within a core library. I'd suggest adding amathutils as a dependency so we can keep track of all these common functions

@sgermanserrano OK, I understand. I'll take your advaice and change codes. (I'll do it tomorrow, please give me one day)",TakaHoribe,1790876.0,802.0,30,47,0,41,4286
MPC waypoints follower,2019-05-21T04:42:41Z,443733498,494237021.0,comment,@sgermanserrano I modified code following your review. please check it. ,TakaHoribe,1790876.0,802.0,30,47,0,41,4286
MPC waypoints follower,2019-05-23T12:01:10Z,443733498,495188775.0,reply,"@TakaHoribe I'm following the rosbag test steps and the `mpc_follower` dies with a 
```
Call to publish() on an invalid Publisher
```
Is there anything missing on the instructions?",sgermanserrano,1790876.0,802.0,30,47,0,41,4286
MPC waypoints follower,2019-05-23T13:05:35Z,443733498,495209933.0,comment,"@sgermanserrano Thank you for your review. I'll check them and modify code. 

> ```
> Call to publish() on an invalid Publisher
> ```

Sorry, it is a bug that came in with recent changes. I fixed it, so could you check it again?",TakaHoribe,1790876.0,802.0,30,47,0,41,4286
MPC waypoints follower,2019-05-24T08:25:20Z,443733498,495520191.0,comment,"@sgermanserrano Thank you for your review and advices. I modified following your review and add test code for mpc_follower.  Please check it. (I split some files for the test. )

I also check the rosbag/wf_simulator/gazebo tests written in PR works with this commit.
![image](https://user-images.githubusercontent.com/21360593/58313414-7a882a80-7e48-11e9-8f2d-c23210425b3b.png)
",TakaHoribe,1790876.0,802.0,30,47,0,41,4286
MPC waypoints follower,2019-05-24T08:30:55Z,443733498,495522017.0,comment,"Existing comments to be solved from reviewer  
 - ~~add reference paper for butterworth filter~~ Done in b756e26
 - ~~add test for butterworth filter (check with matlab values)~~ Done in b756e26
 - ~~remove unsed variables in MPCTrajectory::size()~~ Done in b756e26",TakaHoribe,1790876.0,802.0,30,47,0,41,4286
MPC waypoints follower,2019-05-24T15:27:38Z,443733498,495677513.0,comment,"@gbiggs Is it possible to support installation of qpOASES in v1.12? If it's possible, I want to use it with MPC. In that case, I need to modify the readme and CMakelists a little. I'm not sure how long does it take to check if it can be properly installed. Should we postponed the qpOASES support to the next release? 
Even if we don't use the qp solver, this mpc_follower can be used in conditions without constraint such as steering limit. ",TakaHoribe,1790876.0,802.0,30,47,0,41,4286
MPC waypoints follower,2019-05-27T03:02:58Z,443733498,496062312.0,reply,"Yes, 1.12 will have qpOASES supported via a vendor package. It's not done yet but it will be done, hopefully this week.

When you use it, please note that it is used in your README, and also add information about who created it and what license it uses (LGPL 2.1).",gbiggs,1790876.0,802.0,30,47,0,41,4286
MPC waypoints follower,2019-05-30T08:51:16Z,443733498,497256724.0,comment,"I added the copyright related to qpOASES. I will modify CMakelist in another PR after qpOASES support is ready. @gbiggs please check it, thanks.",TakaHoribe,1790876.0,802.0,30,47,0,41,4286
