title,user_id,created_at,comments
ci(pre-commit-ansible): autoupdate,awf-autoware-bot[bot],2022-12-04T00:10:46Z,[]
chore: update tool versions,awf-autoware-bot[bot],2022-12-03T00:03:37Z,"[{'user_id': 'kenji-miyake', 'created_at': '2022-12-15T14:00:37Z', 'comment_text': 'This issue was resolved.\r\nhttps://github.com/autowarefoundation/autoware/pull/3099#discussion_r1038274845'}, {'user_id': 'kenji-miyake', 'created_at': '2022-12-15T14:01:40Z', 'comment_text': 'CI for just in case: https://github.com/autowarefoundation/autoware/actions/runs/3704789294\r\n-> Failed. :pleading_face: \r\n\r\nWill wait until aarch64.whl is available on https://pypi.org/project/clang-format/15.0.6/#files like https://pypi.org/project/clang-format/14.0.6/#files.\r\n-> https://pypi.org/project/clang-format/16.0.0/#files'}]"
ci(update-tool-versions): update clang-format version check,kenji-miyake,2022-12-02T03:05:31Z,"[{'user_id': 'kenji-miyake', 'created_at': '2022-12-02T03:06:00Z', 'comment_text': 'https://github.com/autowarefoundation/autoware/actions/runs/3598504381'}, {'user_id': 'kenji-miyake', 'created_at': '2022-12-02T03:07:40Z', 'comment_text': 'Worked: https://github.com/autowarefoundation/autoware/compare/fd1e4cd6a7b03cfb5a80217b247e052d246272bb..e680f691835c33115ab3e62bc37ad7052e8da92b\r\n\r\n![image](https://user-images.githubusercontent.com/31987104/205206176-8785e1da-c763-4378-a3bc-faa86559ced4.png)\r\n'}]"
ci(mirror-main-branch): add a new workflow to mirror the main branch to the main distro branch,kenji-miyake,2022-12-01T12:48:37Z,"[{'user_id': 'kenji-miyake', 'created_at': '2022-12-01T13:27:56Z', 'comment_text': ""I've tested in another repository, and it worked.\r\n![image](https://user-images.githubusercontent.com/31987104/205064751-6ad1789a-443f-42af-8fe5-f9e941eab5c6.png)\r\n""}]"
Remove tier4_ad_api_adaptor,isamu-takagi,2022-12-01T08:43:46Z,[]
ci(pre-commit): update commit message,kenji-miyake,2022-12-01T02:39:25Z,[]
docs(ansible): simplify manual installation steps,kenji-miyake,2022-11-30T17:01:58Z,[]
ci: refactor workflows to be OS/distro independent like #3087,kenji-miyake,2022-11-30T15:53:21Z,[]
ci: remove Humble CI workflows,kenji-miyake,2022-11-30T14:36:18Z,[]
ci(docker-build-and-push): fix the order of steps,kenji-miyake,2022-11-30T14:22:28Z,[]
feat(ansible): verify OS before running playbooks,kenji-miyake,2022-11-30T13:11:40Z,"[{'user_id': 'kenji-miyake', 'created_at': '2022-11-30T13:16:19Z', 'comment_text': ""Since it's a very simple implementation for now, any reviews are welcome!""}, {'user_id': 'wep21', 'created_at': '2022-11-30T14:07:43Z', 'comment_text': 'How about using ansible_distribution_xxx variables?\r\n```\r\n❯ ansible -m setup localhost | grep distribution\r\n/usr/lib/python3/dist-packages/paramiko/transport.py:236: CryptographyDeprecationWarning: Blowfish has been deprecated\r\n  ""class"": algorithms.Blowfish,\r\n[WARNING]: No inventory was parsed, only implicit localhost is available\r\n        ""ansible_distribution"": ""Ubuntu"",\r\n        ""ansible_distribution_file_parsed"": true,\r\n        ""ansible_distribution_file_path"": ""/etc/os-release"",\r\n        ""ansible_distribution_file_variety"": ""Debian"",\r\n        ""ansible_distribution_major_version"": ""22"",\r\n        ""ansible_distribution_release"": ""jammy"",\r\n        ""ansible_distribution_version"": ""22.04"",\r\n```'}, {'user_id': 'kenji-miyake', 'created_at': '2022-11-30T14:09:10Z', 'comment_text': ""Oh, it's a good idea! Thanks.""}, {'user_id': '0x126', 'created_at': '2022-11-30T14:13:20Z', 'comment_text': 'I have never used it, but  ""ansible.builtin.meta: end_play"" might fit what you want to do.\r\nhttps://docs.ansible.com/ansible/latest/collections/ansible/builtin/meta_module.html'}, {'user_id': 'kenji-miyake', 'created_at': '2022-11-30T15:35:12Z', 'comment_text': 'Since `end_play` succeeds the play (and cannot set a message), `ansible.builtin.fail` would be better?\r\n\r\nhttps://docs.ansible.com/ansible/latest/collections/ansible/builtin/fail_module.html#ansible-collections-ansible-builtin-fail-module\r\n\r\n```\r\nTASK [Verify OS] *********************************************************************************************************************************\r\n\r\nPLAY RECAP ***************************************************************************************************************************************\r\nlocalhost                  : ok=1    changed=0    unreachable=0    failed=0    skipped=0    rescued=0    ignored=0   \r\n\r\nCompleted.\r\n```'}, {'user_id': 'kenji-miyake', 'created_at': '2022-11-30T17:19:48Z', 'comment_text': ""I'll merge this tomorrow (after getting more feedback from my colleagues) and replace `20.04` with `22.04`.""}, {'user_id': 'yukkysaito', 'created_at': '2022-12-01T01:00:25Z', 'comment_text': 'LGTM'}]"
ci(docker-build-and-push): use dpkg --print-architecture,kenji-miyake,2022-11-30T12:52:57Z,[]
ci: refactor workflows,kenji-miyake,2022-11-30T12:09:26Z,"[{'user_id': 'kenji-miyake', 'created_at': '2022-11-30T12:10:32Z', 'comment_text': 'Testing:\r\n- https://github.com/autowarefoundation/autoware/actions/runs/3583297023\r\n\r\nWorked.\r\n![image](https://user-images.githubusercontent.com/31987104/204798151-d25b2727-b447-4a26-9639-505537bbabcb.png)\r\n'}]"
WIP: test Rolling,kenji-miyake,2022-11-30T11:58:38Z,"[{'user_id': 'kenji-miyake', 'created_at': '2022-11-30T14:00:33Z', 'comment_text': ""I'll replace `humble` with `rolling` after https://github.com/autowarefoundation/autoware/pull/2692 is merged.""}, {'user_id': 'kenji-miyake', 'created_at': '2022-11-30T14:20:17Z', 'comment_text': 'Test results:\r\n- https://github.com/autowarefoundation/autoware/actions/runs/3584095820\r\n  - -> https://github.com/autowarefoundation/autoware/actions/runs/3584097375/jobs/6030331797\r\n\r\n![image](https://user-images.githubusercontent.com/31987104/204825155-3e7b329e-2fb5-440a-9e77-8526bc1937c6.png)\r\n\r\n- https://github.com/autowarefoundation/autoware/actions/runs/3584114516\r\n  - -> https://github.com/autowarefoundation/autoware/actions/runs/3584115646/jobs/6030373665\r\n\r\n![image](https://user-images.githubusercontent.com/31987104/204825230-e5ad7174-91ed-4c36-8229-4b1e9b98df99.png)\r\n\r\n- https://github.com/autowarefoundation/autoware/actions/runs/3584419664\r\n  - -> https://github.com/autowarefoundation/autoware/actions/runs/3584421257\r\n\r\n![image](https://user-images.githubusercontent.com/31987104/204831861-1f5af495-dab8-459f-8183-650605ea2e5a.png)\r\n\r\n- https://github.com/autowarefoundation/autoware/actions/runs/3584421405\r\n  - -> https://github.com/autowarefoundation/autoware/actions/runs/3584422298\r\n\r\n![image](https://user-images.githubusercontent.com/31987104/204831835-47aeae7f-19b4-4aa3-b1de-1de5d2bedd8e.png)\r\n'}]"
chore(.gitignore): ignore CodeChecker files,kenji-miyake,2022-11-30T11:04:19Z,[]
build(CUDA): upgrade CUDA versions,kenji-miyake,2022-11-30T10:59:02Z,"[{'user_id': 'kenji-miyake', 'created_at': '2023-04-07T04:38:04Z', 'comment_text': 'Docker CI:\r\n- https://github.com/autowarefoundation/autoware/actions/runs/4635477344\r\n- https://github.com/autowarefoundation/autoware/actions/runs/4635477685'}, {'user_id': 'xmfcx', 'created_at': '2023-09-05T15:32:20Z', 'comment_text': 'https://github.com/orgs/autowarefoundation/discussions/3651#discussioncomment-6897536\r\n\r\nFinally\r\n\r\n```console\r\nmfc@mfc-leo:~$ find-cuda-versions --cuda 12.0 --os ubuntu2204\r\n[cudnn x86_64]\r\n8.8.0.121-1+cuda12.0\r\n8.8.1.3-1+cuda12.0\r\n\r\n[cudnn sbsa]\r\n8.8.0.121-1+cuda12.0\r\n8.8.1.3-1+cuda12.0\r\n\r\n[nvinfer x86_64]\r\n8.6.0.12-1+cuda12.0\r\n8.6.1.6-1+cuda12.0\r\n\r\n[nvinfer sbsa]\r\n8.6.2.2-1+cuda12.0\r\n\r\n[tensorrt x86_64]\r\n8.6.0.12-1+cuda12.0\r\n8.6.1.6-1+cuda12.0\r\n\r\n[tensorrt sbsa]\r\n8.6.2.2-1+cuda12.0\r\n\r\n```'}]"
Transition to Humble,mitsudome-r,2022-11-30T08:57:08Z,"[{'user_id': 'mitsudome-r', 'created_at': '2022-11-30T10:22:40Z', 'comment_text': ""I've heard that we would like to merge https://github.com/autowarefoundation/autoware.universe/pull/2370 before branching out galactic.\r\nWe will wait until tomorrow before starting the above tasks.""}]"
Rviz2 core dumped issue,TZECHIN6,2022-11-29T04:08:47Z,[]
Create api for vehicle status,tkhmy,2022-11-28T05:16:45Z,"[{'user_id': 'isamu-takagi', 'created_at': '2023-01-27T07:14:48Z', 'comment_text': 'For `target_velocity` and `target_acceleration`, It might be better to separate these as vehicle command message.\r\nFor `geo_point`, this cannot be provided if the map only has local coordinates.'}, {'user_id': 'tkhmy', 'created_at': '2023-01-31T05:39:38Z', 'comment_text': '> For `target_velocity` and `target_acceleration`, It might be better to separate these as vehicle command message. For `geo_point`, this cannot be provided if the map only has local coordinates.\r\n\r\nSorry for late reply, I miss the message.\r\nI agree that we should move the `target_velocity` and `target_acceleration` to vehicle_command.\r\nWe should just put in the current vehicle status data\r\n\r\nFor the `geo_point` I think we might able to convert from MGRS to the global longitude and latitude '}, {'user_id': 'tkhmy', 'created_at': '2023-02-01T04:39:49Z', 'comment_text': 'I created the document for vehicle status\r\nhttps://autowarefoundation.github.io/autoware-documentation/pr-312/design/autoware-interfaces/ad-api/list/api/vehicle/'}, {'user_id': 'isamu-takagi', 'created_at': '2023-02-01T05:41:34Z', 'comment_text': '> For the geo_point I think we might able to convert from MGRS to the global longitude and latitude\r\n\r\nAccording to [the lanelet2_extension documentation](https://github.com/autowarefoundation/autoware_common/tree/main/tmp/lanelet2_extension#io), Autoware works in a local coordinate system independent of MGRS by setting `local_x` and `local_y`.'}, {'user_id': 'isamu-takagi', 'created_at': '2023-06-26T07:50:49Z', 'comment_text': 'I forgot the API to control doors. I have three suggestions.\r\n\r\n1. array command\r\n```yaml\r\nmessage:\r\n  - NONE\r\n  - CLOSE\r\n  - CLOSE\r\n  - NONE\r\n```\r\n\r\n2. index command\r\n```yaml\r\nmessage:\r\n  - { index: 1, command: CLOSE }\r\n  - { index: 2, command: CLOSE }\r\n```\r\n\r\n3. role command\r\n```yaml\r\nmessage:\r\n  - { role: GET_ON, command: CLOSE }\r\n```'}]"
feat(docker): add opencl vendor,angry-crab,2022-11-25T08:05:18Z,[]
Rviz2 drops to 1-5fps when enabling pointcloud2 topic in planning simulation tutorial,TZECHIN6,2022-11-24T11:51:04Z,"[{'user_id': 'BonoloAWF', 'created_at': '2022-11-29T16:54:59Z', 'comment_text': '@TZECHIN6 please post your question here https://github.com/orgs/autowarefoundation/discussions/categories/q-a for faster assistance'}, {'user_id': 'TZECHIN6', 'created_at': '2022-11-30T01:42:47Z', 'comment_text': '@BonoloAWF Thanks for the advice, will do it now.'}, {'user_id': 'TZECHIN6', 'created_at': '2022-12-09T18:11:24Z', 'comment_text': 'DDS Tuning fix the problem.'}]"
using of road_edge in op_local_planner,pjj707278870,2022-11-23T08:32:52Z,"[{'user_id': 'kenji-miyake', 'created_at': '2022-11-23T10:17:39Z', 'comment_text': ""Seems to be duplicated.\r\nhttps://github.com/autowarefoundation/autoware/discussions/3065\r\n\r\nPlease refrain from opening an issue if it's not a bug.""}]"
ci(pre-commit-ansible): autoupdate,awf-autoware-bot[bot],2022-11-22T00:10:22Z,[]
"revert(autoware.repos): revert ""feat: add ament_cmake fork (#370)""",kenji-miyake,2022-11-21T05:43:22Z,[]
ci(pre-commit-ansible): autoupdate,awf-autoware-bot[bot],2022-11-18T08:00:50Z,"[{'user_id': 'kenji-miyake', 'created_at': '2022-11-18T10:02:40Z', 'comment_text': ""I'm not sure why `pre-commit-ansible` is resolved, but since there is no problem now, I'll merge this.\r\nhttps://github.com/autowarefoundation/autoware/pull/3032/commits/7528bd4bc8f1a58536c659e6509b7a6a3509f074""}]"
ci(pre-commit-optional): autoupdate,awf-autoware-bot[bot],2022-11-18T08:00:46Z,[]
ci(pre-commit): add autoupdate workflow,kenji-miyake,2022-11-18T07:59:51Z,"[{'user_id': 'kenji-miyake', 'created_at': '2022-11-18T08:10:08Z', 'comment_text': 'Worked:\r\nhttps://github.com/autowarefoundation/autoware/pull/3051\r\nhttps://github.com/autowarefoundation/autoware/pull/3052'}, {'user_id': 'kenji-miyake', 'created_at': '2022-11-18T08:15:14Z', 'comment_text': ""Since these are just new CI workflows, I'll merge and test them.""}, {'user_id': 'kenji-miyake', 'created_at': '2022-11-18T08:15:38Z', 'comment_text': 'FYI @xmfcx '}]"
chore(.clang-format): modify include order for srvs package,isamu-takagi,2022-11-16T07:18:55Z,[]
