title,Created_at,thread_id,subtitle_id,Type,Comment_text,creator
"Runtime Manager Setup tab, add Setup tab",2015-12-07T03:58:53Z,36,,,,kondoh2
Ndt matching mod tf tree,2015-12-04T10:26:21Z,37,,,,kitsukawa
"Runtime Manger Computing tab, add sched policy GUI",2015-12-04T09:29:48Z,38,1,answered,"**NOTE: rootで Runtime Managerを起動しないと機能しません**

@kondoh2 対応有難うございました.
",syohex
Stop publishing messages of lane namespace,2015-12-04T05:12:06Z,39,,,,syouji
"Put vehicle model(default.dae, prius.dae) under ros/src/.config/model",2015-12-03T15:33:49Z,40,,,,kitsukawa
"Runtime Manager, update get_top() call to built-in next() call",2015-12-03T09:25:54Z,41,,,,kondoh2
Bug fix for the probrem about range of circle,2015-12-02T10:55:14Z,42,,,,h-ohta
Fix invalid pointer access issue,2015-12-02T09:53:06Z,43,,,,TomohitoAndo
"Runtime Manager Computing tab, update sys app link design",2015-12-02T07:04:51Z,44,,,,kondoh2
"Runtime Manager Map tab, add pcd tools",2015-12-02T06:42:58Z,45,,,,kondoh2
Move initialization of points_nr,2015-11-30T16:28:58Z,46,,,,syouji
Add map_tools.,2015-11-27T14:19:52Z,47,,,,kitsukawa
Replace Prius Model.,2015-11-26T12:48:25Z,48,,,,kitsukawa
Some Fix for libwaypointfollower,2015-11-25T12:31:37Z,49,,,,h-ohta
Filter lateral acceleration ,2015-11-19T13:15:32Z,50,,,,h-ohta
Add yaw data in lane waypoints,2015-11-19T12:57:55Z,51,1,questioned,"@syouji 
waypoint_saverとwaypoint_loaderについて、yawデータを含む形式のcsvファイルを扱えるように修正しました。
lane_navi、waypoint_clickerの変更と合わせてご確認頂き、問題が無いようであればマージをお願いできますでしょうか。
",h-ohta
Add yaw data in lane waypoints,2015-12-17T10:31:42Z,51,2,questioned,"@syouji 
コンフリクトと種々の調整を行いました。
そちらの変更と合わせてご確認頂き、問題なければマージおねがいします。
",h-ohta
Add yaw data in lane waypoints,2015-12-17T11:05:24Z,51,3,answered,"@h-ohta

> コンフリクトと種々の調整を行いました。
> そちらの変更と合わせてご確認頂き、問題なければマージおねがいします。

コンフリクトの解決ありがとうございます。
問題ないと思います。

lane_navi、waypoint_clicker の yaw角対応を追加いたしました。
- lane_navi の変更点
  - Androidタブレットから受信した経路データから yaw角を計算し、その値を CSVファイルへ保存
  - yaw角から orientation を計算し、LaneArrayメッセージへ格納
- waypoint_clicker
  - クリックした点と対応するベクタ地図のウェイポイントからyaw角を計算し、ファイルへ保存
",syouji
Mod vscan,2015-11-19T08:29:10Z,54,1,questioned,"Please notify my if you have issue about this PR
",manato
Fix package name which has velodyne launch files,2015-11-19T06:17:44Z,55,,,,h-ohta
Klt improvements,2015-11-19T03:02:00Z,56,1,questioned,"Could you check it Yosh-san? @syohex 
If it's ok, could you please merge it into master?
Thanks
",amc-nu
Update velodyne subtree,2015-11-19T05:42:58Z,57,1,questioned,"Please report me if you have issue about this PR.
",syohex
"Runtime Manager Map tab, fix pcd load OK msg at filed",2015-11-17T10:09:46Z,58,,,,kondoh2
Always check return value from CUDA API,2015-11-16T10:53:03Z,59,,,,syohex
Don't use older option name,2015-11-16T07:18:46Z,60,,,,syohex
Correct kenyn fix,2015-11-16T07:11:00Z,61,,,,syohex
Need one more convStream element,2015-11-16T05:55:03Z,62,1,answered,"Looks good.
",syohex
Need one more convStream element,2015-11-16T06:01:57Z,62,2,answered,"BTW There are many magic number in GPU code. They are hard to read and understand and may causes bug like this issue.
",syohex
[WIP] CUDA api error check and correct invalid API calling,2015-11-13T08:06:35Z,64,1,questioned,"There are some memory leaks. Log of `cuda-memcheck` is here.

https://gist.github.com/syohex/ec06cc13aab79366c8ed
",syohex
"Runtime Manager, fix bottom area height",2015-11-13T04:36:54Z,65,,,,kondoh2
Update how to get Autoware,2015-11-13T01:42:50Z,66,,,,syohex
bug fix,2015-11-12T11:37:42Z,67,,,,h-ohta
Develop motion planner,2015-11-12T11:27:18Z,68,,,,h-ohta
"Runtime Manager Computing tab, fix remain link at item hide",2015-11-12T09:51:12Z,69,,,,kondoh2
"Runtime Manager Computing tab, fix cmd_param drop",2015-11-12T08:50:14Z,70,,,,kondoh2
Develop velocity set,2015-11-12T08:47:07Z,71,,,,TomohitoAndo
Add periodic transmission,2015-11-11T07:52:06Z,72,,,,syouji
Improve tablet_receiver,2015-11-11T05:02:44Z,73,,,,syouji
Add current pose to temporal waypoints,2015-11-10T10:36:39Z,74,,,,TomohitoAndo
made more stable,2015-11-10T09:52:53Z,75,,,,h-ohta
Fix waypoint follower,2015-11-10T08:19:39Z,76,,,,h-ohta
KLT based Multi Tracking,2015-11-11T01:31:56Z,77,1,questioned,"Yes, please. Thanks!
",amc-nu
KLT based Multi Tracking,2015-11-11T02:13:33Z,77,2,answered,"Done rebase and squash.
",syohex
KLT based Multi Tracking,2015-11-11T02:24:28Z,77,3,questioned,"どうもありがとうございます
",amc-nu
KLT based Multi Tracking,2015-11-11T03:00:47Z,77,4,answered,"I have confirmed build is successful on both ROS indigo and ROS jade. Please merge if you have no problems.
",syohex
KLT based Multi Tracking,2015-11-11T03:35:28Z,77,5,questioned,"Thank you Yosh
",amc-nu
Show message box when calibration_path is none.,2015-11-10T03:07:37Z,82,,,,kuriking
Integrate velodyne,2015-11-09T07:21:50Z,83,,,,syohex
Fix off-by-one error,2015-11-06T08:27:55Z,84,1,answered,"Thanks for PR.

@manato Could you review this patch.
",syohex
Fix off-by-one error,2016-01-14T04:53:09Z,84,2,answered,"@manato Could you review this patch?
",shinpei0208
Fix off-by-one error,2016-01-14T09:10:11Z,84,3,answered,"I'm sorry for my late reply. I overlooked that I assigned this conversation.
I reviewed this PR briefly and I feel there seems to be no problem.
Thank you very much for pointing out this error! > @KenYN 
",manato
Remove extra level of indirection from cuMemFreeHost,2015-11-06T08:24:47Z,87,1,answered,"Thanks for PR :+1: 

> (BTW, use of CUDA_CHECK would have detected this issue earlier.)

Could you add return value check(`CUDA_CHECK`) to each `cuMemFreeHost` for avoiding regression ?

@manato Could you review this patch ?
",syohex
Remove extra level of indirection from cuMemFreeHost,2015-11-06T08:32:13Z,87,2,questioned,"OK, done! Today is ノー残業デー so I must fly...
",KenYN
Remove extra level of indirection from cuMemFreeHost,2015-11-06T09:12:09Z,87,3,answered,"@KenYN , @syohex ,

Thank you very much for pointing out.
Except typo @syohex found, I think this PR has no problem.
",manato
Remove extra level of indirection from cuMemFreeHost,2015-11-16T07:12:18Z,87,4,answered,"@KenYN I have merged your changes at #131. And fix your small mistakes. Thanks for PR.
",syohex
Show waypoint guide,2015-11-04T10:14:05Z,91,,,,syouji
Develop planner,2015-11-02T08:34:41Z,92,,,,h-ohta
Update ndt matching config,2015-11-02T07:55:57Z,93,,,,kondoh2
Refactoring CMakeLists.txt,2015-10-30T10:54:23Z,94,,,,syohex
Improve cmake CUDA configuration,2015-10-30T09:48:53Z,95,,,,syohex
Fix include path and linked library setting issue on Ubuntu 15.04,2015-10-30T09:00:54Z,96,,,,syohex
Cpu prio,2015-10-30T03:51:06Z,97,,,,kondoh2
Add number of zeros behind parameter,2015-10-29T07:18:54Z,98,,,,syouji
Remove needless dependencies,2015-10-29T05:01:29Z,99,,,,syohex
Modified scan2image & calibration_test for calibration_publisher node,2015-10-29T10:52:58Z,100,1,questioned,"本コードは、私がフルスクラッチしたものですが、ROSのチュートリアルのファイル（https://raw.githubusercontent.com/ros/ros_tutorials/hydro-devel/roscpp_tutorials/listener/listener.cpp ）を複製してファイルを生成してコードを記述していったためライセンスが残っておりました。
このような場合、どのようにしたほうがよろしいでしょうか？実際ベースにした範囲はmain関数の定義ぐらいです。
",yukkysaito
Modified scan2image & calibration_test for calibration_publisher node,2015-10-29T13:04:27Z,100,2,answered,"@yukkysaito それであれば書き換えても問題ないと思うのですが, できましたらその旨をコミットログに書いていただけないでしょうか. 今後からで良いので.

#### 例

```
Correct copyright license

Because all of this code is written by me.
```

全員(弊社含む)に言えるのかもしれないですが, コミットログはより具体的に書いていただけるとよいと思います(コードを変更したとかは見ればわかるので, 特に書く必要はない). バグを直した場合は, こういう場合にバグが発生したので直したとか具体的に書いてあると後からログを見た時にどういう修正をしたかが理解しやすくなります.

例えば  96c3b77ea3bfb83b5bdeb16882b104ffedde22f3 の場合,  `fixed bug of init`とありますが, これだけでは意味を把握することが難しいです.  私自身理解できていないので間違っているかもしれないですが, zero clearしていないので○○な問題が発生していたとか, 最後に `max_y`, `min_y`を `NO_DATA`にリセットしていなかったため xxな問題が起きていた等も記述していただけるとよいかと思います. (後から見た時に同じ問題に気をつけないともなります).

githubを利用しているので issueを立てそこに具体的な問題を書き, `Fix issue #xx`のように書くのでもよいかと思います. (この場合でも具体的にコミットログを書くに越したことはないですが)
",syohex
Modified scan2image & calibration_test for calibration_publisher node,2015-10-30T06:24:17Z,100,3,questioned,"承知いたしました。アドバイスありがとうございます。

i, count のstaticに関して 407a7a8 にて修正いたしました。
",yukkysaito
Modified scan2image & calibration_test for calibration_publisher node,2015-10-30T07:07:26Z,100,4,answered,"@manato 全体の確認をお願いします. (私では意味的なレベルで把握できないため)
",syohex
Modified scan2image & calibration_test for calibration_publisher node,2015-11-12T09:58:30Z,100,5,questioned,"@syohex アドバイスありがとうございます。
アドバイスを参考にfill_nへ変更いたしました。 
よければマージをお願いいたします
",yukkysaito
"Runtime Manger, chaged icon, RTM to RUN",2015-10-28T02:12:47Z,105,,,,kondoh2
Update driving_planner and computing.yaml,2015-10-24T20:21:09Z,106,1,questioned,"So there is an issue here... we would need the dbw_mkz_msgs, however, on that particular vehicle they live outside of autoware, so adding them again in the autoware repo may be redundant? I have them to include, but I'm not sure how to proceed?
",travelbureau
Update driving_planner and computing.yaml,2015-10-25T00:31:09Z,106,2,answered,"Why did you change file permissions from `0644` to `0755` ? It is not necessary.
",syohex
Update driving_planner and computing.yaml,2015-11-10T09:49:36Z,106,3,answered,"@travelbureau 
I'm sorry for late reply.
I overhauled lattice_trajectory_gen and it worked on moriyama in my environment.
Would you confim whether it works or not in simulation?

Yet I could not have decided what I should do about dbw_mkz_msgs.
So , I commented out some code related to mkz temporarily.
Please wait a little more.
",h-ohta
Update driving_planner and computing.yaml,2015-11-10T09:58:15Z,106,4,answered,"@syohex 

> Why did you change file permissions from 0644 to 0755 ? It is not necessary.

I fixed file permissions.
",h-ohta
Update driving_planner and computing.yaml,2015-11-12T12:27:46Z,106,5,questioned,"I will have a quick look at the changes, sorry I only just saw this...
",travelbureau
Fix pos_db's bugs about the time.,2015-10-24T13:34:30Z,111,,,,kuriking
Remove sound player execution from traffic_light_recognition.launch,2015-10-22T12:33:30Z,112,,,,manato
Maybe fix the stopping problem of pos_db.,2015-10-22T12:08:36Z,113,,,,kuriking
Fix tablet receiver,2015-10-21T14:31:29Z,114,1,answered,"@h-ohta
実験と動作確認、ありがとうございました。
修正、問題ありませんのでマージいたします。
",syouji
Goodbye hydro hello jade,2015-10-21T10:20:02Z,115,1,questioned,"現状 hydroを使っているケース, もしくは Ubuntu 13.04, Ubuntu 13.10を使っているケースというのはあるのでしょうか ? それがなければマージしようと考えています. 問題等ありましたら, お知らせください.
",syohex
Goodbye hydro hello jade,2015-10-21T10:57:01Z,115,2,answered,"13系とhydroはサポート中止しましょう。READMEに13系とhydro使いたければ今日以前のコミットをチェックアウトするよう注意書を追加できますか。
2015/10/21 19:20 ""Syohei YOSHIDA"" notifications@github.com:

> 現状 hydroを使っているケース, もしくは Ubuntu 13.04, Ubuntu 13.10を使っているケースというのはあるのでしょうか ?
> それがなければマージしようと考えています. 問題等ありましたら, お知らせください.
> 
> —
> Reply to this email directly or view it on GitHub
> https://github.com/CPFL/Autoware/pull/94#issuecomment-149847734.
",shinpei0208
Goodbye hydro hello jade,2015-10-22T02:28:26Z,115,3,questioned,"注意書きを追加しました.
",syohex
Goodbye hydro hello jade,2015-10-22T03:12:18Z,115,4,questioned,"I have merged. Please report if you have any bulld issue.
",syohex
Integrated velodyne-point-cloud as submodule,2015-10-21T04:19:17Z,119,,,,syohex
Invert sign of azimuth,2015-10-19T07:30:15Z,120,,,,syouji
Update readme,2015-10-21T01:43:44Z,121,1,answered,"@syohex 
velodyne pointcloudの依存関係に関してはソースからビルドする形に変えておりますので、aptからインストールする必要はなくなっております。
ビルド方法等詳細はInstall Velodyne Driver Dependenciesに記載しております。
",h-ohta
Update readme,2015-10-21T01:55:02Z,121,2,questioned,"なぜそうする必要があるのでしょうか ? パッケージ版では動かないというような問題があるのでしょうか ? (jadeでは velodyne-pointcloudパッケージは提供されていないので, ソースから構築する必要がありましたが). パッケージ版を使うべきでない理由があるのであれば, そのことを明記すべきだと思います.

またソースコードからビルドする際, リビジョンの指定が特にないのですが, 最新版で常にビルドできることが保証されているのでしょうか, また動作保証ができているのでしょうか ?

特定のバージョンを利用する必要がある, パッケージ版では問題がある等であれば, ソースコードを手動でチェックアウトするのではなく, git submodule, subtree等を使った方がよいと思います.

よろしくお願いします.
",syohex
Update readme,2015-10-21T02:09:23Z,121,3,answered,"aptで提供されているパッケージ版ではyaml-cpp 0.5のサポートが不十分で、実際にキャリブレーションファイルの読み込みができませんでした。当時の最新ソースコードではその問題が修正されていたので、ソースからビルドする形に切り替えたという経緯があります。

git subtreeというものがあるのですね。初めて知りました。
これはあるコミットタイミングでのvelodyneリポジトリをAutowareに取り込むという理解でよろしいでしょうか。
不勉強で申し訳ありません。

よろしくお願いします。
",h-ohta
Update readme,2015-10-21T02:26:45Z,121,4,questioned,"> aptで提供されているパッケージ版ではyaml-cpp 0.5のサポートが不十分で、実際にキャリブレーションファイルの読み込みができませんでした。当時の最新ソースコードではその問題が修正されていたので、ソースからビルドする形に切り替えたという経緯があります。

これは indigoでの話でしょうか ? indigoのパッケージだとバージョン 1.2.0が使われており, そのバージョンには yaml-cpp 0.5に対するサポートが含まれているように見えます(以下のコミットが含まれる.)

https://github.com/ros-drivers/velodyne/commit/0b7a20918f65962f1bf0b4183722589aef239584

パッケージ版が利用できる方が, ユーザ的にもメンテな的にも便利なので, それで動くかどうかよろしければ
確認いただけないでしょうか ?

> git subtreeというものがあるのですね。初めて知りました。
> これはあるコミットタイミングでのvelodyneリポジトリをAutowareに取り込むという理解でよろしいでしょうか。
> 不勉強で申し訳ありません。

はい, そのような認識でよいです.
",syohex
Update readme,2015-10-21T02:35:07Z,121,5,answered,"> これは indigoでの話でしょうか ? indigoのパッケージだとバージョン 1.2.0が使われており, そのバージョンには yaml-cpp 0.5に対するサポートが含まれているように見えます(以下のコミットが含まれる.)
> 
> ros-drivers/velodyne@0b7a209

確かサポートはされているが内部的なバグがあった覚えがあります。
この後のコミットの
ros-drivers/velodyne@fc20169
ros-drivers/velodyne@fdba8a3
によりそのバグが修正されたようです。
これは1.2.0以後のものなのでおそらく1.2.0ではまだ修正されていないはずですが、一度確認してみます。
",h-ohta
Update readme,2015-10-21T02:45:52Z,121,6,questioned,"http://repos.ros.org/repos/building/pool/main/r/ros-indigo-velodyne-pointcloud/

パッケージのソースコードを見ると, その変更はまだ取り込まれていないようです.
READMEを修正します.
",syohex
Update readme,2015-10-21T02:47:39Z,121,7,answered,"お手数おかけして申し訳ありません。
それではgit subtreeにて取り込む形に成るということでしょうか。
",h-ohta
Update readme,2015-10-21T02:51:21Z,121,8,questioned,"とりあえずその方向で試してみます
",syohex
Update readme,2015-10-21T03:41:16Z,121,9,questioned,"すでに `velodyne`というパッケージ(`sensing/drivers/lidar/packages/velodyne/`)があるので単純に `ros/src`の下に置くということはできませんでした(こうすると catkin_init_workspaceやら source devel/setup.bashをせずに済むのですが...). 依存関係用のディレクトリを作成し, その下に submoduleを置くことにします.
",syohex
Update readme,2015-10-21T05:02:00Z,121,10,questioned,"マージしました.

velodyne-pointcloudパッケージを submoduleとして追加しました.
`./catkin_make_release`コマンドを使ってビルドを行う場合は何の問題もないはずです. cakin_makeコマンドを行う場合は, 事前に `git submodule init && git submodule update`が必要になります.

問題があればお知らせください.
よろしくお願いします.
",syohex
Update readme,2015-10-21T05:17:45Z,121,11,answered,"迅速な対応有難うございました。
こちらでも確認します。

ちなみに、`catkin_make`時に毎回`git submodule init && git submodule update`しなければならないのでしょうか。それとも一度`./catkin_make_release`した後に`catkin_make`をする場合は、上記は必要ないのでしょうか。
",h-ohta
Update readme,2015-10-21T05:26:42Z,121,12,questioned,"> ちなみに、catkin_make時に毎回git submodule init && git submodule updateしなければならないのでしょうか。それとも一度./catkin_make_releaseした後にcatkin_makeをする場合は、上記は必要ないのでしょうか。

一度だけでいいです. `ros/depends/src/velodyne`以下にソースコードが取得されていれば実行する必要はありません.
",syohex
Update readme,2015-10-21T05:30:12Z,121,13,answered,"> 一度だけでいいです. ros/depends/src/velodyne以下にソースコードが取得されていれば実行する必要はありません.

承知いたしました。対応並びにご教示ありがとうございました。
",h-ohta
Update readme,2015-10-23T19:04:14Z,121,14,answered,"本日外での実験で気づいたのですが、インターネット接続がない場合./catkin_make_releaseを実行するとvelodyneレポジトリのクローンで止まってしまいます。
外で実験をする場合インターネット接続がない場合が多数ですので、これは解決しないといけません。
タイムアウト時間を短くすればいいとは思うのですが、そのようなことは可能なのでしょうか。
",h-ohta
Update readme,2015-10-23T22:50:53Z,121,15,questioned,"Autowareの clone時に `--recursive`オプションをつけて submoduleも cloneしておくか,  インターネット下で一度でも構築しておけば問題は回避できると思います. それが無理な場合はソースコードをバンドル必要があると思います.

> 外で実験をする場合インターネット接続がない場合が多数ですので、これは解決しないといけません。
> タイムアウト時間を短くすればいいとは思うのですが、そのようなことは可能なのでしょうか。

タイムアウトする場合, 必要なソースコードがないということになってしまうので, 適切ではないものと思います.
",syohex
Update readme,2015-11-02T13:28:21Z,121,16,answered,"@syohex 

velodyne_driverのSubmodule化に関してですが，
こちらでは最新のセンサにドライバを対応させるため，
下記のような変更を加えて使用しています．

``` diff
diff --git a/velodyne_driver/src/driver/driver.cc b/velodyne_driver/src/driver/driver.cc
index dbc36af..aec42ff 100644
--- a/velodyne_driver/src/driver/driver.cc
+++ b/velodyne_driver/src/driver/driver.cc
@@ -43,6 +43,11 @@ VelodyneDriver::VelodyneDriver(ros::NodeHandle node,
       packet_rate = 3472.17;            // 1333312 / 384
       model_full_name = std::string(""HDL-"") + config_.model;
     }
+  else if (config_.model == ""64E_S3"")
+    {
+      packet_rate = 5800.0;
+      model_full_name = std::string(""HDL-"") + config_.model;
+    }
   else if (config_.model == ""64E"")
     {
       packet_rate = 2600.0;

```

この変更は，最新のドライバソース(https://github.com/ros-drivers/velodyne/blob/master/velodyne_driver/src/driver/driver.cc)やパッケージ版では対応がされておらず，
新規にAutowareをセットアップするごとに，こちらで毎回ソースコードを
変更しております．
（かつ，追加行の3行目にある5800.0という値は実験的な値であり，
正確なものでは無いため，今後変更する可能性があります）

このセンサは今後ユーザが増えると考えられるため，この変更を
可能であればAutowareに組み込みたい（catkin_make_release時に自動的に反映されるようにしたい）のですが，何か良い方法をご存知でしたら，ご教示いただけませんでしょうか？

ご多用のところ，誠に恐れ入りますが，上記ご検討のほどよろしくお願い致します．
",manato
Update readme,2015-11-02T14:01:47Z,121,17,questioned,"1. 本家に変更を取り込んでもらい, 適用後 submoduleのリビジョンを更新する
2. パッチを同梱し, ビルドスクリプト実行時に適用する
3. velodyneを(一時的?)に forkし, その差分を適用, submoduleの参照先をそちらにする

のいずれかになるかと思います. 1.が最も望ましい形ではあると思いますが, packet_rateが
定まっていないということでマージは難しいのではないかと思います. PRの傾向を見ても
安易にマージしてくれるプロダクトではなさそう.

となると 2, 3でしょうか. 今後変更することがないのであれば, 2の方が楽かと思いますが,
変更を頻繁に行う可能性がるとなると 3でしょうか.
",syohex
Update readme,2015-11-04T00:26:24Z,121,18,answered,"@syohex 
ご教示，ありがとうございます．
どの方法で行くか，先生と相談したいと思います．

@shinpei0208 
今後の変更可能性を考慮して，3で行こうと思うのですが，CPFL直下にforkしてしまって大丈夫でしょうか？
",manato
Update readme,2015-11-06T05:59:32Z,121,19,answered,"@syohex @manato
先生との議論の結果、3で行くことになりました。
また、submoduleの置く場所ですが、
元あった/ros/src/sensing/drivers/lidar/packages/velodyneパッケージを削除してその場所に置き、元あったvelodyneパッケージにあるlaunchファイルをsubmoduleのほうに移動させることでdependsディレクトリを使わずに済むようになると思います。
仕様が二転三転して大変申し訳ありません。
このような形でよろしいでしょうか。
",h-ohta
Update readme,2015-11-09T02:42:20Z,121,20,questioned,"それでうまくいくかをとりあえず試してみようかと思います.
",syohex
Update readme,2015-11-09T07:23:23Z,121,21,questioned,"https://github.com/CPFL/Autoware/pull/90#issuecomment-154310428 に対応するための PRを出しました. https://github.com/CPFL/Autoware/pull/114 ご確認ください. よろしくお願いします.

Velodyneパッケージは https://github.com/CPFL/velodyne に forkしました. 本家と同期を取るために masterブランチは手を付けずに Autowareブランチを利用するようにしています.
",syohex
Update readme,2015-11-10T10:15:20Z,121,22,answered,"@syohex 
対応有難うございます。
subtreeの仕様になれることが出来れば大変使いやすいものに感じました。
velodyneドライバを編集した後のpushには気をつけます。
ただ、subtreeであることを知らない方が修正し、間違ってpushしてしまうこともありえますので、周知するようにReadmeなどに記載をお願いできますでしょうか。
",h-ohta
Update readme,2015-11-10T11:07:49Z,121,23,questioned,"https://github.com/CPFL/Autoware/commit/ab8dfb617f646434f3dc8e74c4a332a43e8f85f3

追加しました.
",syohex
Update readme,2015-11-11T01:05:28Z,121,24,answered,"@syohex 
ありがとうございます。

@manato @shinpei0208 
以上でいかがでしょうか。
",h-ohta
Update readme,2015-11-11T09:21:25Z,121,25,answered,"@syohex , @h-ohta 
ご対応ありがとうございます。大丈夫だと思いますので、マージをお願い致します。
",manato
Update readme,2015-11-11T09:58:06Z,121,26,questioned,"マージしました.
",syohex
Update readme,2015-11-11T10:04:03Z,121,27,questioned,"I have integrated velodyne source code into this repository as `git subtree`. Original repository is here(https://github.com/CPFL/velodyne), this is forked version. Please be careful for changing velodyne code from this repository. That may break repository history. You must learn about `git subtree`, `git subtree push`, `git subtree split` etc.

Velodyneのソースコードを Autowareリポジトリに `git subtree`として取り込みました. オリジナルは https://github.com/CPFL/velodyne にあります(本家の fork版です). velodyneのコードを本リポジトリから修正する場合は注意が必要です. 他のソースコードと同じように `git push`をすると履歴がいろいろと壊れます. 変更する場合は, `git subtree push`, `git subtree split`を使う必要があります.
",syohex
Update readme,2015-11-17T09:01:35Z,121,28,answered,"@syohex 
subtreeを編集し、`git subtree push` を行おうとしたのですが、
403で弾かれてしまいます。
権限などはどうなっていますでしょうか？
",pdsljp
Update readme,2015-11-17T09:08:30Z,121,29,questioned,"`git subtree push`の際, どのようなコマンドを実行したか示していただけないでしょうか ?
",syohex
Update readme,2015-11-17T09:14:19Z,121,30,questioned,"無理なようでしたら, https://github.com/CPFL/velodyne を直接操作していただくというのでも良いですが.
",syohex
created .gitignore,2015-10-16T11:02:22Z,151,1,questioned,"申し訳ありませんが、適宜ignoreファイルを追加おねがいします
",pdsljp
created .gitignore,2015-10-16T11:06:44Z,151,2,answered,"ignoreファイルは以下に存在しています.

```
% git ls-files | grep .gitignore
ros/.gitignore
ros/src/computing/perception/detection/packages/road_wizard/.gitignore
ros/src/sensing/drivers/gnss/packages/javad_navsat_driver/.gitignore
ros/src/sensing/fusion/packages/calibration_camera_lidar/.gitignore
ros/src/sensing/fusion/packages/points2image/.gitignore
ros/src/util/packages/RobotSDK/glviewer/.gitignore
ros/src/util/packages/RobotSDK/rosinterface/.gitignore
ros/src/util/packages/runtime_manager/scripts/.gitignore
ui/tablet/AutowareRider/.gitignore
ui/watch/Voice/.gitignore
ui/watch/Voice/mobile/.gitignore
ui/watch/Voice/wear/.gitignore
ui/watch/mapdemo/.gitignore
ui/watch/mapdemo/app/.gitignore
ui/watch/mapdemo/mobile/.gitignore
vehicle/zmp/hv/.gitignore
vehicle/zmp/hv2/.gitignore
```
",syohex
