issues_title,issues_created_at,issues_thread_id,issues_comment_id,issues_comment_type,issues_comment_text,issues_comment_author,issues_time_to_close,issues_time_to_first_response,issues_no_of_comments,issues_commits,issues_checks,issues_files_changed,issues_lines_changed
Fix cmake error in orb_localizer,2016-12-08T07:13:29Z,194263550,265669817,questioned,@sujiwo Could you check this PR?,h-ohta,1637.0,20.0,1,1,0,2,55
Update gitignore,2016-12-06T21:16:45Z,193887173,,,,h-ohta,,,0,2,0,1,16
Fix interchanged links,2016-12-07T17:58:33Z,193382201,265521647,answered,"Thank you!
",yukkysaito,241843.0,241833.0,1,1,0,1,4
Defaults for unset CUDA_CAPABILITY_VERSION,2016-12-04T21:25:54Z,193376978,,,,tushar-dadlani,,,0,1,0,1,8
Add Calibration sample data to README.md.,2016-12-04T20:56:25Z,193375073,,,,kuriking,,,0,1,0,1,4
Add Calibration Toolkit video to README.md.,2016-12-04T11:11:33Z,193345163,,,,kuriking,,,0,1,0,1,3
Support docker,2016-11-29T14:08:32Z,192291094,,,,messi49,,,0,5,0,4,143
"Runtime Manager Computing tab, fix euclidean_cluster default data",2016-11-29T08:28:37Z,192217423,,,,kondoh2,,,0,1,0,1,4
Bug fix for ROS > indigo,2016-11-29T07:22:36Z,192206463,263495728,questioned,@kitsukawa please check current fix for ORB-SLAM whether it is compilable,sujiwo,171104.0,38.0,6,28,0,141,2186
Bug fix for ROS > indigo,2016-11-29T08:03:28Z,192206463,263502279,answered,"/home/kitsukawa/orb_slam/ros/src/computing/perception/localization/packages/orb_localizer/Thirdparty/DBoW2/DUtils/Random.cpp:11:27: fatal error: DUtils/Random.h: No such file or directory
 #include ""DUtils/Random.h""
                           ^
compilation terminated.
make[2]: *** [computing/perception/localization/packages/orb_localizer/Thirdparty/DBoW2/CMakeFiles/DBoW2.dir/DUtils/Random.cpp.o] Error 1
make[2]: *** Waiting for unfinished jobs....
",kitsukawa,171104.0,38.0,6,28,0,141,2186
Bug fix for ROS > indigo,2016-11-29T09:26:50Z,192206463,263519171,questioned,"At this time, please ensure that the branch `orb_slam' is up-to-date.",sujiwo,171104.0,38.0,6,28,0,141,2186
Bug fix for ROS > indigo,2016-11-30T06:14:54Z,192206463,263792489,answered,Same compile error occurs.,kitsukawa,171104.0,38.0,6,28,0,141,2186
Bug fix for ROS > indigo,2016-11-30T07:37:01Z,192206463,263803970,questioned,"I'm using these commands to perform merge, and no errors were encountered:

1) Clone fresh repository:
cd /tmp
git clone https://github.com/CPFL/Autoware.git
cd Autoware

2) Checkout branch orb_slam and back to master:
git checkout orb_slam
git checkout master

3) Merge:
git merge orb_slam

4) Compile:
cd ros
./catkin_make_release

Are these sequences correct? Please advise.",sujiwo,171104.0,38.0,6,28,0,141,2186
Bug fix for ROS > indigo,2016-11-30T14:14:57Z,192206463,263883316,answered,I followed the same commands but I met the same error. Are there any missing packages?,kitsukawa,171104.0,38.0,6,28,0,141,2186
Update AUTHORS,2016-11-26T03:57:35Z,191785247,,,,pdsljp,,,0,1,0,1,2
send transform in global coordinates,2016-11-25T20:00:08Z,191759685,,,,kitsukawa,,,0,1,0,5,552
Rewrite astar navi,2016-11-25T11:44:41Z,191684564,,,,TomohitoAndo,,,0,3,0,12,2243
add ndt_tku,2016-11-24T18:30:26Z,191576359,,,,kitsukawa,,,0,6,0,16,4516
"Removing ""UpTo"" points from all the point cloud topics",2016-11-24T06:58:47Z,191446362,,,,amc-nu,,,0,1,0,1,38
add checkbox value of lane_stop parameter to pdic,2016-11-24T03:59:37Z,191428851,,,,kondoh2,,,0,1,0,2,17
Added param to ignore points closer than a threshold,2016-11-24T02:41:34Z,191421529,,,,amc-nu,,,0,1,0,3,27
Update README.md,2016-11-22T11:48:12Z,190978617,,,,kuriking,,,0,1,0,1,2
Add a video for traffic light recognition,2016-11-22T08:01:36Z,190931029,,,,TomohitoAndo,,,0,1,0,1,3
Update README.md,2016-11-22T07:13:41Z,190924012,,,,amc-nu,,,0,1,0,1,10
Update README.md,2016-11-21T07:07:24Z,190635585,,,,pdsljp,,,0,1,0,1,4
README update RCNN SSD,2016-11-20T11:57:47Z,190554152,,,,amc-nu,,,0,2,0,1,7
Make AutowareRider Android Studio compatible,2016-11-29T02:06:42Z,190193101,263455334,answered,"I tried to build and validate.
I can build using Android Studio, but the following problems were found.

- B,N,D,R,AUTO CRUISE and NORMAL CRUISE buttons did not change when I clicked them.
- The indication of middle was bright first, but it became dark later.

If you know about that please let me know.",kuriking,2772143.0,960547.0,2,8,0,82,2268
Make AutowareRider Android Studio compatible,2016-12-20T01:19:58Z,190193101,268126575,answered,@mingrutar I'll close. Please remake pull request after confirm and fix.,h-ohta,2772143.0,960547.0,2,8,0,82,2268
Support MKZ,2016-11-17T02:03:42Z,189912578,,,,TomohitoAndo,,,0,1,0,2,13
Ignore close points,2016-11-16T03:56:21Z,189579024,,,,TomohitoAndo,,,0,1,0,1,4
Mod velocity set,2016-11-15T22:51:39Z,189530439,,,,TomohitoAndo,,,0,3,0,3,119
Create red and green lanes from waypoint_saver CSV,2016-11-15T18:26:21Z,189469179,,,,syouji,,,0,1,0,3,114
Node Name Change for cv tracker,2016-11-15T07:43:31Z,189321264,,,,amc-nu,,,0,1,0,6,36
Added SSD node to CV Tracker,2016-11-15T03:08:27Z,189288392,,,,amc-nu,,,0,1,0,8,642
Add WayArea detection service,2016-11-07T07:00:20Z,187638471,,,,syouji,,,0,1,0,3,110
Rename variables.,2016-11-04T13:36:29Z,187334848,,,,kitsukawa,,,0,1,0,9,196
delete data_filter,2016-11-04T10:50:09Z,187303377,,,,kitsukawa,,,0,1,0,15,1148
Rename package name.,2016-11-04T08:53:47Z,187281223,,,,kitsukawa,,,0,1,0,15,1148
Lidar segmentation,2016-11-04T07:45:11Z,187271367,,,,amc-nu,,,0,64,0,35,3498
Separate motion planning,2016-11-02T13:49:12Z,186805454,,,,TomohitoAndo,,,0,5,0,24,1317
Module graph,2016-11-02T01:21:50Z,186689938,,,,h-ohta,,,0,6,0,41,454
Add orb_localizer.,2016-11-01T08:43:19Z,186484310,,,,kitsukawa,,,0,1,0,302,69806
"Revert ""Updated to start inside Docker container""",2016-10-31T10:13:09Z,186247367,,,,messi49,,,0,1,0,1,6
Add get height,2016-10-30T05:23:00Z,186117824,,,,syouji,,,0,1,0,3,28
Lidar segmentation,2016-10-29T14:56:03Z,186082646,,,,amc-nu,,,0,16,0,1,23
Lidar segmentation,2016-10-29T12:00:27Z,186074932,,,,amc-nu,,,0,14,0,3,209
Added output_frame param,2016-10-29T07:21:13Z,186064597,,,,amc-nu,,,0,13,0,3,215
Lidar segmentation,2016-10-25T08:35:53Z,185052257,,,,amc-nu,,,0,11,0,8,234
Update the check.launch for the tablet_socket ,2016-10-25T06:03:30Z,185026304,,,,wgcv,,,0,1,0,1,4
Mod points2costmap,2016-10-24T09:49:37Z,184795357,,,,TomohitoAndo,,,0,2,0,3,18
Lidar segmentation,2016-10-21T08:29:38Z,184427907,,,,amc-nu,,,0,5,0,6,717
Fix to subscribe the new topic,2016-10-19T07:03:54Z,183881650,,,,TomohitoAndo,,,0,1,0,1,2
Lidar segmentation,2016-10-14T01:28:34Z,182942889,,,,amc-nu,,,0,3,0,3,165
Updated to start inside Docker container,2016-10-13T23:19:28Z,182899521,253667283,answered,"Great :)

2016/10/14 午前5:59 ""Matt"" notifications@github.com:

> The run script would error on:
> 
> /run: line 41: --geometry=50x10+0+0: command not found
> ./run: line 44: --geometry=50x10+500+0: command not found
> 
> ## When starting from a docker container.
> 
> You can view, comment on, or merge this pull request online at:
> 
>   https://github.com/CPFL/Autoware/pull/477
> Commit Summary
> - Updated to start inside Docker container
> 
> File Changes
> - _M_ ros/run https://github.com/CPFL/Autoware/pull/477/files#diff-0
>   (6)
> 
> Patch Links:
> - https://github.com/CPFL/Autoware/pull/477.patch
> - https://github.com/CPFL/Autoware/pull/477.diff
> 
> —
> You are receiving this because you are subscribed to this thread.
> Reply to this email directly, view it on GitHub
> https://github.com/CPFL/Autoware/pull/477, or mute the thread
> https://github.com/notifications/unsubscribe-auth/AAToCz22CNQkk1eNPvOybHiifrrzlhvsks5qzputgaJpZM4KWXMN
> .
",shinpei0208,1271026.0,8403.0,3,2,0,1,6
Updated to start inside Docker container,2016-10-25T23:51:15Z,182899521,256212047,answered,"@droter 
Please fix code and push again.
After that, I will merge this pull request.
",messi49,1271026.0,8403.0,3,2,0,1,6
Updated to start inside Docker container,2016-10-28T05:06:08Z,182899521,256837226,questioned,"Updated file.
",droter,1271026.0,8403.0,3,2,0,1,6
Added,2016-10-11T04:57:52Z,182174089,,,,amc-nu,,,0,1,0,3,64
Add tf_local.launch,2016-10-11T04:18:21Z,182169803,,,,kitsukawa,,,0,1,0,1,6
Lidar clustering ,2016-10-10T07:52:38Z,181954288,,,,amc-nu,,,0,26,0,5,644
Improve visualization of circular arc,2016-10-09T07:51:31Z,181872607,,,,h-ohta,,,0,1,0,1,6
Mod waypoint follower,2016-10-08T21:07:52Z,181848839,,,,h-ohta,,,0,6,0,6,78
"Runtime Manager Simulation tab, add rosbag info thread",2016-10-06T11:17:45Z,181388136,,,,kondoh2,,,0,1,0,1,7
Develop planner,2016-10-05T13:33:50Z,181155345,,,,h-ohta,,,0,7,0,13,1836
Output filtered PCD in Binary.,2016-10-02T11:29:32Z,180507889,,,,kitsukawa,,,0,1,0,1,2
Remove unnecessary error checks,2016-09-29T13:04:26Z,180043552,,,,syouji,,,0,1,0,3,70
Fix vector map library,2016-09-29T10:12:43Z,180007849,,,,syouji,,,0,2,0,2,266
Update Quick Start documents,2016-09-27T22:57:44Z,179637229,,,,kuriking,,,0,1,0,2,0
Update Zmp Patches,2016-09-26T15:26:36Z,179260276,,,,kuriking,,,0,1,0,6,349
Publish marker when the traffic light detection is unknown,2016-09-26T09:15:56Z,179176890,,,,TomohitoAndo,,,0,1,0,1,8
Fix autoware path,2016-09-24T06:16:43Z,179014271,,,,kuriking,,,0,1,0,1,0
Add function to get current data,2016-09-23T07:00:49Z,178800061,,,,syouji,,,0,1,0,1,61
Add services of road data,2016-09-23T03:22:33Z,178775428,,,,syouji,,,0,1,0,6,121
Fix namespace of vector_map_server services,2016-09-21T12:55:17Z,178338598,,,,syouji,,,0,1,0,2,56
Add vector map library,2016-09-19T06:17:48Z,177710808,,,,syouji,,,0,17,0,163,12270
"Runtime Manager Map tab, update to more simple implements",2016-09-15T09:45:59Z,177133242,,,,kondoh2,,,0,1,0,7,217
"Runtime Manager Computing tab, add use_crosswalk_detection to velocit…",2016-09-14T09:46:13Z,176862469,,,,kondoh2,,,0,1,0,1,10
add map_tools/pcd_arealist,2016-09-14T08:57:04Z,176851739,,,,kondoh2,,,0,1,0,2,181
Add Memsic IMU driver.,2016-09-14T08:46:12Z,176849435,,,,kitsukawa,,,0,1,0,4,509
Select crosswalk detection,2016-09-14T08:11:00Z,176842334,,,,TomohitoAndo,,,0,2,0,2,11
Mod velocity set,2016-09-14T07:28:41Z,176834794,,,,TomohitoAndo,,,0,2,0,3,84
Publish the detection result when it is different from the previous one,2016-09-14T02:37:40Z,176799871,,,,TomohitoAndo,,,0,1,0,1,2
Support new nmea format,2016-09-12T09:57:39Z,176337131,,,,TomohitoAndo,,,0,1,0,1,20
Switch output from screen to log,2016-09-12T05:39:23Z,176298299,,,,kitsukawa,,,0,1,0,4,8
Fix obj_reproj as it subscribed out of date topic (current_pose),2016-09-10T09:27:45Z,176170791,,,,manato,,,0,1,0,1,126
Fix to KF caused from synchro changes,2016-09-01T04:58:24Z,174434772,243976214,questioned,"Fixes  Bug autowarefoundation/autoware_ai#863 pointed out by @layssi
",amc-nu,1375.0,1358.0,1,1,0,1,31
"Runtime Manager, changed wx.Color to wx.Colour for wxPython3",2016-08-30T08:26:04Z,173958480,,,,kondoh2,,,0,1,0,1,8
Add Quick Start Manual(EN),2016-08-29T12:08:08Z,173759626,,,,kuriking,,,0,1,0,1,0
New Visual Localization based on ORB-SLAM,2016-08-29T07:59:23Z,173717598,,,,sujiwo,,,0,7,0,151,30347
Update Quick Start Manual(JP),2016-08-25T23:18:30Z,173334067,,,,kuriking,,,0,1,0,1,0
Fix ndt_mapping,2016-08-25T13:07:19Z,173198047,,,,kitsukawa,,,0,1,0,5,27
"Runtime Manager, fix rosbag record stop",2016-08-23T03:16:18Z,172603337,,,,kondoh2,,,0,1,0,1,2
Add Single thread sync node,2016-08-10T14:47:41Z,170435949,,,,yukkysaito,,,0,1,0,2,284
Update launch kill to simple,2016-08-09T06:09:40Z,170089375,,,,kondoh2,,,0,10,0,1,334
Delete no need nodes dic,2016-08-08T04:19:56Z,169840704,,,,kondoh2,,,0,4,0,1,82
Modify region_tlr so that it publishes superimpose image as topic,2016-08-06T10:02:05Z,169739744,,,,manato,,,0,1,0,1,35
"Runtime Manager, fix old gui theme at RViz remote",2016-08-05T08:53:44Z,169559942,,,,kondoh2,,,0,1,0,1,1
"Runtime Manager, add kill_children flag to RViz cmd for remote termin…",2016-08-05T08:47:42Z,169558745,,,,kondoh2,,,0,1,0,1,2
Updated fast_pcl,2016-08-04T15:08:05Z,169398058,,,,yukkysaito,,,0,1,0,1,6
Create vehicle_info directory,2016-08-03T17:12:02Z,169184177,,,,h-ohta,,,0,1,0,1,3
"Runtime Manager Setup tab, add Vehicle Info",2016-08-03T06:06:34Z,169055292,,,,kondoh2,,,0,1,0,6,64
Add model data for simulation,2016-08-03T04:21:47Z,169044680,,,,h-ohta,,,0,2,0,2,16
Set precision of log file of ndt_matching,2016-08-03T01:41:40Z,169028254,,,,kitsukawa,,,0,1,0,1,7
Visualize current_velocity by Plotter2D,2016-08-03T00:54:15Z,169023069,,,,h-ohta,,,0,1,0,2,128
Change message type for current velocity,2016-08-02T23:35:13Z,169013712,,,,h-ohta,,,0,5,0,6,126
"Runtime Manager, terminate_children() changed to as option",2016-08-02T02:58:31Z,168788791,,,,kondoh2,,,0,1,0,4,27
Ignore 0 ranges,2016-07-28T06:46:43Z,168024954,,,,TomohitoAndo,,,0,1,0,1,4
Feature/integrate viewer,2016-07-27T15:22:00Z,167865841,235620327,answered,"Sweet!

2016-07-27 23:20 GMT+09:00 Manato Hirabayashi notifications@github.com:

> These are the RViz plugin to display
> - detection result (object detection, ranging, tracking and points
>   image)
> - traffic light recognition and alternatives to existing viewers in
>   Autoware.
> 
> ---
> 
> You can view, comment on, or merge this pull request online at:
> 
>   https://github.com/CPFL/Autoware/pull/402
> Commit Summary
> - Add RViz plugin to display traffic light recognition result
> - Add RViz integrated viewer plugin to display detection result
> 
> File Changes
> - _A_
>   ros/src/computing/perception/detection/packages/integrated_viewer/CMakeLists.txt
>   https://github.com/CPFL/Autoware/pull/402/files#diff-0 (104)
> - _A_
>   ros/src/computing/perception/detection/packages/integrated_viewer/lib/convert_image.h
>   https://github.com/CPFL/Autoware/pull/402/files#diff-1 (46)
> - _A_
>   ros/src/computing/perception/detection/packages/integrated_viewer/node/image_viewer_plugin/autoware_logo.png
>   https://github.com/CPFL/Autoware/pull/402/files#diff-2 (1)
> - _A_
>   ros/src/computing/perception/detection/packages/integrated_viewer/node/image_viewer_plugin/draw_points.cpp
>   https://github.com/CPFL/Autoware/pull/402/files#diff-3 (67)
> - _A_
>   ros/src/computing/perception/detection/packages/integrated_viewer/node/image_viewer_plugin/draw_points.h
>   https://github.com/CPFL/Autoware/pull/402/files#diff-4 (21)
> - _A_
>   ros/src/computing/perception/detection/packages/integrated_viewer/node/image_viewer_plugin/draw_rects.cpp
>   https://github.com/CPFL/Autoware/pull/402/files#diff-5 (150)
> - _A_
>   ros/src/computing/perception/detection/packages/integrated_viewer/node/image_viewer_plugin/draw_rects.h
>   https://github.com/CPFL/Autoware/pull/402/files#diff-6 (28)
> - _A_
>   ros/src/computing/perception/detection/packages/integrated_viewer/node/image_viewer_plugin/image_viewer_form.ui
>   https://github.com/CPFL/Autoware/pull/402/files#diff-7 (142)
> - _A_
>   ros/src/computing/perception/detection/packages/integrated_viewer/node/image_viewer_plugin/image_viewer_plugin.cpp
>   https://github.com/CPFL/Autoware/pull/402/files#diff-8 (265)
> - _A_
>   ros/src/computing/perception/detection/packages/integrated_viewer/node/image_viewer_plugin/image_viewer_plugin.h
>   https://github.com/CPFL/Autoware/pull/402/files#diff-9 (108)
> - _A_
>   ros/src/computing/perception/detection/packages/integrated_viewer/node/traffic_light_plugin/form.ui
>   https://github.com/CPFL/Autoware/pull/402/files#diff-10 (106)
> - _A_
>   ros/src/computing/perception/detection/packages/integrated_viewer/node/traffic_light_plugin/traffic_light_plugin.cpp
>   https://github.com/CPFL/Autoware/pull/402/files#diff-11 (119)
> - _A_
>   ros/src/computing/perception/detection/packages/integrated_viewer/node/traffic_light_plugin/traffic_light_plugin.h
>   https://github.com/CPFL/Autoware/pull/402/files#diff-12 (68)
> - _A_
>   ros/src/computing/perception/detection/packages/integrated_viewer/package.xml
>   https://github.com/CPFL/Autoware/pull/402/files#diff-13 (30)
> - _A_
>   ros/src/computing/perception/detection/packages/integrated_viewer/rviz_plugin_description.xml
>   https://github.com/CPFL/Autoware/pull/402/files#diff-14 (19)
> 
> Patch Links:
> - https://github.com/CPFL/Autoware/pull/402.patch
> - https://github.com/CPFL/Autoware/pull/402.diff
> 
> —
> You are receiving this because you are subscribed to this thread.
> Reply to this email directly, view it on GitHub
> https://github.com/CPFL/Autoware/pull/402, or mute the thread
> https://github.com/notifications/unsubscribe-auth/AAToC2vEuDFwOKNLe5pTS3K-TWqaxoTxks5qZ2kSgaJpZM4JWPWS
> .
",shinpei0208,832303.0,3718.0,2,4,0,16,1325
Feature/integrate viewer,2016-08-06T05:35:23Z,167865841,238007182,questioned,"I have merged feature/integrated_viewer branch to the master.
Please let me know if you have any trouble by this merge.

@amc-nu , @h-ohta 
Thank you very much for your cooperation!

New RViz plugin is available by:
RViz menu -> ""Panels"" -> ""Add New Panel"" -> select ""ImageViewerPlugin"" or ""TrafficLightPlugin"" in ""integrated_viewer"" section.
",manato,832303.0,3718.0,2,4,0,16,1325
Kill sigint,2016-07-22T05:43:31Z,166974143,,,,kondoh2,,,0,8,0,8,38
Mod waypoint saver,2016-07-11T09:49:04Z,164798852,231689809,questioned,"I verified this node working.
I'll merge.
",h-ohta,75.0,70.0,1,2,0,3,159
Accelerated obj detection,2016-07-08T10:05:35Z,164499125,,,,yukkysaito,,,0,3,0,2,59
Template synchronization library,2016-07-08T08:07:02Z,164479393,,,,yukkysaito,,,0,6,0,11,525
Hotfix segmentation fault in range_fusion,2016-07-07T18:24:57Z,164375745,,,,yukkysaito,,,0,1,0,1,2
Time monitor,2016-07-07T16:17:19Z,164350013,,,,yukkysaito,,,0,2,0,2,90
Hotfix in range_fusion,2016-07-07T14:15:18Z,164319424,,,,yukkysaito,,,0,1,0,1,8
Add Quick Start manual,2016-07-05T20:02:11Z,163933555,,,,kuriking,,,0,1,0,1,0
ORB SLAM Fix with History,2016-07-05T08:16:44Z,163795013,,,,amc-nu,,,0,1,0,174,39976
Add exe_time in PointsFilterInfo.msg.,2016-07-04T08:50:35Z,163630740,,,,kitsukawa,,,0,1,0,7,173
Fix ladybug driver,2016-07-04T07:05:51Z,163615269,,,,kuriking,,,0,1,0,1,2
Add missing dependencies.,2016-07-04T07:02:37Z,163614884,,,,kitsukawa,,,0,1,0,1,2
Update documents,2016-07-04T07:00:50Z,163614659,,,,kuriking,,,0,1,0,4,0
Planner x,2016-07-29T05:30:49Z,163604536,236097979,answered,"@hatem-darweesh I confirmed your branch compiles correctly. But, can you tell us how to test its functions?
",amc-nu,14438207.0,2160619.0,5,73,0,475,78091
Planner x,2016-08-02T23:52:51Z,163604536,237086531,answered,"@hatem-darweesh Would you show us how to test PlannerX in Autoware?
",h-ohta,14438207.0,2160619.0,5,73,0,475,78091
Planner x,2016-08-03T00:13:29Z,163604536,237090403,answered,"@hatem-darweesh

We should also change the name of this package and its nodes. planner_x
does not mean anything. It should be more scientific, providing the correct
information on what algorithms and functions are supported.

2016/08/03 午前8:52 ""Hiroki Ohta"" notifications@github.com:

> @hatem-darweesh https://github.com/hatem-darweesh Would you show us how
> to test PlannerX in Autoware?
> 
> —
> You are receiving this because you are subscribed to this thread.
> Reply to this email directly, view it on GitHub
> https://github.com/CPFL/Autoware/pull/379#issuecomment-237086531, or mute
> the thread
> https://github.com/notifications/unsubscribe-auth/AAToCzjkNpGupeBJ7vKjEPFvNXNRA8nAks5qb9hUgaJpZM4JEDno
> .
",shinpei0208,14438207.0,2160619.0,5,73,0,475,78091
Planner x,2016-08-03T01:01:04Z,163604536,237099957,questioned,"I am working on that,  just fixing a major bug I found yesterday,

About the name,  the current  implementation is : multy stage deterministic
rule based planner.  And it will include mdp and pomdp In the future.  That
is why I couldn't find a suitable name.

On Aug 3, 2016 9:13 AM, ""Shinpei Kato"" notifications@github.com wrote:

> @hatem-darweesh
> 
> We should also change the name of this package and its nodes. planner_x
> does not mean anything. It should be more scientific, providing the correct
> information on what algorithms and functions are supported.
> 
> 2016/08/03 午前8:52 ""Hiroki Ohta"" notifications@github.com:
> 
> > @hatem-darweesh https://github.com/hatem-darweesh Would you show us
> > how
> > to test PlannerX in Autoware?
> > 
> > —
> > You are receiving this because you are subscribed to this thread.
> > Reply to this email directly, view it on GitHub
> > https://github.com/CPFL/Autoware/pull/379#issuecomment-237086531, or
> > mute
> > the thread
> > <
> > https://github.com/notifications/unsubscribe-auth/AAToCzjkNpGupeBJ7vKjEPFvNXNRA8nAks5qb9hUgaJpZM4JEDno
> > 
> > .
> 
> —
> You are receiving this because you were mentioned.
> Reply to this email directly, view it on GitHub
> https://github.com/CPFL/Autoware/pull/379#issuecomment-237090403, or mute
> the thread
> https://github.com/notifications/unsubscribe-auth/ATP3Ebzz3i-vkUIToTiartF9NTP9Wt8qks5qb90tgaJpZM4JEDno
> .
",hatem-darweesh,14438207.0,2160619.0,5,73,0,475,78091
Planner x,2016-08-05T10:11:11Z,163604536,237814344,answered,"It can just represent the main concept. What about dp_planner?

2016/08/03 午前10:01 ""hatem-darweesh"" notifications@github.com:

> I am working on that, just fixing a major bug I found yesterday,
> 
> About the name, the current implementation is : multy stage deterministic
> rule based planner. And it will include mdp and pomdp In the future. That
> is why I couldn't find a suitable name.
> 
> On Aug 3, 2016 9:13 AM, ""Shinpei Kato"" notifications@github.com wrote:
> 
> > @hatem-darweesh
> > 
> > We should also change the name of this package and its nodes. planner_x
> > does not mean anything. It should be more scientific, providing the
> > correct
> > information on what algorithms and functions are supported.
> > 
> > 2016/08/03 午前8:52 ""Hiroki Ohta"" notifications@github.com:
> > 
> > > @hatem-darweesh https://github.com/hatem-darweesh Would you show us
> > > how
> > > to test PlannerX in Autoware?
> > > 
> > > —
> > > You are receiving this because you are subscribed to this thread.
> > > Reply to this email directly, view it on GitHub
> > > https://github.com/CPFL/Autoware/pull/379#issuecomment-237086531, or
> > > mute
> > > the thread
> > > <
> > > https://github.com/notifications/unsubscribe-auth/
> > > AAToCzjkNpGupeBJ7vKjEPFvNXNRA8nAks5qb9hUgaJpZM4JEDno
> > > 
> > > .
> > 
> > —
> > You are receiving this because you were mentioned.
> > Reply to this email directly, view it on GitHub
> > https://github.com/CPFL/Autoware/pull/379#issuecomment-237090403, or
> > mute
> > the thread
> > <https://github.com/notifications/unsubscribe-auth/ATP3Ebzz3i-
> > vkUIToTiartF9NTP9Wt8qks5qb90tgaJpZM4JEDno>
> > .
> 
> —
> You are receiving this because you commented.
> Reply to this email directly, view it on GitHub
> https://github.com/CPFL/Autoware/pull/379#issuecomment-237099957, or mute
> the thread
> https://github.com/notifications/unsubscribe-auth/AAToC559A8ambM0YCLzuWVg-QPqZs5Suks5qb-hQgaJpZM4JEDno
> .
",shinpei0208,14438207.0,2160619.0,5,73,0,475,78091
"Runtime Manager, fix getting proc info in ParamPanel class",2016-07-04T04:00:20Z,163599256,,,,kondoh2,,,0,1,0,1,2
Fix cost calculation for unknown costs,2016-07-02T09:06:38Z,163509766,,,,TomohitoAndo,,,0,1,0,1,9
Modified correct timestamp,2016-07-01T13:24:16Z,163394951,,,,yukkysaito,,,0,1,0,4,5
"Runtime Manager, update some utility functions",2016-07-01T08:29:57Z,163345111,,,,kondoh2,,,0,1,0,1,56
