title,user_id,created_at,comments
Fix lane planner,h-ohta,2015-12-18T10:43:18Z,[]
Mod tlr,manato,2015-12-18T08:09:42Z,"[{'user_id': 'manato', 'created_at': '2015-12-18T08:10:28Z', 'comment_text': 'Please notify me if problems happen by this PR\n'}]"
Make the run command more agnostic to different terminals,ghost,2015-12-17T14:38:21Z,"[{'user_id': 'syohex', 'created_at': '2015-12-23T07:12:49Z', 'comment_text': 'Thanks for PR. I have merged your commit at #180.\n'}]"
Some suggested hardware requirements,ghost,2015-12-17T11:46:28Z,"[{'user_id': 'syohex', 'created_at': '2015-12-23T07:12:25Z', 'comment_text': 'Thanks for PR. I have merged your commit at #180.\n'}]"
More complete demo install instructions,ghost,2015-12-17T11:36:52Z,"[{'user_id': 'syohex', 'created_at': '2015-12-24T10:32:43Z', 'comment_text': 'Thanks for suggestion. I have merged your change partially.\n'}]"
Fix wf simulator,h-ohta,2015-12-17T10:03:45Z,[]
Fix visualization for simulation mode,TomohitoAndo,2015-12-17T10:03:33Z,[]
Develop multi lane,h-ohta,2015-12-17T08:08:01Z,[]
Communicate by key value data format,syouji,2015-12-17T07:51:59Z,[]
Synchronize button view with vehicle information,syouji,2015-12-17T07:35:24Z,[]
Define meter color,syouji,2015-12-17T07:04:35Z,[]
Develop velocity set,TomohitoAndo,2015-12-17T06:03:31Z,[]
Accelerate euclidean cluster,h-ohta,2015-12-11T04:06:12Z,[]
"Runtime Manager, add Autoware logo, update Icon",kondoh2,2015-12-10T09:56:27Z,[]
Fix get closest waypoint,h-ohta,2015-12-09T10:06:36Z,[]
ndt_matching supports setup tab.,kitsukawa,2015-12-08T15:45:27Z,[]
Velocity set dev,TomohitoAndo,2015-12-08T06:33:29Z,[]
"Runtime Manager Setup tab, fix about Vehicle Model path",kondoh2,2015-12-08T05:27:03Z,[]
"Runtime Manager Setup tab, fix PCD Binarizer path",kondoh2,2015-12-08T01:51:56Z,"[{'user_id': 'kondoh2', 'created_at': '2015-12-08T05:13:08Z', 'comment_text': 'コミットメッセージが間違っていました。\n本対応は Setupタブ Vehicle Model path についての修正で、\nMapタブ PCD Binarizer の設定とは関係ありません。\n'}]"
"Runtime Manager Setup tab, add Setup tab",kondoh2,2015-12-07T03:58:53Z,[]
Ndt matching mod tf tree,kitsukawa,2015-12-04T10:26:21Z,[]
"Runtime Manger Computing tab, add sched policy GUI",kondoh2,2015-12-04T09:27:20Z,"[{'user_id': 'syohex', 'created_at': '2015-12-04T09:29:48Z', 'comment_text': '**NOTE: rootで Runtime Managerを起動しないと機能しません**\n\n@kondoh2 対応有難うございました.\n'}]"
Stop publishing messages of lane namespace,syouji,2015-12-04T05:12:06Z,[]
"Put vehicle model(default.dae, prius.dae) under ros/src/.config/model",kitsukawa,2015-12-03T15:33:49Z,[]
"Runtime Manager, update get_top() call to built-in next() call",kondoh2,2015-12-03T09:25:54Z,[]
Bug fix for the probrem about range of circle,h-ohta,2015-12-02T10:55:14Z,[]
Fix invalid pointer access issue,TomohitoAndo,2015-12-02T09:53:06Z,[]
"Runtime Manager Computing tab, update sys app link design",kondoh2,2015-12-02T07:04:51Z,[]
"Runtime Manager Map tab, add pcd tools",kondoh2,2015-12-02T06:42:58Z,[]
Move initialization of points_nr,syouji,2015-11-30T16:28:58Z,[]
Add map_tools.,kitsukawa,2015-11-27T14:19:52Z,[]
Replace Prius Model.,kitsukawa,2015-11-26T12:48:25Z,[]
Some Fix for libwaypointfollower,h-ohta,2015-11-25T12:31:37Z,[]
Filter lateral acceleration ,h-ohta,2015-11-19T13:15:32Z,[]
Add yaw data in lane waypoints,h-ohta,2015-11-19T12:55:04Z,"[{'user_id': 'h-ohta', 'created_at': '2015-11-19T12:57:55Z', 'comment_text': '@syouji \nwaypoint_saverとwaypoint_loaderについて、yawデータを含む形式のcsvファイルを扱えるように修正しました。\nlane_navi、waypoint_clickerの変更と合わせてご確認頂き、問題が無いようであればマージをお願いできますでしょうか。\n'}, {'user_id': 'h-ohta', 'created_at': '2015-12-17T10:31:42Z', 'comment_text': '@syouji \nコンフリクトと種々の調整を行いました。\nそちらの変更と合わせてご確認頂き、問題なければマージおねがいします。\n'}, {'user_id': 'syouji', 'created_at': '2015-12-17T11:05:24Z', 'comment_text': '@h-ohta\n\n> コンフリクトと種々の調整を行いました。\n> そちらの変更と合わせてご確認頂き、問題なければマージおねがいします。\n\nコンフリクトの解決ありがとうございます。\n問題ないと思います。\n\nlane_navi、waypoint_clicker の yaw角対応を追加いたしました。\n- lane_navi の変更点\n  - Androidタブレットから受信した経路データから yaw角を計算し、その値を CSVファイルへ保存\n  - yaw角から orientation を計算し、LaneArrayメッセージへ格納\n- waypoint_clicker\n  - クリックした点と対応するベクタ地図のウェイポイントからyaw角を計算し、ファイルへ保存\n'}]"
Mod vscan,manato,2015-11-19T08:26:19Z,"[{'user_id': 'manato', 'created_at': '2015-11-19T08:29:10Z', 'comment_text': 'Please notify my if you have issue about this PR\n'}]"
Fix package name which has velodyne launch files,h-ohta,2015-11-19T06:17:44Z,[]
Klt improvements,amc-nu,2015-11-19T02:55:25Z,"[{'user_id': 'amc-nu', 'created_at': '2015-11-19T03:02:00Z', 'comment_text': ""Could you check it Yosh-san? @syohex \nIf it's ok, could you please merge it into master?\nThanks\n""}]"
Update velodyne subtree,syohex,2015-11-18T02:55:44Z,"[{'user_id': 'syohex', 'created_at': '2015-11-19T05:42:58Z', 'comment_text': 'Please report me if you have issue about this PR.\n'}]"
"Runtime Manager Map tab, fix pcd load OK msg at filed",kondoh2,2015-11-17T10:09:46Z,[]
Always check return value from CUDA API,syohex,2015-11-16T10:53:03Z,[]
Don't use older option name,syohex,2015-11-16T07:18:46Z,[]
Correct kenyn fix,syohex,2015-11-16T07:11:00Z,[]
Need one more convStream element,KenYN,2015-11-16T05:47:28Z,"[{'user_id': 'syohex', 'created_at': '2015-11-16T05:55:03Z', 'comment_text': 'Looks good.\n'}, {'user_id': 'syohex', 'created_at': '2015-11-16T06:01:57Z', 'comment_text': 'BTW There are many magic number in GPU code. They are hard to read and understand and may causes bug like this issue.\n'}]"
[WIP] CUDA api error check and correct invalid API calling,syohex,2015-11-13T05:08:57Z,"[{'user_id': 'syohex', 'created_at': '2015-11-13T08:06:35Z', 'comment_text': 'There are some memory leaks. Log of `cuda-memcheck` is here.\n\nhttps://gist.github.com/syohex/ec06cc13aab79366c8ed\n'}]"
"Runtime Manager, fix bottom area height",kondoh2,2015-11-13T04:36:54Z,[]
Update how to get Autoware,syohex,2015-11-13T01:42:50Z,[]
bug fix,h-ohta,2015-11-12T11:37:42Z,[]
Develop motion planner,h-ohta,2015-11-12T11:27:18Z,[]
"Runtime Manager Computing tab, fix remain link at item hide",kondoh2,2015-11-12T09:51:12Z,[]
"Runtime Manager Computing tab, fix cmd_param drop",kondoh2,2015-11-12T08:50:14Z,[]
Develop velocity set,TomohitoAndo,2015-11-12T08:47:07Z,[]
Add periodic transmission,syouji,2015-11-11T07:52:06Z,[]
Improve tablet_receiver,syouji,2015-11-11T05:02:44Z,[]
Add current pose to temporal waypoints,TomohitoAndo,2015-11-10T10:36:39Z,[]
made more stable,h-ohta,2015-11-10T09:52:53Z,[]
Fix waypoint follower,h-ohta,2015-11-10T08:19:39Z,[]
KLT based Multi Tracking,amc-nu,2015-11-10T05:50:44Z,"[{'user_id': 'amc-nu', 'created_at': '2015-11-11T01:31:56Z', 'comment_text': 'Yes, please. Thanks!\n'}, {'user_id': 'syohex', 'created_at': '2015-11-11T02:13:33Z', 'comment_text': 'Done rebase and squash.\n'}, {'user_id': 'amc-nu', 'created_at': '2015-11-11T02:24:28Z', 'comment_text': 'どうもありがとうございます\n'}, {'user_id': 'syohex', 'created_at': '2015-11-11T03:00:47Z', 'comment_text': 'I have confirmed build is successful on both ROS indigo and ROS jade. Please merge if you have no problems.\n'}, {'user_id': 'amc-nu', 'created_at': '2015-11-11T03:35:28Z', 'comment_text': 'Thank you Yosh\n'}]"
Show message box when calibration_path is none.,kuriking,2015-11-10T03:07:37Z,[]
Integrate velodyne,syohex,2015-11-09T07:21:50Z,[]
Fix off-by-one error,KenYN,2015-11-06T08:23:35Z,"[{'user_id': 'syohex', 'created_at': '2015-11-06T08:27:55Z', 'comment_text': 'Thanks for PR.\n\n@manato Could you review this patch.\n'}, {'user_id': 'shinpei0208', 'created_at': '2016-01-14T04:53:09Z', 'comment_text': '@manato Could you review this patch?\n'}, {'user_id': 'manato', 'created_at': '2016-01-14T09:10:11Z', 'comment_text': ""I'm sorry for my late reply. I overlooked that I assigned this conversation.\nI reviewed this PR briefly and I feel there seems to be no problem.\nThank you very much for pointing out this error! > @KenYN \n""}]"
Remove extra level of indirection from cuMemFreeHost,KenYN,2015-11-06T08:11:54Z,"[{'user_id': 'syohex', 'created_at': '2015-11-06T08:24:47Z', 'comment_text': 'Thanks for PR :+1: \n\n> (BTW, use of CUDA_CHECK would have detected this issue earlier.)\n\nCould you add return value check(`CUDA_CHECK`) to each `cuMemFreeHost` for avoiding regression ?\n\n@manato Could you review this patch ?\n'}, {'user_id': 'KenYN', 'created_at': '2015-11-06T08:32:13Z', 'comment_text': 'OK, done! Today is ノー残業デー so I must fly...\n'}, {'user_id': 'manato', 'created_at': '2015-11-06T09:12:09Z', 'comment_text': '@KenYN , @syohex ,\n\nThank you very much for pointing out.\nExcept typo @syohex found, I think this PR has no problem.\n'}, {'user_id': 'syohex', 'created_at': '2015-11-16T07:12:18Z', 'comment_text': '@KenYN I have merged your changes at #131. And fix your small mistakes. Thanks for PR.\n'}]"
Show waypoint guide,syouji,2015-11-04T10:14:05Z,[]
Develop planner,h-ohta,2015-11-02T08:34:41Z,[]
Update ndt matching config,kondoh2,2015-11-02T07:55:57Z,[]
Refactoring CMakeLists.txt,syohex,2015-10-30T10:54:23Z,[]
Improve cmake CUDA configuration,syohex,2015-10-30T09:48:53Z,[]
Fix include path and linked library setting issue on Ubuntu 15.04,syohex,2015-10-30T09:00:54Z,[]
Cpu prio,kondoh2,2015-10-30T03:51:06Z,[]
Add number of zeros behind parameter,syouji,2015-10-29T07:18:54Z,[]
Remove needless dependencies,syohex,2015-10-29T05:01:29Z,[]
Modified scan2image & calibration_test for calibration_publisher node,yukkysaito,2015-10-28T15:51:07Z,"[{'user_id': 'yukkysaito', 'created_at': '2015-10-29T10:52:58Z', 'comment_text': '本コードは、私がフルスクラッチしたものですが、ROSのチュートリアルのファイル（https://raw.githubusercontent.com/ros/ros_tutorials/hydro-devel/roscpp_tutorials/listener/listener.cpp ）を複製してファイルを生成してコードを記述していったためライセンスが残っておりました。\nこのような場合、どのようにしたほうがよろしいでしょうか？実際ベースにした範囲はmain関数の定義ぐらいです。\n'}, {'user_id': 'syohex', 'created_at': '2015-10-29T13:04:27Z', 'comment_text': '@yukkysaito それであれば書き換えても問題ないと思うのですが, できましたらその旨をコミットログに書いていただけないでしょうか. 今後からで良いので.\n\n#### 例\n\n```\nCorrect copyright license\n\nBecause all of this code is written by me.\n```\n\n全員(弊社含む)に言えるのかもしれないですが, コミットログはより具体的に書いていただけるとよいと思います(コードを変更したとかは見ればわかるので, 特に書く必要はない). バグを直した場合は, こういう場合にバグが発生したので直したとか具体的に書いてあると後からログを見た時にどういう修正をしたかが理解しやすくなります.\n\n例えば  96c3b77ea3bfb83b5bdeb16882b104ffedde22f3 の場合,  `fixed bug of init`とありますが, これだけでは意味を把握することが難しいです.  私自身理解できていないので間違っているかもしれないですが, zero clearしていないので○○な問題が発生していたとか, 最後に `max_y`, `min_y`を `NO_DATA`にリセットしていなかったため xxな問題が起きていた等も記述していただけるとよいかと思います. (後から見た時に同じ問題に気をつけないともなります).\n\ngithubを利用しているので issueを立てそこに具体的な問題を書き, `Fix issue #xx`のように書くのでもよいかと思います. (この場合でも具体的にコミットログを書くに越したことはないですが)\n'}, {'user_id': 'yukkysaito', 'created_at': '2015-10-30T06:24:17Z', 'comment_text': '承知いたしました。アドバイスありがとうございます。\n\ni, count のstaticに関して 407a7a8 にて修正いたしました。\n'}, {'user_id': 'syohex', 'created_at': '2015-10-30T07:07:26Z', 'comment_text': '@manato 全体の確認をお願いします. (私では意味的なレベルで把握できないため)\n'}, {'user_id': 'yukkysaito', 'created_at': '2015-11-12T09:58:30Z', 'comment_text': '@syohex アドバイスありがとうございます。\nアドバイスを参考にfill_nへ変更いたしました。 \nよければマージをお願いいたします\n'}]"
"Runtime Manger, chaged icon, RTM to RUN",kondoh2,2015-10-28T02:12:47Z,[]
Update driving_planner and computing.yaml,travelbureau,2015-10-24T20:15:02Z,"[{'user_id': 'travelbureau', 'created_at': '2015-10-24T20:21:09Z', 'comment_text': ""So there is an issue here... we would need the dbw_mkz_msgs, however, on that particular vehicle they live outside of autoware, so adding them again in the autoware repo may be redundant? I have them to include, but I'm not sure how to proceed?\n""}, {'user_id': 'syohex', 'created_at': '2015-10-25T00:31:09Z', 'comment_text': 'Why did you change file permissions from `0644` to `0755` ? It is not necessary.\n'}, {'user_id': 'h-ohta', 'created_at': '2015-11-10T09:49:36Z', 'comment_text': ""@travelbureau \nI'm sorry for late reply.\nI overhauled lattice_trajectory_gen and it worked on moriyama in my environment.\nWould you confim whether it works or not in simulation?\n\nYet I could not have decided what I should do about dbw_mkz_msgs.\nSo , I commented out some code related to mkz temporarily.\nPlease wait a little more.\n""}, {'user_id': 'h-ohta', 'created_at': '2015-11-10T09:58:15Z', 'comment_text': '@syohex \n\n> Why did you change file permissions from 0644 to 0755 ? It is not necessary.\n\nI fixed file permissions.\n'}, {'user_id': 'travelbureau', 'created_at': '2015-11-12T12:27:46Z', 'comment_text': 'I will have a quick look at the changes, sorry I only just saw this...\n'}]"
Fix pos_db's bugs about the time.,kuriking,2015-10-24T13:34:30Z,[]
Remove sound player execution from traffic_light_recognition.launch,manato,2015-10-22T12:33:30Z,[]
Maybe fix the stopping problem of pos_db.,kuriking,2015-10-22T12:08:36Z,[]
Fix tablet receiver,h-ohta,2015-10-21T11:55:20Z,"[{'user_id': 'syouji', 'created_at': '2015-10-21T14:31:29Z', 'comment_text': '@h-ohta\n実験と動作確認、ありがとうございました。\n修正、問題ありませんのでマージいたします。\n'}]"
Goodbye hydro hello jade,syohex,2015-10-21T08:06:26Z,"[{'user_id': 'syohex', 'created_at': '2015-10-21T10:20:02Z', 'comment_text': '現状 hydroを使っているケース, もしくは Ubuntu 13.04, Ubuntu 13.10を使っているケースというのはあるのでしょうか ? それがなければマージしようと考えています. 問題等ありましたら, お知らせください.\n'}, {'user_id': 'shinpei0208', 'created_at': '2015-10-21T10:57:01Z', 'comment_text': '13系とhydroはサポート中止しましょう。READMEに13系とhydro使いたければ今日以前のコミットをチェックアウトするよう注意書を追加できますか。\n2015/10/21 19:20 ""Syohei YOSHIDA"" notifications@github.com:\n\n> 現状 hydroを使っているケース, もしくは Ubuntu 13.04, Ubuntu 13.10を使っているケースというのはあるのでしょうか ?\n> それがなければマージしようと考えています. 問題等ありましたら, お知らせください.\n> \n> —\n> Reply to this email directly or view it on GitHub\n> https://github.com/CPFL/Autoware/pull/94#issuecomment-149847734.\n'}, {'user_id': 'syohex', 'created_at': '2015-10-22T02:28:26Z', 'comment_text': '注意書きを追加しました.\n'}, {'user_id': 'syohex', 'created_at': '2015-10-22T03:12:18Z', 'comment_text': 'I have merged. Please report if you have any bulld issue.\n'}]"
Integrated velodyne-point-cloud as submodule,syohex,2015-10-21T04:19:17Z,[]
Invert sign of azimuth,syouji,2015-10-19T07:30:15Z,[]
