title,user_id,created_at,comments
"Runtime Manager Computing tab, fix euclidean_cluster default data",kondoh2,2016-11-29T08:28:37Z,[]
Bug fix for ROS > indigo,sujiwo,2016-11-29T07:21:58Z,"[{'user_id': 'sujiwo', 'created_at': '2016-11-29T07:22:36Z', 'comment_text': '@kitsukawa please check current fix for ORB-SLAM whether it is compilable'}, {'user_id': 'kitsukawa', 'created_at': '2016-11-29T08:03:28Z', 'comment_text': '/home/kitsukawa/orb_slam/ros/src/computing/perception/localization/packages/orb_localizer/Thirdparty/DBoW2/DUtils/Random.cpp:11:27: fatal error: DUtils/Random.h: No such file or directory\r\n #include ""DUtils/Random.h""\r\n                           ^\r\ncompilation terminated.\r\nmake[2]: *** [computing/perception/localization/packages/orb_localizer/Thirdparty/DBoW2/CMakeFiles/DBoW2.dir/DUtils/Random.cpp.o] Error 1\r\nmake[2]: *** Waiting for unfinished jobs....\r\n'}, {'user_id': 'sujiwo', 'created_at': '2016-11-29T09:26:50Z', 'comment_text': ""At this time, please ensure that the branch `orb_slam' is up-to-date.""}, {'user_id': 'kitsukawa', 'created_at': '2016-11-30T06:14:54Z', 'comment_text': 'Same compile error occurs.'}, {'user_id': 'sujiwo', 'created_at': '2016-11-30T07:37:01Z', 'comment_text': ""I'm using these commands to perform merge, and no errors were encountered:\r\n\r\n1) Clone fresh repository:\r\ncd /tmp\r\ngit clone https://github.com/CPFL/Autoware.git\r\ncd Autoware\r\n\r\n2) Checkout branch orb_slam and back to master:\r\ngit checkout orb_slam\r\ngit checkout master\r\n\r\n3) Merge:\r\ngit merge orb_slam\r\n\r\n4) Compile:\r\ncd ros\r\n./catkin_make_release\r\n\r\nAre these sequences correct? Please advise.""}, {'user_id': 'kitsukawa', 'created_at': '2016-11-30T14:14:57Z', 'comment_text': 'I followed the same commands but I met the same error. Are there any missing packages?'}]"
Update AUTHORS,pdsljp,2016-11-26T03:57:35Z,[]
send transform in global coordinates,kitsukawa,2016-11-25T20:00:08Z,[]
Rewrite astar navi,TomohitoAndo,2016-11-25T11:44:41Z,[]
add ndt_tku,kitsukawa,2016-11-24T18:30:26Z,[]
"Removing ""UpTo"" points from all the point cloud topics",amc-nu,2016-11-24T06:58:47Z,[]
add checkbox value of lane_stop parameter to pdic,kondoh2,2016-11-24T03:59:37Z,[]
Added param to ignore points closer than a threshold,amc-nu,2016-11-24T02:41:34Z,[]
Update README.md,kuriking,2016-11-22T11:48:12Z,[]
Add a video for traffic light recognition,TomohitoAndo,2016-11-22T08:01:36Z,[]
Update README.md,amc-nu,2016-11-22T07:13:41Z,[]
Update README.md,pdsljp,2016-11-21T07:07:24Z,[]
README update RCNN SSD,amc-nu,2016-11-20T11:57:47Z,[]
Make AutowareRider Android Studio compatible,mingrutar,2016-11-17T23:17:35Z,"[{'user_id': 'kuriking', 'created_at': '2016-11-29T02:06:42Z', 'comment_text': 'I tried to build and validate.\r\nI can build using Android Studio, but the following problems were found.\r\n\r\n- B,N,D,R,AUTO CRUISE and NORMAL CRUISE buttons did not change when I clicked them.\r\n- The indication of middle was bright first, but it became dark later.\r\n\r\nIf you know about that please let me know.'}, {'user_id': 'h-ohta', 'created_at': '2016-12-20T01:19:58Z', 'comment_text': ""@mingrutar I'll close. Please remake pull request after confirm and fix.""}]"
Support MKZ,TomohitoAndo,2016-11-17T02:03:42Z,[]
Ignore close points,TomohitoAndo,2016-11-16T03:56:21Z,[]
Mod velocity set,TomohitoAndo,2016-11-15T22:51:39Z,[]
Create red and green lanes from waypoint_saver CSV,syouji,2016-11-15T18:26:21Z,[]
Node Name Change for cv tracker,amc-nu,2016-11-15T07:43:31Z,[]
Added SSD node to CV Tracker,amc-nu,2016-11-15T03:08:27Z,[]
Add WayArea detection service,syouji,2016-11-07T07:00:20Z,[]
Rename variables.,kitsukawa,2016-11-04T13:36:29Z,[]
delete data_filter,kitsukawa,2016-11-04T10:50:09Z,[]
Rename package name.,kitsukawa,2016-11-04T08:53:47Z,[]
Lidar segmentation,amc-nu,2016-11-04T07:45:11Z,[]
Separate motion planning,TomohitoAndo,2016-11-02T13:49:12Z,[]
Module graph,h-ohta,2016-11-02T01:21:50Z,[]
Add orb_localizer.,kitsukawa,2016-11-01T08:43:19Z,[]
"Revert ""Updated to start inside Docker container""",messi49,2016-10-31T10:13:09Z,[]
Add get height,syouji,2016-10-30T05:23:00Z,[]
Lidar segmentation,amc-nu,2016-10-29T14:56:03Z,[]
Lidar segmentation,amc-nu,2016-10-29T12:00:27Z,[]
Added output_frame param,amc-nu,2016-10-29T07:21:13Z,[]
Lidar segmentation,amc-nu,2016-10-25T08:35:53Z,[]
Update the check.launch for the tablet_socket ,wgcv,2016-10-25T06:03:30Z,[]
Mod points2costmap,TomohitoAndo,2016-10-24T09:49:37Z,[]
Lidar segmentation,amc-nu,2016-10-21T08:29:38Z,[]
Fix to subscribe the new topic,TomohitoAndo,2016-10-19T07:03:54Z,[]
Lidar segmentation,amc-nu,2016-10-14T01:28:34Z,[]
Updated to start inside Docker container,droter,2016-10-13T20:59:25Z,"[{'user_id': 'shinpei0208', 'created_at': '2016-10-13T23:19:28Z', 'comment_text': 'Great :)\n\n2016/10/14 午前5:59 ""Matt"" notifications@github.com:\n\n> The run script would error on:\n> \n> /run: line 41: --geometry=50x10+0+0: command not found\n> ./run: line 44: --geometry=50x10+500+0: command not found\n> \n> ## When starting from a docker container.\n> \n> You can view, comment on, or merge this pull request online at:\n> \n>   https://github.com/CPFL/Autoware/pull/477\n> Commit Summary\n> - Updated to start inside Docker container\n> \n> File Changes\n> - _M_ ros/run https://github.com/CPFL/Autoware/pull/477/files#diff-0\n>   (6)\n> \n> Patch Links:\n> - https://github.com/CPFL/Autoware/pull/477.patch\n> - https://github.com/CPFL/Autoware/pull/477.diff\n> \n> —\n> You are receiving this because you are subscribed to this thread.\n> Reply to this email directly, view it on GitHub\n> https://github.com/CPFL/Autoware/pull/477, or mute the thread\n> https://github.com/notifications/unsubscribe-auth/AAToCz22CNQkk1eNPvOybHiifrrzlhvsks5qzputgaJpZM4KWXMN\n> .\n'}, {'user_id': 'messi49', 'created_at': '2016-10-25T23:51:15Z', 'comment_text': '@droter \nPlease fix code and push again.\nAfter that, I will merge this pull request.\n'}, {'user_id': 'droter', 'created_at': '2016-10-28T05:06:08Z', 'comment_text': 'Updated file.\n'}]"
Added,amc-nu,2016-10-11T04:57:52Z,[]
Add tf_local.launch,kitsukawa,2016-10-11T04:18:21Z,[]
Lidar clustering ,amc-nu,2016-10-10T07:52:38Z,[]
Improve visualization of circular arc,h-ohta,2016-10-09T07:51:31Z,[]
Mod waypoint follower,h-ohta,2016-10-08T21:07:52Z,[]
"Runtime Manager Simulation tab, add rosbag info thread",kondoh2,2016-10-06T11:17:45Z,[]
Develop planner,h-ohta,2016-10-05T13:33:50Z,[]
Output filtered PCD in Binary.,kitsukawa,2016-10-02T11:29:32Z,[]
Remove unnecessary error checks,syouji,2016-09-29T13:04:26Z,[]
Fix vector map library,syouji,2016-09-29T10:12:43Z,[]
Update Quick Start documents,kuriking,2016-09-27T22:57:44Z,[]
Update Zmp Patches,kuriking,2016-09-26T15:26:36Z,[]
Publish marker when the traffic light detection is unknown,TomohitoAndo,2016-09-26T09:15:56Z,[]
Fix autoware path,kuriking,2016-09-24T06:16:43Z,[]
Add function to get current data,syouji,2016-09-23T07:00:49Z,[]
Add services of road data,syouji,2016-09-23T03:22:33Z,[]
Fix namespace of vector_map_server services,syouji,2016-09-21T12:55:17Z,[]
Add vector map library,syouji,2016-09-19T06:17:48Z,[]
"Runtime Manager Map tab, update to more simple implements",kondoh2,2016-09-15T09:45:59Z,[]
"Runtime Manager Computing tab, add use_crosswalk_detection to velocit…",kondoh2,2016-09-14T09:46:13Z,[]
add map_tools/pcd_arealist,kondoh2,2016-09-14T08:57:04Z,[]
Add Memsic IMU driver.,kitsukawa,2016-09-14T08:46:12Z,[]
Select crosswalk detection,TomohitoAndo,2016-09-14T08:11:00Z,[]
Mod velocity set,TomohitoAndo,2016-09-14T07:28:41Z,[]
Publish the detection result when it is different from the previous one,TomohitoAndo,2016-09-14T02:37:40Z,[]
Support new nmea format,TomohitoAndo,2016-09-12T09:57:39Z,[]
Switch output from screen to log,kitsukawa,2016-09-12T05:39:23Z,[]
Fix obj_reproj as it subscribed out of date topic (current_pose),manato,2016-09-10T09:27:45Z,[]
Fix to KF caused from synchro changes,amc-nu,2016-09-01T04:35:46Z,"[{'user_id': 'amc-nu', 'created_at': '2016-09-01T04:58:24Z', 'comment_text': 'Fixes  Bug autowarefoundation/autoware_ai#863 pointed out by @layssi\n'}]"
"Runtime Manager, changed wx.Color to wx.Colour for wxPython3",kondoh2,2016-08-30T08:26:04Z,[]
Add Quick Start Manual(EN),kuriking,2016-08-29T12:08:08Z,[]
New Visual Localization based on ORB-SLAM,sujiwo,2016-08-29T07:59:23Z,[]
Update Quick Start Manual(JP),kuriking,2016-08-25T23:18:30Z,[]
Fix ndt_mapping,kitsukawa,2016-08-25T13:07:19Z,[]
"Runtime Manager, fix rosbag record stop",kondoh2,2016-08-23T03:16:18Z,[]
Add Single thread sync node,yukkysaito,2016-08-10T14:47:41Z,[]
Update launch kill to simple,kondoh2,2016-08-09T06:09:40Z,[]
Delete no need nodes dic,kondoh2,2016-08-08T04:19:56Z,[]
Modify region_tlr so that it publishes superimpose image as topic,manato,2016-08-06T10:02:05Z,[]
"Runtime Manager, fix old gui theme at RViz remote",kondoh2,2016-08-05T08:53:44Z,[]
"Runtime Manager, add kill_children flag to RViz cmd for remote termin…",kondoh2,2016-08-05T08:47:42Z,[]
Updated fast_pcl,yukkysaito,2016-08-04T15:08:05Z,[]
Create vehicle_info directory,h-ohta,2016-08-03T17:12:02Z,[]
"Runtime Manager Setup tab, add Vehicle Info",kondoh2,2016-08-03T06:06:34Z,[]
Add model data for simulation,h-ohta,2016-08-03T04:21:47Z,[]
Set precision of log file of ndt_matching,kitsukawa,2016-08-03T01:41:40Z,[]
Visualize current_velocity by Plotter2D,h-ohta,2016-08-03T00:54:15Z,[]
Change message type for current velocity,h-ohta,2016-08-02T23:35:13Z,[]
"Runtime Manager, terminate_children() changed to as option",kondoh2,2016-08-02T02:58:31Z,[]
Ignore 0 ranges,TomohitoAndo,2016-07-28T06:46:43Z,[]
Feature/integrate viewer,manato,2016-07-27T14:20:02Z,"[{'user_id': 'shinpei0208', 'created_at': '2016-07-27T15:22:00Z', 'comment_text': 'Sweet!\n\n2016-07-27 23:20 GMT+09:00 Manato Hirabayashi notifications@github.com:\n\n> These are the RViz plugin to display\n> - detection result (object detection, ranging, tracking and points\n>   image)\n> - traffic light recognition and alternatives to existing viewers in\n>   Autoware.\n> \n> ---\n> \n> You can view, comment on, or merge this pull request online at:\n> \n>   https://github.com/CPFL/Autoware/pull/402\n> Commit Summary\n> - Add RViz plugin to display traffic light recognition result\n> - Add RViz integrated viewer plugin to display detection result\n> \n> File Changes\n> - _A_\n>   ros/src/computing/perception/detection/packages/integrated_viewer/CMakeLists.txt\n>   https://github.com/CPFL/Autoware/pull/402/files#diff-0 (104)\n> - _A_\n>   ros/src/computing/perception/detection/packages/integrated_viewer/lib/convert_image.h\n>   https://github.com/CPFL/Autoware/pull/402/files#diff-1 (46)\n> - _A_\n>   ros/src/computing/perception/detection/packages/integrated_viewer/node/image_viewer_plugin/autoware_logo.png\n>   https://github.com/CPFL/Autoware/pull/402/files#diff-2 (1)\n> - _A_\n>   ros/src/computing/perception/detection/packages/integrated_viewer/node/image_viewer_plugin/draw_points.cpp\n>   https://github.com/CPFL/Autoware/pull/402/files#diff-3 (67)\n> - _A_\n>   ros/src/computing/perception/detection/packages/integrated_viewer/node/image_viewer_plugin/draw_points.h\n>   https://github.com/CPFL/Autoware/pull/402/files#diff-4 (21)\n> - _A_\n>   ros/src/computing/perception/detection/packages/integrated_viewer/node/image_viewer_plugin/draw_rects.cpp\n>   https://github.com/CPFL/Autoware/pull/402/files#diff-5 (150)\n> - _A_\n>   ros/src/computing/perception/detection/packages/integrated_viewer/node/image_viewer_plugin/draw_rects.h\n>   https://github.com/CPFL/Autoware/pull/402/files#diff-6 (28)\n> - _A_\n>   ros/src/computing/perception/detection/packages/integrated_viewer/node/image_viewer_plugin/image_viewer_form.ui\n>   https://github.com/CPFL/Autoware/pull/402/files#diff-7 (142)\n> - _A_\n>   ros/src/computing/perception/detection/packages/integrated_viewer/node/image_viewer_plugin/image_viewer_plugin.cpp\n>   https://github.com/CPFL/Autoware/pull/402/files#diff-8 (265)\n> - _A_\n>   ros/src/computing/perception/detection/packages/integrated_viewer/node/image_viewer_plugin/image_viewer_plugin.h\n>   https://github.com/CPFL/Autoware/pull/402/files#diff-9 (108)\n> - _A_\n>   ros/src/computing/perception/detection/packages/integrated_viewer/node/traffic_light_plugin/form.ui\n>   https://github.com/CPFL/Autoware/pull/402/files#diff-10 (106)\n> - _A_\n>   ros/src/computing/perception/detection/packages/integrated_viewer/node/traffic_light_plugin/traffic_light_plugin.cpp\n>   https://github.com/CPFL/Autoware/pull/402/files#diff-11 (119)\n> - _A_\n>   ros/src/computing/perception/detection/packages/integrated_viewer/node/traffic_light_plugin/traffic_light_plugin.h\n>   https://github.com/CPFL/Autoware/pull/402/files#diff-12 (68)\n> - _A_\n>   ros/src/computing/perception/detection/packages/integrated_viewer/package.xml\n>   https://github.com/CPFL/Autoware/pull/402/files#diff-13 (30)\n> - _A_\n>   ros/src/computing/perception/detection/packages/integrated_viewer/rviz_plugin_description.xml\n>   https://github.com/CPFL/Autoware/pull/402/files#diff-14 (19)\n> \n> Patch Links:\n> - https://github.com/CPFL/Autoware/pull/402.patch\n> - https://github.com/CPFL/Autoware/pull/402.diff\n> \n> —\n> You are receiving this because you are subscribed to this thread.\n> Reply to this email directly, view it on GitHub\n> https://github.com/CPFL/Autoware/pull/402, or mute the thread\n> https://github.com/notifications/unsubscribe-auth/AAToC2vEuDFwOKNLe5pTS3K-TWqaxoTxks5qZ2kSgaJpZM4JWPWS\n> .\n'}, {'user_id': 'manato', 'created_at': '2016-08-06T05:35:23Z', 'comment_text': 'I have merged feature/integrated_viewer branch to the master.\nPlease let me know if you have any trouble by this merge.\n\n@amc-nu , @h-ohta \nThank you very much for your cooperation!\n\nNew RViz plugin is available by:\nRViz menu -> ""Panels"" -> ""Add New Panel"" -> select ""ImageViewerPlugin"" or ""TrafficLightPlugin"" in ""integrated_viewer"" section.\n'}]"
Kill sigint,kondoh2,2016-07-22T05:43:31Z,[]
Mod waypoint saver,h-ohta,2016-07-11T09:47:54Z,"[{'user_id': 'h-ohta', 'created_at': '2016-07-11T09:49:04Z', 'comment_text': ""I verified this node working.\nI'll merge.\n""}]"
Accelerated obj detection,yukkysaito,2016-07-08T10:05:35Z,[]
Template synchronization library,yukkysaito,2016-07-08T08:07:02Z,[]
Hotfix segmentation fault in range_fusion,yukkysaito,2016-07-07T18:24:57Z,[]
Time monitor,yukkysaito,2016-07-07T16:17:19Z,[]
Hotfix in range_fusion,yukkysaito,2016-07-07T14:15:18Z,[]
Add Quick Start manual,kuriking,2016-07-05T20:02:11Z,[]
ORB SLAM Fix with History,amc-nu,2016-07-05T08:16:44Z,[]
Add exe_time in PointsFilterInfo.msg.,kitsukawa,2016-07-04T08:50:35Z,[]
Fix ladybug driver,kuriking,2016-07-04T07:05:51Z,[]
Add missing dependencies.,kitsukawa,2016-07-04T07:02:37Z,[]
Update documents,kuriking,2016-07-04T07:00:50Z,[]
Planner x,hatem-darweesh,2016-07-04T05:20:30Z,"[{'user_id': 'amc-nu', 'created_at': '2016-07-29T05:30:49Z', 'comment_text': '@hatem-darweesh I confirmed your branch compiles correctly. But, can you tell us how to test its functions?\n'}, {'user_id': 'h-ohta', 'created_at': '2016-08-02T23:52:51Z', 'comment_text': '@hatem-darweesh Would you show us how to test PlannerX in Autoware?\n'}, {'user_id': 'shinpei0208', 'created_at': '2016-08-03T00:13:29Z', 'comment_text': '@hatem-darweesh\n\nWe should also change the name of this package and its nodes. planner_x\ndoes not mean anything. It should be more scientific, providing the correct\ninformation on what algorithms and functions are supported.\n\n2016/08/03 午前8:52 ""Hiroki Ohta"" notifications@github.com:\n\n> @hatem-darweesh https://github.com/hatem-darweesh Would you show us how\n> to test PlannerX in Autoware?\n> \n> —\n> You are receiving this because you are subscribed to this thread.\n> Reply to this email directly, view it on GitHub\n> https://github.com/CPFL/Autoware/pull/379#issuecomment-237086531, or mute\n> the thread\n> https://github.com/notifications/unsubscribe-auth/AAToCzjkNpGupeBJ7vKjEPFvNXNRA8nAks5qb9hUgaJpZM4JEDno\n> .\n'}, {'user_id': 'hatem-darweesh', 'created_at': '2016-08-03T01:01:04Z', 'comment_text': 'I am working on that,  just fixing a major bug I found yesterday,\n\nAbout the name,  the current  implementation is : multy stage deterministic\nrule based planner.  And it will include mdp and pomdp In the future.  That\nis why I couldn\'t find a suitable name.\n\nOn Aug 3, 2016 9:13 AM, ""Shinpei Kato"" notifications@github.com wrote:\n\n> @hatem-darweesh\n> \n> We should also change the name of this package and its nodes. planner_x\n> does not mean anything. It should be more scientific, providing the correct\n> information on what algorithms and functions are supported.\n> \n> 2016/08/03 午前8:52 ""Hiroki Ohta"" notifications@github.com:\n> \n> > @hatem-darweesh https://github.com/hatem-darweesh Would you show us\n> > how\n> > to test PlannerX in Autoware?\n> > \n> > —\n> > You are receiving this because you are subscribed to this thread.\n> > Reply to this email directly, view it on GitHub\n> > https://github.com/CPFL/Autoware/pull/379#issuecomment-237086531, or\n> > mute\n> > the thread\n> > <\n> > https://github.com/notifications/unsubscribe-auth/AAToCzjkNpGupeBJ7vKjEPFvNXNRA8nAks5qb9hUgaJpZM4JEDno\n> > \n> > .\n> \n> —\n> You are receiving this because you were mentioned.\n> Reply to this email directly, view it on GitHub\n> https://github.com/CPFL/Autoware/pull/379#issuecomment-237090403, or mute\n> the thread\n> https://github.com/notifications/unsubscribe-auth/ATP3Ebzz3i-vkUIToTiartF9NTP9Wt8qks5qb90tgaJpZM4JEDno\n> .\n'}, {'user_id': 'shinpei0208', 'created_at': '2016-08-05T10:11:11Z', 'comment_text': 'It can just represent the main concept. What about dp_planner?\n\n2016/08/03 午前10:01 ""hatem-darweesh"" notifications@github.com:\n\n> I am working on that, just fixing a major bug I found yesterday,\n> \n> About the name, the current implementation is : multy stage deterministic\n> rule based planner. And it will include mdp and pomdp In the future. That\n> is why I couldn\'t find a suitable name.\n> \n> On Aug 3, 2016 9:13 AM, ""Shinpei Kato"" notifications@github.com wrote:\n> \n> > @hatem-darweesh\n> > \n> > We should also change the name of this package and its nodes. planner_x\n> > does not mean anything. It should be more scientific, providing the\n> > correct\n> > information on what algorithms and functions are supported.\n> > \n> > 2016/08/03 午前8:52 ""Hiroki Ohta"" notifications@github.com:\n> > \n> > > @hatem-darweesh https://github.com/hatem-darweesh Would you show us\n> > > how\n> > > to test PlannerX in Autoware?\n> > > \n> > > —\n> > > You are receiving this because you are subscribed to this thread.\n> > > Reply to this email directly, view it on GitHub\n> > > https://github.com/CPFL/Autoware/pull/379#issuecomment-237086531, or\n> > > mute\n> > > the thread\n> > > <\n> > > https://github.com/notifications/unsubscribe-auth/\n> > > AAToCzjkNpGupeBJ7vKjEPFvNXNRA8nAks5qb9hUgaJpZM4JEDno\n> > > \n> > > .\n> > \n> > —\n> > You are receiving this because you were mentioned.\n> > Reply to this email directly, view it on GitHub\n> > https://github.com/CPFL/Autoware/pull/379#issuecomment-237090403, or\n> > mute\n> > the thread\n> > <https://github.com/notifications/unsubscribe-auth/ATP3Ebzz3i-\n> > vkUIToTiartF9NTP9Wt8qks5qb90tgaJpZM4JEDno>\n> > .\n> \n> —\n> You are receiving this because you commented.\n> Reply to this email directly, view it on GitHub\n> https://github.com/CPFL/Autoware/pull/379#issuecomment-237099957, or mute\n> the thread\n> https://github.com/notifications/unsubscribe-auth/AAToC559A8ambM0YCLzuWVg-QPqZs5Suks5qb-hQgaJpZM4JEDno\n> .\n'}]"
"Runtime Manager, fix getting proc info in ParamPanel class",kondoh2,2016-07-04T04:00:20Z,[]
Fix cost calculation for unknown costs,TomohitoAndo,2016-07-02T09:06:38Z,[]
Modified correct timestamp,yukkysaito,2016-07-01T13:24:16Z,[]
"Runtime Manager, update some utility functions",kondoh2,2016-07-01T08:29:57Z,[]
"Runtime Manager Map tab, fix toggle enable of (Point Cloud) btn",kondoh2,2016-07-01T08:01:47Z,[]
"Runtime Manager Sensing tab, update filter cmd for Synchronization bu…",kondoh2,2016-07-01T06:46:04Z,[]
"Runtime Manger, fix camera_id setting at sync on",kondoh2,2016-07-01T05:02:20Z,[]
"Runtime Manager, fix camera_id selection at Synchronization ON",kondoh2,2016-06-30T04:44:28Z,[]
"Runtime Manager Simulation tab, fix showing of rosbag pos remains on …",kondoh2,2016-06-29T09:50:28Z,[]
"Runtime Manager Topics tab, fix for alias of bottom btns",kondoh2,2016-06-29T09:30:46Z,[]
"Runtime Manager, fix RViz remote setting",kondoh2,2016-06-27T10:37:13Z,[]
ndt_mapping pcd save bug fix  and added autoloading of default.rviz,jitrc,2016-06-24T19:44:52Z,"[{'user_id': 'h-ohta', 'created_at': '2016-07-27T02:06:42Z', 'comment_text': '@kitsukawa Would you check changes for ndt_localizer in this PR?\n'}, {'user_id': 'kitsukawa', 'created_at': '2016-08-25T13:12:52Z', 'comment_text': 'Thank you for your PR. I reflected your changes in #430 . \n'}]"
"Runtime Manager, fix remote RViz setting",kondoh2,2016-06-23T08:08:27Z,[]
Uncomment publish statement of region_tlr,manato,2016-06-19T14:47:38Z,[]
Add missing dependencies,syohex,2016-06-16T09:38:41Z,[]
Clear points data after detection,TomohitoAndo,2016-06-16T07:05:04Z,[]
Fix qs map load ok,kondoh2,2016-06-15T08:57:24Z,[]
Modified file name of log for ndt_matching/icp_matching.,kitsukawa,2016-06-12T14:17:30Z,[]
Fix lattice,TomohitoAndo,2016-06-10T11:24:37Z,[]
Fix email link,kuriking,2016-06-08T12:29:05Z,[]
Update Contact of documents,kuriking,2016-06-08T12:12:55Z,[]
Make ranges 0 when there are near objects,TomohitoAndo,2016-06-08T10:37:15Z,[]
Modify laserscan2costmap,TomohitoAndo,2016-06-08T07:32:03Z,[]
Add measuring align_time and getFitnessScore_time.,kitsukawa,2016-06-08T06:25:43Z,[]
Bugs on 2.4.8/9,amc-nu,2016-06-06T08:59:48Z,"[{'user_id': 'syohex', 'created_at': '2016-06-06T09:10:40Z', 'comment_text': 'However OpenCV version of Ubuntu package is 2.4.8. If Autoware requires OpenCV 2.4.10 or higher versions, then Autoware users have to build and install OpenCV from source code.\n'}]"
