title,user_id,created_at,comments
[Feature] add colouring to the vector map loader for traffic lights left markers,amc-nu,2017-12-18T13:31:26Z,"[{'user_id': 'dejanpan', 'created_at': '2017-12-25T12:46:36Z', 'comment_text': '@amc-nu I actually do not understand what the change here is. To visualize `left` traffic signals? if yes, which ones above are `left` traffic signals?'}]"
Experimental/tsukuba challenge,alexandrx,2017-12-18T05:42:58Z,"[{'user_id': 'aohsato', 'created_at': '2017-12-19T03:37:43Z', 'comment_text': ""@alexandrx Thanks for creating PR! I think it's difficult to merge this directly, but first I check.""}, {'user_id': 'dejanpan', 'created_at': '2017-12-25T12:54:39Z', 'comment_text': '@alexandrx this is great but it would be even greater if you could break this down into smaller PRs on a per package base for instance. \r\n\r\nOr you could also split it into:\r\n1. bug fixes\r\n2. modifications for your robot'}, {'user_id': 'alexandrx', 'created_at': '2018-01-09T02:10:08Z', 'comment_text': '@dejanpan, sorry about the delay. \r\nAs there is no reviewer assigned yet, what would be the preferred course of action? Remove this PR #985 and add at least two PR for bugfix and modifications/features?'}, {'user_id': 'amc-nu', 'created_at': '2018-05-11T05:25:18Z', 'comment_text': 'This PR was separated in #1181 #1091 and #1123 '}]"
[hotfix] fix build error with OpenCV 3.3,YamatoAndo,2017-12-18T05:25:52Z,"[{'user_id': 'amc-nu', 'created_at': '2017-12-18T08:07:34Z', 'comment_text': '@YamatoAndo is there any special node that should be tested?'}, {'user_id': 'YamatoAndo', 'created_at': '2017-12-18T08:28:01Z', 'comment_text': '@amc-nu Perhaps I do not think there are any nodes that need to be tested.'}, {'user_id': 'daifuku07', 'created_at': '2017-12-18T09:15:21Z', 'comment_text': ""@YamatoAndo Thank you. \r\nUsing ROS update ver. build error occurred, it was problem. Therefore, there was no problem with the build, so hot fix is merged.\r\nIf there is a problem with the function, let's fix it again with new fix branch.""}, {'user_id': 'amc-nu', 'created_at': '2017-12-18T11:23:05Z', 'comment_text': '@YamatoAndo can you please also merge this onto `develop`? thanks'}, {'user_id': 'asimay', 'created_at': '2017-12-27T02:28:49Z', 'comment_text': 'wow. so prompt! yesterday i update the system and re-build this kind of error.'}]"
[Feature] Collada Milee 3D model,amc-nu,2017-12-17T02:36:08Z,[]
[Feature] Filter Clustered Objects using VectorMap info.,amc-nu,2017-12-16T14:07:35Z,"[{'user_id': 'dejanpan', 'created_at': '2017-12-25T12:41:21Z', 'comment_text': '@amc was filtering of objects outside of the wayarea really not available in Autoware before?'}, {'user_id': 'amc-nu', 'created_at': '2017-12-25T12:57:00Z', 'comment_text': '@dejanpan yes, it was available. but a different implementation (slower)'}]"
Add velocity visualizer with 3D graph.,yn-mrse,2017-12-15T21:58:25Z,"[{'user_id': 'aohsato', 'created_at': '2018-01-17T10:45:26Z', 'comment_text': '@yn-mrse Great job!'}]"
Feature/open planner,hatem-darweesh,2017-12-15T06:01:19Z,"[{'user_id': 'dejanpan', 'created_at': '2017-12-25T12:38:14Z', 'comment_text': '@hatem-darweesh PLEASE do not intend to merge this. This PR is full of auto generated files. Please remove them and make the PR to not have more than e.g. 50 changed files.\r\n\r\nPlease also write some tests. See here example: https://github.com/CPFL/Autoware/pull/932'}, {'user_id': 'hatem-darweesh', 'created_at': '2017-12-25T17:44:01Z', 'comment_text': ""@dejanpan Thanks , actually there is something wrong with this branch, these auto-generated files shouldn't be here ! I use them for debugging. I will get rid of them. \r\nbtw, I added testing step , it is 15 minutes youtube video. \r\n""}, {'user_id': 'dejanpan', 'created_at': '2017-12-25T19:25:30Z', 'comment_text': ""Thx @hatem-darweesh. YouTube video is not a test, it is documentation. Test\nshould be a gtest or rostest.\n\nOn Mon, Dec 25, 2017, 5:44 PM hatem-darweesh <notifications@github.com>\nwrote:\n\n> @dejanpan <https://github.com/dejanpan> Thanks , actually there is\n> something wrong with this branch, these auto-generated files shouldn't be\n> here ! I use them for debugging. I will get rid of them.\n> btw, I added testing step , it is 15 minutes youtube video.\n>\n> —\n> You are receiving this because you were mentioned.\n>\n>\n> Reply to this email directly, view it on GitHub\n> <https://github.com/CPFL/Autoware/pull/977#issuecomment-353882203>, or mute\n> the thread\n> <https://github.com/notifications/unsubscribe-auth/AABD4M56Zf6ipZoClacGWw4GajNtBRc5ks5tD97hgaJpZM4RDDUu>\n> .\n>\n""}, {'user_id': 'hatem-darweesh', 'created_at': '2017-12-25T21:00:28Z', 'comment_text': 'Dear @dejanpan , I was precise and said ""test steps"", which is behavior reproduce steps for the target function and regression for all the effected functions , that is why it is a 15 minutes video. \r\nalso videos are not documentation. \r\nand gtest, rostest are unit testing tools, doesn\'t replace the integration test or feature acceptance test, and they are not suitable for all kind of development.'}]"
Changed ROS_INFO output destination to log,yk-fujii,2017-12-11T12:27:31Z,[]
Release/1.6.0,YamatoAndo,2017-12-11T11:56:12Z,[]
modified setResolution to be called before setInputTarget is applied,YamatoAndo,2017-12-11T10:41:56Z,[]
Fix not to use NDT (fast_pcl) to leak memory,YamatoAndo,2017-12-11T09:46:20Z,"[{'user_id': 'yk-fujii', 'created_at': '2017-12-11T09:59:40Z', 'comment_text': 'Thx.\r\nPlease continue to fix bugs.\r\n'}]"
[bugfix]use qt5_wrap_ui instead of autouic,YamatoAndo,2017-12-11T07:38:51Z,[]
migrated web_ui to another repo,yk-fujii,2017-12-11T06:08:32Z,[]
remove currnet_pose publisher in icp_matching,YamatoAndo,2017-12-11T06:01:36Z,"[{'user_id': 'yk-fujii', 'created_at': '2017-12-11T07:19:03Z', 'comment_text': 'I have confirmed to run on the ubuntu 16.04/14.04.'}]"
"reset window position(0,0), remove /obj_car/obj_pose topic in rviz",YamatoAndo,2017-12-08T10:39:04Z,[]
Use initialpose header.frame_id at initialposeCallback function,YamatoAndo,2017-12-08T09:45:10Z,[]
Fix/ndt merge master to dev (ndt_localizer),YamatoAndo,2017-12-07T10:30:29Z,[]
Feature/cnn lidar detection,jdclzl,2017-12-07T03:32:28Z,[]
Fix/tf mapping,kitsukawa,2017-12-07T02:15:04Z,"[{'user_id': 'dejanpan', 'created_at': '2017-12-11T08:27:49Z', 'comment_text': '@kitsukawa this PR has also changes for stopping for stopline. In general this is a very bad practice to have to mix 2 completely different features.'}]"
"Feature/tlr turn support, multi traffic signal support",amc-nu,2017-12-06T19:29:38Z,"[{'user_id': 'dejanpan', 'created_at': '2017-12-11T07:56:05Z', 'comment_text': '@amc-nu - by a traffic pole you mean a horizontal bar holding the actual lights?\r\n\r\nAnother question is how does vector map now encode lane to traffic light relation?'}, {'user_id': 'amc-nu', 'created_at': '2017-12-21T16:20:46Z', 'comment_text': '@dejanpan yes, a pole is the complete metallic bar either horizontal, vertical or a mix of both.\r\nThe VectorMap includes the closest LaneId for each of the bulbs in a traffic signal. The LaneId is a point that belongs to a Lane. A Lane is composed by a series of LaneIDs'}]"
Merge pull request #1 from CPFL/master,deepmeng,2017-12-06T11:26:08Z,[]
Support for multi cameras in obj_reproj node,YamatoAndo,2017-12-06T10:16:26Z,"[{'user_id': 'dejanpan', 'created_at': '2017-12-11T08:09:41Z', 'comment_text': '@amc-nu I am not exactly sure what this PR does. Are you using 1 or multiple cameras?'}, {'user_id': 'yk-fujii', 'created_at': '2017-12-11T08:49:43Z', 'comment_text': '@amc-nu @dejanpan \r\nobj_reproj for single camera is not working in current develop branch.\r\nThis PR is quick hack to fix a it problem.\r\n\r\nyou know,  another implementation is required to run object detection and reprojection with multiple cameras.'}, {'user_id': 'yk-fujii', 'created_at': '2017-12-11T09:04:03Z', 'comment_text': '## before \r\n![selection_070](https://user-images.githubusercontent.com/1758804/33823110-470edc72-de9d-11e7-88e2-6a577ec71ce3.png)\r\n## after\r\n![selection_071](https://user-images.githubusercontent.com/1758804/33823191-897154b4-de9d-11e7-802d-07f15aec2b0e.png)\r\n\r\n\r\n'}, {'user_id': 'yk-fujii', 'created_at': '2017-12-11T11:10:37Z', 'comment_text': ""I succeeded in both 14.04 and 16.04.\r\nI'll merge this PR.""}]"
Fix/calibration publisher frame,amc-nu,2017-12-04T15:12:34Z,"[{'user_id': 'amc-nu', 'created_at': '2017-12-04T15:12:53Z', 'comment_text': 'Tested on Ubuntu 16.04'}]"
add param files for vlp16 hires,christopherho-ApexAI,2017-12-01T17:00:45Z,"[{'user_id': 'christopherho-ApexAI', 'created_at': '2017-12-01T17:00:56Z', 'comment_text': '@amc-nu @dejanpan FYI'}]"
iodevice error fix for xsens imu driver on kinetic,christopherho-ApexAI,2017-12-01T16:12:42Z,"[{'user_id': 'dejanpan', 'created_at': '2017-12-02T00:42:41Z', 'comment_text': 'this fix was suggested here: https://github.com/xsens/xsens_mti_ros_node/issues/21#issuecomment-315996807'}, {'user_id': 'amc-nu', 'created_at': '2017-12-02T01:22:23Z', 'comment_text': ""I'll test with a real IMU later today, please wait for a while.""}, {'user_id': 'dejanpan', 'created_at': '2017-12-02T02:23:52Z', 'comment_text': ""ok, we'd appreciate if it can happen today""}, {'user_id': 'amc-nu', 'created_at': '2017-12-02T03:22:00Z', 'comment_text': '@dejanpan @christopherho-ApexAI \r\nCannot replicate the error. Executing `mtdevice.py` immediately starts to show data coming from the IMU '}, {'user_id': 'dejanpan', 'created_at': '2017-12-02T03:22:48Z', 'comment_text': '@amc-nu are you also running 16.04 ubuntu and kinetic?'}, {'user_id': 'amc-nu', 'created_at': '2017-12-02T03:23:42Z', 'comment_text': ""No, I'm testing on 14.04 and Indigo. I'll switch.""}, {'user_id': 'amc-nu', 'created_at': '2017-12-02T04:04:18Z', 'comment_text': 'Error confirmed on Ubuntu 16.04 and Kinetic. Fix also confirmed.'}, {'user_id': 'amc-nu', 'created_at': '2017-12-02T04:08:38Z', 'comment_text': ""Fix doesn't break Indigo node""}]"
[fix] Image src incorrectly set in the config file of runtime manager of ssd node,amc-nu,2017-12-01T06:28:56Z,[]
Feature/decision: Enhancement decision maker node,yk-fujii,2017-11-30T08:50:09Z,"[{'user_id': 'asimay', 'created_at': '2017-11-30T15:41:27Z', 'comment_text': 'wow. so great change!'}, {'user_id': 'yk-fujii', 'created_at': '2017-12-04T12:08:40Z', 'comment_text': 'I confirmed that DecisionMaker works properly as a result of field test on real car today.\r\n\r\nI found three issues below:\r\n\r\n- The time to put out the blinker is short\r\n- If the current speed output by the vehicle is not 0.0 when it is stopped, it can not be recovered from the pause\r\n- Sometimes the right / left turn determination does not go well\r\nI could not recognized case which is need to treated as straight but, actually turn right.\r\n\r\nHowever, I want to make it future TODO in order to think that these are not serious problems,\r\nand I would like to merge this PR now.\r\n\r\nCan anyone review it? @TomohitoAndo @kitsukawa @YamatoAndo @aohsato \r\n'}, {'user_id': 'dejanpan', 'created_at': '2017-12-11T09:10:20Z', 'comment_text': 'I have very quickly looked through. Such a huge PR must be thoroughly reviewed by at least 1 person and have tests.'}, {'user_id': 'yk-fujii', 'created_at': '2017-12-15T01:27:00Z', 'comment_text': 'Thanks for review!\r\nI need to fix from some comments.\r\nI will comment here.\r\nPR will another thread.'}]"
Feature #931: Create Unit Testing Example,christopherho-ApexAI,2017-11-28T01:18:49Z,"[{'user_id': 'christopherho-ApexAI', 'created_at': '2017-11-28T01:19:13Z', 'comment_text': '@dejanpan @amc-nu Please review'}, {'user_id': 'dejanpan', 'created_at': '2017-11-29T20:32:43Z', 'comment_text': 'closes autowarefoundation/autoware_ai#1046 \r\n\r\n@amc-nu can you review?'}]"
[fix] feat_proj node multi cam support,amc-nu,2017-11-27T07:39:30Z,[]
WebRTM: add gateway samples,hiro-ya-iv,2017-11-27T05:36:59Z,"[{'user_id': 'dejanpan', 'created_at': '2017-11-27T07:25:20Z', 'comment_text': '@hiro-ya-iv see https://github.com/CPFL/Autoware/pull/927#issuecomment-347098687'}]"
