Title,Discussion ID,Created At,User ID,Comment Count,Answered/Unanswered,Comment ID,Comment Author,Comment Text
Sensing/Perception Architecture Design,D_kwDOAnasMc4AP648,2021-12-23T10:33:10Z,mitsudome-r,2,Answered,DC_kwDOAnasMc4AJHH0,xmfcx,"@yukkysaito I think you've meant to post under https://github.com/autowarefoundation/autoware/discussions/101#laser_channel

I agree the rest of the stack doesn't need the ring information.

Here problem is, what should we rename field **ring** into?"
Sensing/Perception Architecture Design,D_kwDOAnasMc4AP648,2021-12-23T10:33:10Z,mitsudome-r,2,Answered,DC_kwDOAnasMc4AJHSJ,yukkysaito,">what should we rename field ring into?

@xmfcx 
I see :+1: 
Sorry. I misunderstood something. 

I don't have a strong preference, but I think **laser id** is the best.
Channel can also be interpreted as frequency band, so I think I would mistake it to mean wavelength.

I am not a native English and may have misunderstood the meaning of the word. :pray: "
Planning/Control/Vehicle Interface Architecture Design,D_kwDOAnasMc4AP64_,2021-12-23T15:02:55Z,maxime-clem,1,Answered,,,
Planning/Control/Vehicle Interface Architecture Design,D_kwDOAnasMc4AP64_,2021-12-23T15:02:55Z,maxime-clem,1,Answered,DC_kwDOAnasMc4AHHIn,mitsudome-r,"Here's the meeting minutes that I wrote during the call. I will summarize the discussion points and action items tomorrow morning.
https://docs.google.com/document/d/1OlmQFEtTTabxknBDfFpBvPzjtUiUJOD34CYTwO_3Zks/edit"
Planning/Control/Vehicle Interface Architecture Design,D_kwDOAnasMc4AP64_,2021-12-23T15:02:55Z,maxime-clem,1,Answered,DC_kwDOAnasMc4AHcuY,maxime-clem,"I have updated the google document with a summary of the decisions made during the recent discussions as well as the remaining points to discuss. I created new discussion threads for each action item.

### Decisions Made

- Publish new steering and actuation topics from the VehicleInterface.
  - Steering as Quaternion ? Actuation as TwistWithCovariance ?
- Focus on Ackermann vehicles in Core for now. Make it clear in the documentation.
- Implement adapter to map Autoware control command into vehicle specific actuation command.
  - Library or Node ?
- Implement vehicle command gate.
  - Independent node or part of VehicleInterface ? Josh wants to create a pros/cons table.
- Move all information about vehicle gear into the VehicleInterface.
- Add a service in Perception to query the value of a traffic light by its ID in the lanelet map.
- Implement a diagnostic manager.
- A detailed design is already being worked on:
  - https://gitlab.com/autowarefoundation/autoware.auto/AutowareAuto/-/issues/1233
  - https://gitlab.com/autowarefoundation/autoware.auto/AutowareAuto/-/merge_requests/1289

### Action Items

- [ ] Have more discussions about adding a velocity array to the control command to remove ambiguity about acceleration https://github.com/autowarefoundation/autoware/discussions/20.
- [ ] Make a more detailed proposal for the Planning manager and further discuss https://github.com/autowarefoundation/autoware/discussions/19.
- [ ] Create a pros/cons table for having the vehicle command gate as part of the VehicleInterface and decide between an independent node or part of VehicleInterface https://github.com/autowarefoundation/autoware/discussions/18.
- [ ] Control command adapter: decide if library or node https://github.com/autowarefoundation/autoware/discussions/16.
"
Control Command Adapter,D_kwDOAnasMc4AP65A,2022-01-12T06:41:16Z,maxime-clem,2,Answered,,,
Control Command Adapter,D_kwDOAnasMc4AP65A,2022-01-12T06:41:16Z,maxime-clem,2,Answered,DC_kwDOAnasMc4AKjPU,xmfcx,"ActuationCommand Message:
- string command_name
- float value

ActuationCommands Message:
- ActuationCommand[] commands

ActuationStatus Message:
- string status_name
- float value

ActuationStatus Message:
- ActuationStatus[] statuss

command_name and status_name could be:
- brake_pedal_level
- throttle_pedal_level
- voltage (steer/wheel)
- torque (steer/wheel)
- pressure (for brake)

These messages are used by:
- Vehicle Interface
- Control Command Adapter
- Calibration tool (when it is implemented)

Control Message:
Lateral:
- steering angle
- steering rate

Longitudinal:
- velocity
- acceleration (can be + or - )
- jerk"
Control Command Adapter,D_kwDOAnasMc4AP65A,2022-01-12T06:41:16Z,maxime-clem,2,Answered,DC_kwDOAnasMc4AKmps,taikitanaka3,"@xmfcx 
here is current topic names.
I would like to use ActuationStatus(.iv) rather than  Report(which comes from .auto)
```
/vehicle/status/control_mode
/vehicle/status/door_status
/vehicle/status/gear_status
/vehicle/status/hazard_lights_status
/vehicle/status/steering_offset
/vehicle/status/steering_status
/vehicle/status/turn_indicators_status
/vehicle/status/velocity_status
```"
Control Command Adapter,D_kwDOAnasMc4AP65A,2022-01-12T06:41:16Z,maxime-clem,2,Answered,DC_kwDOAnasMc4AKmq1,xmfcx,"Thanks, I've updated the names in previous post, is it ok now?"
Control Command Adapter,D_kwDOAnasMc4AP65A,2022-01-12T06:41:16Z,maxime-clem,2,Answered,DC_kwDOAnasMc4AKmrW,taikitanaka3,Good Thank you
Vehicle Command Gate,D_kwDOAnasMc4AP65B,2022-01-12T06:47:29Z,maxime-clem,1,Answered,,,
Vehicle Command Gate,D_kwDOAnasMc4AP65B,2022-01-12T06:47:29Z,maxime-clem,1,Answered,DC_kwDOAnasMc4AHdyT,JWhitleyWork,I was convinced during the last call that I was on that it doesn't really matter that much. I prefer it to be part of the VehicleInterface for convenience and so the information about where the commands are coming from is available to other parts of be VehicleInterface but it really doesn't matter all that much. 
Planning Manager,D_kwDOAnasMc4AP65C,2022-01-12T06:50:45Z,maxime-clem,0,Unanswered,,,
Using a velocity array in the control command,D_kwDOAnasMc4AP65D,2022-01-12T07:05:55Z,maxime-clem,2,Answered,,,
Using a velocity array in the control command,D_kwDOAnasMc4AP65D,2022-01-12T07:05:55Z,maxime-clem,2,Answered,DC_kwDOAnasMc4AHdV7,TakaHoribe,"Thank you for creating a discussion thread, Maxime.

In my mind, the main advantage of having a velocity array in the control command is that a vehicle controller has higher-level information, which allows for more complex control to be implemented.

But I feel the velocity array is slightly too much for two reasons.

Firstly, the velocity array is equivalent to the output of the planning module (target velocity on the reference trajectory). Adding a velocity array allows the ""low-level controller in the vehicle"" to do more complicated processing. For example, by implementing the velocity feedback controller for the target velocity array, the target acceleration can be calculated. However, this is almost the same as what the current control module is doing, and the role of the control/vehicle modules may conflict.

Secondly, the frequency of the vehicle speed is at most 10Hz in general, and the control command is sent at about 50~100Hz. In this case, the target speed and its 1st derivative (acceleration) information may be sufficient for accurate control.

@xmfcx Any comments are appreciated. Thanks!
"
Using a velocity array in the control command,D_kwDOAnasMc4AP65D,2022-01-12T07:05:55Z,maxime-clem,2,Answered,DC_kwDOAnasMc4AHdmt,xmfcx,"@TakaHoribe thanks for your inputs on this topic!

So I've heard you wanted to send following to the vehicle:
- Velocity (`v`)
- Acceleration (`a`)
- Steering angle (`θ`)

My recommendation is to provide the following to the vehicle controller with a time horizon of `t` and step size of `dt`:
- Velocity array (`v[]`)
- Acceleration array (`a[]`)
- Steering angle array (`θ[]`)

The first values of these would be equal to your proposal:
- `v[0] = v`
- `a[0] = a`
- `θ[0] = θ`

It would be up to controller to make use of this more in depth information. If the controller finds the first elements of these arrays enough, they could just use them.

But providing these arrays allows more sophisticated low level controllers to be implemented if needed.


> Firstly, the velocity array is equivalent to the output of the planning module (target velocity on the reference trajectory).

Is this really true? Because I thought MPC would modify its input velocity array (from trajectory) to fit into its model (smooth it more maybe) and output a trajectory (and a set of control commands) which vehicle will actually follow.

> Adding a velocity array allows the ""low-level controller in the vehicle"" to do more complicated processing. For example, by implementing the velocity feedback controller for the target velocity array, the target acceleration can be calculated. However, this is almost the same as what the current control module is doing, and the role of the control/vehicle modules may conflict.

We would actually be passing an acceleration array too so it's just extra information, it may or may not use it. But maybe someone could make use of these for finer control.

> Secondly, the frequency of the vehicle speed is at most 10Hz in general, and the control command is sent at about 50~100Hz. In this case, the target speed and its 1st derivative (acceleration) information may be sufficient for accurate control.

We should specify the expected frequency for these messages for nodes and the vehicle interface. What are sources and targets of these messages you are talking about?"
Using a velocity array in the control command,D_kwDOAnasMc4AP65D,2022-01-12T07:05:55Z,maxime-clem,2,Answered,DC_kwDOAnasMc4AHfCg,TakaHoribe,"@xmfcx Ahh, sorry, I misunderstood that having a velocity array means ""replacing acceleration information with target velocity array"". 

> The first values of these would be equal to your proposal:

Thank you. I'm very clear now. Then, 90% of my concern is solved. 
The remaining 10% is, calculation of the `a[]` and `theta[]` is not so easy. MPC (or controller that predicts the future) can compute them easily, but simple controllers such as `pure_pursuit` or `PID` are not able to calculate the array of the control command. So what values should the array have in this case? 
(My idea is, just putting the same value in the array is sufficient.)

> Is this really true? Because I thought MPC would modify its input velocity array

The `mpc_controller` previously used in .auto modifies the target velocity. While the `trajectory_follower` recently ported into .auto from T4's proposal does not modify the target velocity. This is actually related to the roles of planning and control. 

I think, the target speed should not be modified in the control module. Because in the planning module, decisions are made based on the assumption that the vehicle will move according to the planned speed. Also, certain safety assessments are made for target trajectory.
If the control system is allowed to change the target speed, the consistency of the planning decisions will be broken and proper vehicle behavior will not be achieved. The controller should focus on following the target speed. 
(This could be a long discussion, so let's discuss it separately if necessary.)

> We would actually be passing an acceleration array too so it's just extra information, it may or may not use it. But maybe someone could make use of these for finer control.

I'm convinced. Thank you.

> What are sources and targets of these messages you are talking about?

I'm talking about the control command sent from the control module (say, MPC) to the vehicle interface."
Using a velocity array in the control command,D_kwDOAnasMc4AP65D,2022-01-12T07:05:55Z,maxime-clem,2,Answered,DC_kwDOAnasMc4AHfS7,TakaHoribe,"One more thing. What happens if the Autoware control module supports delay compensation? In this case, v[0] or a[0] does not simply mean a target velocity / acceleration at the current time (It may be a target velocity after delay time)."
Using a velocity array in the control command,D_kwDOAnasMc4AP65D,2022-01-12T07:05:55Z,maxime-clem,2,Answered,DC_kwDOAnasMc4AHflU,xmfcx,"@TakaHoribe Thanks for your insights and inquiries!

> simple controllers such as pure_pursuit or PID are not able to calculate the array of the control command. So what values should the array have in this case?
> (My idea is, just putting the same value in the array is sufficient.)

I'd suggest we make the array size flexible and if 
- `t = 0` and `dt = 0` (ms)
  - array sizes = 1
- `t = 1000` and `dt = 100` (ms)
  - array sizes = 10

> I think, the target speed should not be modified in the control module. Because in the planning module, decisions are made based on the assumption that the vehicle will move according to the planned speed. Also, certain safety assessments are made for target trajectory.
> If the control system is allowed to change the target speed, the consistency of the planning decisions will be broken and proper vehicle behavior will not be achieved. The controller should focus on following the target speed.

I agree on this 100%

> One more thing. What happens if the Autoware control module supports delay compensation? In this case, v[0] or a[0] does not simply mean a target velocity / acceleration at the current time (It may be a target velocity after delay time).

So delay handling means that 
- the vehicle will act with a delay due to actuators, 
- transmission delay(would be very small) is also included
- this delay is assumed constant 

is this correct?

For this, I would say that it is even more valuable to have the array structure. Because the vehicle wouldn't use `v[0]` or `a[0]` and it would use `v[x]` or `a[x]` where `x=duration_delay / dt`

But I might be understanding it wrong and it might be that `v[0]` or `a[0]` is already the values with delay compensation calculated so we should add a new value with each message that conveys the `duration_delay` value to the low level controller for it to make sense.

Another option would be that the actuation delay is constant and known by the vehicle and we just set this parameter once and vehicle interface would assume index 0 means the delay compensation is already included.

But I'd need to know how what end signals the vehicle interface is sending to what.

What does vehicle_interface output?
- Reference voltage levels
- Reference torque values
- Reference pedal levels for throttle/brakes
- Reference angles
- Reference accelerations
- Reference velocities

Because this really affects the role of the vehicle_interface and Autoware's responsibility in general."
Using a velocity array in the control command,D_kwDOAnasMc4AP65D,2022-01-12T07:05:55Z,maxime-clem,2,Answered,DC_kwDOAnasMc4AHkGH,TakaHoribe,"@xmfcx 
>I'd suggest we make the array size flexible and if
>t = 0 and dt = 0 (ms)
array sizes = 1
t = 1000 and dt = 100 (ms)
array sizes = 10

That makes sense. Thank you.


>So delay handling means that
the vehicle will act with a delay due to actuators,
transmission delay(would be very small) is also included
this delay is assumed constant
is this correct?

Yes, it is correct.

>v[0] or a[0] is already the values with delay compensation...

For example, the velocity controller used in .auto uses PID control + delay compensation. This module calculates the reference acceleration `a` with the delay compensation from the reference trajectory. Here, it cannot simply publish the value calculated here as `a[delay_duration]` to the later stage, because `a[0]~a[delay_duration-1]` is not computed.
So, option 2 you mentioned ""index 0 means the delay compensation is already included"" is better i think. One concern is ""how to know the velocity already includes the delay compensation"". But vehicle may not need to know that.


>But I'd need to know how what end signals the vehicle interface is sending to what.
>What does vehicle_interface output?

What do you mean about the end signals?
In my mind, the output of the `vehicle_interface` is vehicle-specific such as you listed above (voltage, torque, pedal position, steering angle, steering-wheel angle, steering rate, etc). We should have an abstraction module to support these multiple interfaces, which is the ""adapter"" module discussed [in the separate page](https://github.com/autowarefoundation/autoware/discussions/16). "
Using a velocity array in the control command,D_kwDOAnasMc4AP65D,2022-01-12T07:05:55Z,maxime-clem,2,Answered,DC_kwDOAnasMc4AH7wi,maxime-clem,"Is the following message definition suitable ?
```idl
# autoware_auto_control_msgs/LongitudinalCommand
builtin_interfaces::msg::Time stamp
builtin_interfaces::msg::Duration duration   # new field
builtin_interfaces::msg::Duration time_step  # new field
# fields changed from float to float[]
float[] speeds 
float[] accelerations
float[] jerks
```

Do we also want to modify `autoware_auto_control_msgs/LateralAckermannCommand` to use an array of steering angles and angle rates ?"
Using a velocity array in the control command,D_kwDOAnasMc4AP65D,2022-01-12T07:05:55Z,maxime-clem,2,Answered,DC_kwDOAnasMc4AIL-b,boyali,"Once we have a controller and a reference trajectory, it is possible to simulate the system forward in time (forward simulation). In this case, you can get any control and state trajectory. A controller and system model forms a new closed-loop model of the controlled system. Since we have a known closed-loop model, the only input the system becomes the reference signals.

If one would like to take the uncertainty in the model into account, we can parametrize a model uncertainty function which gives us a family of the state and control trajectories into the feature. "
Steering and Actuation status messages,D_kwDOAnasMc4AP65E,2022-01-31T09:42:41Z,maxime-clem,2,Answered,,,
Steering and Actuation status messages,D_kwDOAnasMc4AP65E,2022-01-31T09:42:41Z,maxime-clem,2,Answered,DC_kwDOAnasMc4AH-gh,HuaweiAlgolux,"acceleration/brake measurements can be used to improve the performance and robustness of controllers for mechanical systems. To use acceleration signals, there are at least two approaches: direct use in a feedback loop to improve the trajectory tracking error, and indirect use by an observer to improve the estimates of position and speed. "
Steering and Actuation status messages,D_kwDOAnasMc4AP65E,2022-01-31T09:42:41Z,maxime-clem,2,Answered,DC_kwDOAnasMc4AIKJM,TakaHoribe,"In my mind, there are three outputs from the Vehicle component.

 - Vehicle Odometry: for the velocity velocity information with speed vx and angular velocity wz. It can be represented by `TwistWithCovariance` or `Odometry` message type.
 - Steering Status: for the steering information. It is completely limited in 2D space, so we don't have to use the quaternion. We should rather think about the possibility to support the non-Ackermann steering type vehicle. For now, we can define the specific message type like `Steering.msg` with just one steering_angle field, but it should be extendable for more vehicle types.
 - Actuation Status: for primitive vehicle control. This represents the vehicle-specific information such as throttle, brake, torque, voltage, pressure, etc, and they are used by the [adapter](https://github.com/autowarefoundation/autoware/discussions/16). So, this message type should be a generic one. In the ArchitectureProposal, the `steer`, `accel`, and `brake` are used to represent ""any lateral motion related status"" such as steering torque or voltage, ""any accelerating longitudinal related motion status"" such as accel pedal or throttle, and ""any decelerating longitudinal related motion status"" such as brake torque or pressure, respectively. It is based on the assumption that vehicles have three actuators for steering and accel and brake. But it could be more common message type like `actuation_status_array`.

So my proposal is (still open discussion though)

 - Vehicle Odometry: `TwistWithCovariance.msg`
     - replace the current message type `nav_msgs/Odometry` ?
 - Steering Status: `Steering.msg` [new]
     - with timestamp, and steering_angle.
 - Actuation Status: `ActuationStatus.msg` [new]
     - with `accel`, `brake` and `steer`.

Any comments are welcome. Thanks!
"
Steering and Actuation status messages,D_kwDOAnasMc4AP65E,2022-01-31T09:42:41Z,maxime-clem,2,Answered,DC_kwDOAnasMc4AIKKM,TakaHoribe,@xmfcx Appreciated if you have any comments.
web version of  runtime_manager (including webviz),D_kwDOAnasMc4AP65c,2022-01-31T14:02:57Z,xczhanjun,3,Answered,,,
web version of  runtime_manager (including webviz),D_kwDOAnasMc4AP65c,2022-01-31T14:02:57Z,xczhanjun,3,Answered,DC_kwDOAnasMc4AH_HU,Unknown,"When I was learning about Autoware with Autoware.AI, I found the old Runtime Manager to be incredibly useful. I could start up Autoware with a single command from a single command prompt, and I was able to view and adjust settings without having to manually stop and restart things myself.

When using the AutowareArchitectureProposal repo which had no Runtime Manager, it was much more challenging for me to get things up and running. For example, just changing a setting meant that you had to know the exact name of the setting, or which launch file that contained the setting. Conversely, with the Runtime Manager, I could just browse settings and then search the code for any setting that I was curious about to see if I could learn more about it.

Also, speaking as someone who has delivered Autoware.AI training to university students, it was very straightforward to demonstrate basic exercises with the Runtime Manager and for the students to follow along. If I had had to do the same kind of training with Autoware just using launch files, it would have taken far longer to carry out each demonstration and for the students to carry out the exercises."
