title,Created_at,thread_id,subtitle_id,Type,Comment_text,Time_to_Close,Time_to_First_Response
Make AutowareRider Android Studio compatible,2016-11-29T02:06:42Z,45,1,answered,"I tried to build and validate.
I can build using Android Studio, but the following problems were found.

- B,N,D,R,AUTO CRUISE and NORMAL CRUISE buttons did not change when I clicked them.
- The indication of middle was bright first, but it became dark later.

If you know about that please let me know.",2772143.0,960547.0
Make AutowareRider Android Studio compatible,2016-12-20T01:19:58Z,45,2,answered,@mingrutar I'll close. Please remake pull request after confirm and fix.,2772143.0,960547.0
Support MKZ,2016-11-17T02:03:42Z,47,,,,,
Ignore close points,2016-11-16T03:56:21Z,48,,,,,
Mod velocity set,2016-11-15T22:51:39Z,49,,,,,
Create red and green lanes from waypoint_saver CSV,2016-11-15T18:26:21Z,50,,,,,
Node Name Change for cv tracker,2016-11-15T07:43:31Z,51,,,,,
Added SSD node to CV Tracker,2016-11-15T03:08:27Z,52,,,,,
Add WayArea detection service,2016-11-07T07:00:20Z,53,,,,,
Rename variables.,2016-11-04T13:36:29Z,54,,,,,
delete data_filter,2016-11-04T10:50:09Z,55,,,,,
Rename package name.,2016-11-04T08:53:47Z,56,,,,,
Lidar segmentation,2016-11-04T07:45:11Z,57,,,,,
Separate motion planning,2016-11-02T13:49:12Z,58,,,,,
Module graph,2016-11-02T01:21:50Z,59,,,,,
Add orb_localizer.,2016-11-01T08:43:19Z,60,,,,,
"Revert ""Updated to start inside Docker container""",2016-10-31T10:13:09Z,61,,,,,
Add get height,2016-10-30T05:23:00Z,62,,,,,
Lidar segmentation,2016-10-29T14:56:03Z,63,,,,,
Lidar segmentation,2016-10-29T12:00:27Z,64,,,,,
Added output_frame param,2016-10-29T07:21:13Z,65,,,,,
Lidar segmentation,2016-10-25T08:35:53Z,66,,,,,
Update the check.launch for the tablet_socket ,2016-10-25T06:03:30Z,67,,,,,
Mod points2costmap,2016-10-24T09:49:37Z,68,,,,,
Lidar segmentation,2016-10-21T08:29:38Z,69,,,,,
Fix to subscribe the new topic,2016-10-19T07:03:54Z,70,,,,,
Lidar segmentation,2016-10-14T01:28:34Z,71,,,,,
Updated to start inside Docker container,2016-10-13T23:19:28Z,72,1,answered,"Great :)

2016/10/14 午前5:59 ""Matt"" notifications@github.com:

> The run script would error on:
> 
> /run: line 41: --geometry=50x10+0+0: command not found
> ./run: line 44: --geometry=50x10+500+0: command not found
> 
> ## When starting from a docker container.
> 
> You can view, comment on, or merge this pull request online at:
> 
>   https://github.com/CPFL/Autoware/pull/477
> Commit Summary
> - Updated to start inside Docker container
> 
> File Changes
> - _M_ ros/run https://github.com/CPFL/Autoware/pull/477/files#diff-0
>   (6)
> 
> Patch Links:
> - https://github.com/CPFL/Autoware/pull/477.patch
> - https://github.com/CPFL/Autoware/pull/477.diff
> 
> —
> You are receiving this because you are subscribed to this thread.
> Reply to this email directly, view it on GitHub
> https://github.com/CPFL/Autoware/pull/477, or mute the thread
> https://github.com/notifications/unsubscribe-auth/AAToCz22CNQkk1eNPvOybHiifrrzlhvsks5qzputgaJpZM4KWXMN
> .
",1271026.0,8403.0
Updated to start inside Docker container,2016-10-25T23:51:15Z,72,2,answered,"@droter 
Please fix code and push again.
After that, I will merge this pull request.
",1271026.0,8403.0
Updated to start inside Docker container,2016-10-28T05:06:08Z,72,3,questioned,"Updated file.
",1271026.0,8403.0
Added,2016-10-11T04:57:52Z,75,,,,,
Add tf_local.launch,2016-10-11T04:18:21Z,76,,,,,
Lidar clustering ,2016-10-10T07:52:38Z,77,,,,,
Improve visualization of circular arc,2016-10-09T07:51:31Z,78,,,,,
Mod waypoint follower,2016-10-08T21:07:52Z,79,,,,,
"Runtime Manager Simulation tab, add rosbag info thread",2016-10-06T11:17:45Z,80,,,,,
Develop planner,2016-10-05T13:33:50Z,81,,,,,
Output filtered PCD in Binary.,2016-10-02T11:29:32Z,82,,,,,
Remove unnecessary error checks,2016-09-29T13:04:26Z,83,,,,,
Fix vector map library,2016-09-29T10:12:43Z,84,,,,,
Update Quick Start documents,2016-09-27T22:57:44Z,85,,,,,
Update Zmp Patches,2016-09-26T15:26:36Z,86,,,,,
Publish marker when the traffic light detection is unknown,2016-09-26T09:15:56Z,87,,,,,
Fix autoware path,2016-09-24T06:16:43Z,88,,,,,
Add function to get current data,2016-09-23T07:00:49Z,89,,,,,
Add services of road data,2016-09-23T03:22:33Z,90,,,,,
Fix namespace of vector_map_server services,2016-09-21T12:55:17Z,91,,,,,
Add vector map library,2016-09-19T06:17:48Z,92,,,,,
"Runtime Manager Map tab, update to more simple implements",2016-09-15T09:45:59Z,93,,,,,
"Runtime Manager Computing tab, add use_crosswalk_detection to velocit…",2016-09-14T09:46:13Z,94,,,,,
add map_tools/pcd_arealist,2016-09-14T08:57:04Z,95,,,,,
Add Memsic IMU driver.,2016-09-14T08:46:12Z,96,,,,,
Select crosswalk detection,2016-09-14T08:11:00Z,97,,,,,
Mod velocity set,2016-09-14T07:28:41Z,98,,,,,
Publish the detection result when it is different from the previous one,2016-09-14T02:37:40Z,99,,,,,
Support new nmea format,2016-09-12T09:57:39Z,100,,,,,
Switch output from screen to log,2016-09-12T05:39:23Z,101,,,,,
Fix obj_reproj as it subscribed out of date topic (current_pose),2016-09-10T09:27:45Z,102,,,,,
Fix to KF caused from synchro changes,2016-09-01T04:58:24Z,103,1,questioned,"Fixes  Bug autowarefoundation/autoware_ai#863 pointed out by @layssi
",1375.0,1358.0
"Runtime Manager, changed wx.Color to wx.Colour for wxPython3",2016-08-30T08:26:04Z,104,,,,,
Add Quick Start Manual(EN),2016-08-29T12:08:08Z,105,,,,,
New Visual Localization based on ORB-SLAM,2016-08-29T07:59:23Z,106,,,,,
Update Quick Start Manual(JP),2016-08-25T23:18:30Z,107,,,,,
Fix ndt_mapping,2016-08-25T13:07:19Z,108,,,,,
"Runtime Manager, fix rosbag record stop",2016-08-23T03:16:18Z,109,,,,,
Add Single thread sync node,2016-08-10T14:47:41Z,110,,,,,
Update launch kill to simple,2016-08-09T06:09:40Z,111,,,,,
Delete no need nodes dic,2016-08-08T04:19:56Z,112,,,,,
Modify region_tlr so that it publishes superimpose image as topic,2016-08-06T10:02:05Z,113,,,,,
"Runtime Manager, fix old gui theme at RViz remote",2016-08-05T08:53:44Z,114,,,,,
"Runtime Manager, add kill_children flag to RViz cmd for remote termin…",2016-08-05T08:47:42Z,115,,,,,
Updated fast_pcl,2016-08-04T15:08:05Z,116,,,,,
Create vehicle_info directory,2016-08-03T17:12:02Z,117,,,,,
"Runtime Manager Setup tab, add Vehicle Info",2016-08-03T06:06:34Z,118,,,,,
Add model data for simulation,2016-08-03T04:21:47Z,119,,,,,
Set precision of log file of ndt_matching,2016-08-03T01:41:40Z,120,,,,,
Visualize current_velocity by Plotter2D,2016-08-03T00:54:15Z,121,,,,,
Change message type for current velocity,2016-08-02T23:35:13Z,122,,,,,
"Runtime Manager, terminate_children() changed to as option",2016-08-02T02:58:31Z,123,,,,,
Ignore 0 ranges,2016-07-28T06:46:43Z,124,,,,,
Feature/integrate viewer,2016-07-27T15:22:00Z,125,1,answered,"Sweet!

2016-07-27 23:20 GMT+09:00 Manato Hirabayashi notifications@github.com:

> These are the RViz plugin to display
> - detection result (object detection, ranging, tracking and points
>   image)
> - traffic light recognition and alternatives to existing viewers in
>   Autoware.
> 
> ---
> 
> You can view, comment on, or merge this pull request online at:
> 
>   https://github.com/CPFL/Autoware/pull/402
> Commit Summary
> - Add RViz plugin to display traffic light recognition result
> - Add RViz integrated viewer plugin to display detection result
> 
> File Changes
> - _A_
>   ros/src/computing/perception/detection/packages/integrated_viewer/CMakeLists.txt
>   https://github.com/CPFL/Autoware/pull/402/files#diff-0 (104)
> - _A_
>   ros/src/computing/perception/detection/packages/integrated_viewer/lib/convert_image.h
>   https://github.com/CPFL/Autoware/pull/402/files#diff-1 (46)
> - _A_
>   ros/src/computing/perception/detection/packages/integrated_viewer/node/image_viewer_plugin/autoware_logo.png
>   https://github.com/CPFL/Autoware/pull/402/files#diff-2 (1)
> - _A_
>   ros/src/computing/perception/detection/packages/integrated_viewer/node/image_viewer_plugin/draw_points.cpp
>   https://github.com/CPFL/Autoware/pull/402/files#diff-3 (67)
> - _A_
>   ros/src/computing/perception/detection/packages/integrated_viewer/node/image_viewer_plugin/draw_points.h
>   https://github.com/CPFL/Autoware/pull/402/files#diff-4 (21)
> - _A_
>   ros/src/computing/perception/detection/packages/integrated_viewer/node/image_viewer_plugin/draw_rects.cpp
>   https://github.com/CPFL/Autoware/pull/402/files#diff-5 (150)
> - _A_
>   ros/src/computing/perception/detection/packages/integrated_viewer/node/image_viewer_plugin/draw_rects.h
>   https://github.com/CPFL/Autoware/pull/402/files#diff-6 (28)
> - _A_
>   ros/src/computing/perception/detection/packages/integrated_viewer/node/image_viewer_plugin/image_viewer_form.ui
>   https://github.com/CPFL/Autoware/pull/402/files#diff-7 (142)
> - _A_
>   ros/src/computing/perception/detection/packages/integrated_viewer/node/image_viewer_plugin/image_viewer_plugin.cpp
>   https://github.com/CPFL/Autoware/pull/402/files#diff-8 (265)
> - _A_
>   ros/src/computing/perception/detection/packages/integrated_viewer/node/image_viewer_plugin/image_viewer_plugin.h
>   https://github.com/CPFL/Autoware/pull/402/files#diff-9 (108)
> - _A_
>   ros/src/computing/perception/detection/packages/integrated_viewer/node/traffic_light_plugin/form.ui
>   https://github.com/CPFL/Autoware/pull/402/files#diff-10 (106)
> - _A_
>   ros/src/computing/perception/detection/packages/integrated_viewer/node/traffic_light_plugin/traffic_light_plugin.cpp
>   https://github.com/CPFL/Autoware/pull/402/files#diff-11 (119)
> - _A_
>   ros/src/computing/perception/detection/packages/integrated_viewer/node/traffic_light_plugin/traffic_light_plugin.h
>   https://github.com/CPFL/Autoware/pull/402/files#diff-12 (68)
> - _A_
>   ros/src/computing/perception/detection/packages/integrated_viewer/package.xml
>   https://github.com/CPFL/Autoware/pull/402/files#diff-13 (30)
> - _A_
>   ros/src/computing/perception/detection/packages/integrated_viewer/rviz_plugin_description.xml
>   https://github.com/CPFL/Autoware/pull/402/files#diff-14 (19)
> 
> Patch Links:
> - https://github.com/CPFL/Autoware/pull/402.patch
> - https://github.com/CPFL/Autoware/pull/402.diff
> 
> —
> You are receiving this because you are subscribed to this thread.
> Reply to this email directly, view it on GitHub
> https://github.com/CPFL/Autoware/pull/402, or mute the thread
> https://github.com/notifications/unsubscribe-auth/AAToC2vEuDFwOKNLe5pTS3K-TWqaxoTxks5qZ2kSgaJpZM4JWPWS
> .
",832303.0,3718.0
Feature/integrate viewer,2016-08-06T05:35:23Z,125,2,questioned,"I have merged feature/integrated_viewer branch to the master.
Please let me know if you have any trouble by this merge.

@amc-nu , @h-ohta 
Thank you very much for your cooperation!

New RViz plugin is available by:
RViz menu -> ""Panels"" -> ""Add New Panel"" -> select ""ImageViewerPlugin"" or ""TrafficLightPlugin"" in ""integrated_viewer"" section.
",832303.0,3718.0
Kill sigint,2016-07-22T05:43:31Z,127,,,,,
Mod waypoint saver,2016-07-11T09:49:04Z,128,1,questioned,"I verified this node working.
I'll merge.
",75.0,70.0
Accelerated obj detection,2016-07-08T10:05:35Z,129,,,,,
Template synchronization library,2016-07-08T08:07:02Z,130,,,,,
Hotfix segmentation fault in range_fusion,2016-07-07T18:24:57Z,131,,,,,
Time monitor,2016-07-07T16:17:19Z,132,,,,,
Hotfix in range_fusion,2016-07-07T14:15:18Z,133,,,,,
Add Quick Start manual,2016-07-05T20:02:11Z,134,,,,,
ORB SLAM Fix with History,2016-07-05T08:16:44Z,135,,,,,
Add exe_time in PointsFilterInfo.msg.,2016-07-04T08:50:35Z,136,,,,,
Fix ladybug driver,2016-07-04T07:05:51Z,137,,,,,
Add missing dependencies.,2016-07-04T07:02:37Z,138,,,,,
Update documents,2016-07-04T07:00:50Z,139,,,,,
Planner x,2016-07-29T05:30:49Z,140,1,answered,"@hatem-darweesh I confirmed your branch compiles correctly. But, can you tell us how to test its functions?
",14438207.0,2160619.0
Planner x,2016-08-02T23:52:51Z,140,2,answered,"@hatem-darweesh Would you show us how to test PlannerX in Autoware?
",14438207.0,2160619.0
Planner x,2016-08-03T00:13:29Z,140,3,answered,"@hatem-darweesh

We should also change the name of this package and its nodes. planner_x
does not mean anything. It should be more scientific, providing the correct
information on what algorithms and functions are supported.

2016/08/03 午前8:52 ""Hiroki Ohta"" notifications@github.com:

> @hatem-darweesh https://github.com/hatem-darweesh Would you show us how
> to test PlannerX in Autoware?
> 
> —
> You are receiving this because you are subscribed to this thread.
> Reply to this email directly, view it on GitHub
> https://github.com/CPFL/Autoware/pull/379#issuecomment-237086531, or mute
> the thread
> https://github.com/notifications/unsubscribe-auth/AAToCzjkNpGupeBJ7vKjEPFvNXNRA8nAks5qb9hUgaJpZM4JEDno
> .
",14438207.0,2160619.0
Planner x,2016-08-03T01:01:04Z,140,4,questioned,"I am working on that,  just fixing a major bug I found yesterday,

About the name,  the current  implementation is : multy stage deterministic
rule based planner.  And it will include mdp and pomdp In the future.  That
is why I couldn't find a suitable name.

On Aug 3, 2016 9:13 AM, ""Shinpei Kato"" notifications@github.com wrote:

> @hatem-darweesh
> 
> We should also change the name of this package and its nodes. planner_x
> does not mean anything. It should be more scientific, providing the correct
> information on what algorithms and functions are supported.
> 
> 2016/08/03 午前8:52 ""Hiroki Ohta"" notifications@github.com:
> 
> > @hatem-darweesh https://github.com/hatem-darweesh Would you show us
> > how
> > to test PlannerX in Autoware?
> > 
> > —
> > You are receiving this because you are subscribed to this thread.
> > Reply to this email directly, view it on GitHub
> > https://github.com/CPFL/Autoware/pull/379#issuecomment-237086531, or
> > mute
> > the thread
> > <
> > https://github.com/notifications/unsubscribe-auth/AAToCzjkNpGupeBJ7vKjEPFvNXNRA8nAks5qb9hUgaJpZM4JEDno
> > 
> > .
> 
> —
> You are receiving this because you were mentioned.
> Reply to this email directly, view it on GitHub
> https://github.com/CPFL/Autoware/pull/379#issuecomment-237090403, or mute
> the thread
> https://github.com/notifications/unsubscribe-auth/ATP3Ebzz3i-vkUIToTiartF9NTP9Wt8qks5qb90tgaJpZM4JEDno
> .
",14438207.0,2160619.0
Planner x,2016-08-05T10:11:11Z,140,5,answered,"It can just represent the main concept. What about dp_planner?

2016/08/03 午前10:01 ""hatem-darweesh"" notifications@github.com:

> I am working on that, just fixing a major bug I found yesterday,
> 
> About the name, the current implementation is : multy stage deterministic
> rule based planner. And it will include mdp and pomdp In the future. That
> is why I couldn't find a suitable name.
> 
> On Aug 3, 2016 9:13 AM, ""Shinpei Kato"" notifications@github.com wrote:
> 
> > @hatem-darweesh
> > 
> > We should also change the name of this package and its nodes. planner_x
> > does not mean anything. It should be more scientific, providing the
> > correct
> > information on what algorithms and functions are supported.
> > 
> > 2016/08/03 午前8:52 ""Hiroki Ohta"" notifications@github.com:
> > 
> > > @hatem-darweesh https://github.com/hatem-darweesh Would you show us
> > > how
> > > to test PlannerX in Autoware?
> > > 
> > > —
> > > You are receiving this because you are subscribed to this thread.
> > > Reply to this email directly, view it on GitHub
> > > https://github.com/CPFL/Autoware/pull/379#issuecomment-237086531, or
> > > mute
> > > the thread
> > > <
> > > https://github.com/notifications/unsubscribe-auth/
> > > AAToCzjkNpGupeBJ7vKjEPFvNXNRA8nAks5qb9hUgaJpZM4JEDno
> > > 
> > > .
> > 
> > —
> > You are receiving this because you were mentioned.
> > Reply to this email directly, view it on GitHub
> > https://github.com/CPFL/Autoware/pull/379#issuecomment-237090403, or
> > mute
> > the thread
> > <https://github.com/notifications/unsubscribe-auth/ATP3Ebzz3i-
> > vkUIToTiartF9NTP9Wt8qks5qb90tgaJpZM4JEDno>
> > .
> 
> —
> You are receiving this because you commented.
> Reply to this email directly, view it on GitHub
> https://github.com/CPFL/Autoware/pull/379#issuecomment-237099957, or mute
> the thread
> https://github.com/notifications/unsubscribe-auth/AAToC559A8ambM0YCLzuWVg-QPqZs5Suks5qb-hQgaJpZM4JEDno
> .
",14438207.0,2160619.0
"Runtime Manager, fix getting proc info in ParamPanel class",2016-07-04T04:00:20Z,145,,,,,
Fix cost calculation for unknown costs,2016-07-02T09:06:38Z,146,,,,,
Modified correct timestamp,2016-07-01T13:24:16Z,147,,,,,
"Runtime Manager, update some utility functions",2016-07-01T08:29:57Z,148,,,,,
"Runtime Manager Map tab, fix toggle enable of (Point Cloud) btn",2016-07-01T08:01:47Z,149,,,,,
"Runtime Manager Sensing tab, update filter cmd for Synchronization bu…",2016-07-01T06:46:04Z,150,,,,,
"Runtime Manger, fix camera_id setting at sync on",2016-07-01T05:02:20Z,151,,,,,
"Runtime Manager, fix camera_id selection at Synchronization ON",2016-06-30T04:44:28Z,152,,,,,
"Runtime Manager Simulation tab, fix showing of rosbag pos remains on …",2016-06-29T09:50:28Z,153,,,,,
"Runtime Manager Topics tab, fix for alias of bottom btns",2016-06-29T09:30:46Z,154,,,,,
"Runtime Manager, fix RViz remote setting",2016-06-27T10:37:13Z,155,,,,,
ndt_mapping pcd save bug fix  and added autoloading of default.rviz,2016-07-27T02:06:42Z,156,1,answered,"@kitsukawa Would you check changes for ndt_localizer in this PR?
",5333367.0,2787710.0
ndt_mapping pcd save bug fix  and added autoloading of default.rviz,2016-08-25T13:12:52Z,156,2,answered,"Thank you for your PR. I reflected your changes in #430 . 
",5333367.0,2787710.0
"Runtime Manager, fix remote RViz setting",2016-06-23T08:08:27Z,158,,,,,
Uncomment publish statement of region_tlr,2016-06-19T14:47:38Z,159,,,,,
Add missing dependencies,2016-06-16T09:38:41Z,160,,,,,
Clear points data after detection,2016-06-16T07:05:04Z,161,,,,,
Fix qs map load ok,2016-06-15T08:57:24Z,162,,,,,
Modified file name of log for ndt_matching/icp_matching.,2016-06-12T14:17:30Z,163,,,,,
Fix lattice,2016-06-10T11:24:37Z,164,,,,,
Fix email link,2016-06-08T12:29:05Z,165,,,,,
Update Contact of documents,2016-06-08T12:12:55Z,166,,,,,
Make ranges 0 when there are near objects,2016-06-08T10:37:15Z,167,,,,,
Modify laserscan2costmap,2016-06-08T07:32:03Z,168,,,,,
Add measuring align_time and getFitnessScore_time.,2016-06-08T06:25:43Z,169,,,,,
Bugs on 2.4.8/9,2016-06-06T09:10:40Z,170,1,answered,"However OpenCV version of Ubuntu package is 2.4.8. If Autoware requires OpenCV 2.4.10 or higher versions, then Autoware users have to build and install OpenCV from source code.
",6.0,652.0
Parallelized ndt_matching,2016-06-03T18:55:49Z,171,1,questioned,"@syohex @yukkysaito 
OpenMPを用いている関数の名前をomp_***と変更し、新たに追加しました。
ndt_matching.launchでuse_openmpをtrue/falseにすることにより、使用する関数を切り替えられるようにしました。
何か問題ないかご確認いただけないでしょうか。
",279836.0,332.0
Parallelized ndt_matching,2016-06-06T01:29:44Z,171,2,answered,"PCL 1.7.1以前がインストールされている環境ではビルドエラーになります. `fast_pcl`がビルドされないので `omp_*`メソッドが存在しないため.  `#ifdef USE_FAST_PCL`で囲う必要があると考えます.
(Ubuntu 15.04 ROS Jade, Ubuntu 14.04 Indigo + PCL 1.7.2では問題なくビルドできることを確認しました.)
",279836.0,332.0
Parallelized ndt_matching,2016-06-06T02:33:08Z,171,3,answered,"以下でビルドは通ること(Ubuntu 14.04 pcl 1.7.1)は確認できました.

``` diff
diff --git a/ros/src/computing/perception/localization/packages/ndt_localizer/nodes/ndt_matching/ndt_matching.cpp b/ros/src/computing/perception/localization/packages/ndt_localizer/nodes/ndt_matching/ndt_matching.cpp
index 1875701..e97531f 100644
--- a/ros/src/computing/perception/localization/packages/ndt_localizer/nodes/ndt_matching/ndt_matching.cpp
+++ b/ros/src/computing/perception/localization/packages/ndt_localizer/nodes/ndt_matching/ndt_matching.cpp
@@ -383,21 +383,29 @@ static void points_callback(const sensor_msgs::PointCloud2::ConstPtr& input)
     Eigen::Matrix4f init_guess = (init_translation * init_rotation_z * init_rotation_y * init_rotation_x) * tf_btol;

     pcl::PointCloud<pcl::PointXYZ>::Ptr output_cloud(new pcl::PointCloud<pcl::PointXYZ>);
+#ifdef USE_FAST_PCL
     if(_use_openmp == true){
        ndt.omp_align(*output_cloud, init_guess);
     }else{
+#endif
        ndt.align(*output_cloud, init_guess);
+#ifdef USE_FAST_PCL
     }
+#endif

     t = ndt.getFinalTransformation();  // localizer
     t2 = t * tf_ltob;                  // base_link

     iteration = ndt.getFinalNumIteration();
+#ifdef USE_FAST_PCL
     if(_use_openmp == true){
        fitness_score = ndt.omp_getFitnessScore();
     }else{
+#endif
        fitness_score = ndt.getFitnessScore();
+#ifdef USE_FAST_PCL
     }
+#endif
     trans_probability = ndt.getTransformationProbability();

     tf::Matrix3x3 mat_l;  // localizer
```
",279836.0,332.0
Parallelized ndt_matching,2016-06-06T06:37:30Z,171,4,questioned,"@syohex 
ありがとうございます。ご指摘通り修正いたしました。
",279836.0,332.0
Parallelized ndt_matching,2016-06-06T06:57:56Z,171,5,answered,"ビルドができるようになったことは確認できました.
",279836.0,332.0
Fix route file reading convention,2016-06-03T12:16:08Z,176,,,,,
Add Autoware messages,2016-06-03T10:26:26Z,177,,,,,
"Runtime Manager, Add desc",2016-06-03T06:52:34Z,178,,,,,
Add a text label with a object pose,2016-06-02T12:09:42Z,179,,,,,
modify obj_fusion and obj_reproj in order to use tracking ID,2016-06-02T11:54:12Z,180,,,,,
Fix deprecated code,2016-06-02T10:06:41Z,181,,,,,
Improve CMakeLists.txt and package.xml,2016-06-02T07:48:07Z,182,1,questioned,"By the way, Almost all Autoware programs which depend on OpenCV cannot be built on ROS kinetic, because ROS kinetic bundles OpenCV3 and forces developers to use OpenCV3 by default. Developers cannot use OpenCV2 in general. Some Autoware programs uses deprecated OpenCV functions, classes, structures, they are removed on OpenCV3. If Autoware supports ROS kinetic in the future, we should consider to rewrite some programs with OpenCV3.

And some ROS packages which are used by Autoware are missed in ROS kinentic.
- sound_play
- nmea-msgs

ROS kinentic supports both Qt4 and Qt5, so we can remove some Qt5 hacks from CMakeList.txt.

See also
- http://wiki.ros.org/kinetic/Migration
",3818.0,1314.0
Connect Autoware by topic,2016-06-01T12:24:30Z,183,,,,,
Fixed bug(The klt trancking node publish same distance data),2016-06-01T09:33:40Z,184,,,,,
